"Time (s)";"Magnetic Field x (µT)";"Magnetic Field y (µT)";"Magnetic Field z (µT)";"Absolute field (µT)"
5.210440660E-1;-1.195600033E0;8.906000137E0;-4.869020081E1;4.951244240E1
5.310440660E-1;-1.171200037E0;8.881599426E0;-4.887319946E1;4.968746465E1
5.410440660E-1;-1.207800031E0;8.845000267E0;-4.892200089E1;4.972981984E1
5.510440660E-1;-1.256600022E0;8.832799911E0;-4.890979767E1;4.971685535E1
5.610440660E-1;-1.329800010E0;8.857199669E0;-4.897079849E1;4.978310415E1
5.710440660E-1;-1.390799999E0;8.918199539E0;-4.895859909E1;4.978366231E1
5.810440660E-1;-1.512799978E0;8.881599426E0;-4.888539886E1;4.970868731E1
5.910440660E-1;-1.598199964E0;8.808400154E0;-4.875119781E1;4.956633378E1
6.010440660E-1;-1.537199974E0;8.857199669E0;-4.900740051E1;4.982507677E1
6.110440660E-1;-1.537199974E0;9.003600121E0;-4.893420029E1;4.977935070E1
6.210440660E-1;-1.610399961E0;9.113399506E0;-4.893420029E1;4.980164050E1
6.310440660E-1;-1.659199953E0;9.137800217E0;-4.901959991E1;4.989161766E1
6.410440660E-1;-1.585999966E0;9.223199844E0;-4.931240082E1;5.019258596E1
6.510440660E-1;-1.585999966E0;9.247599602E0;-4.932460022E1;5.020905975E1
6.610440660E-1;-1.512799978E0;9.271999359E0;-4.945879745E1;5.034313440E1
6.710440660E-1;-1.439599991E0;9.369600296E0;-4.956859970E1;5.046689939E1
6.810440660E-1;-1.463999987E0;9.394000053E0;-4.947100067E1;5.037628847E1
6.910440660E-1;-1.488399982E0;9.357399940E0;-4.936119843E1;5.026235349E1
7.010440660E-1;-1.378600001E0;9.333000183E0;-4.933679962E1;5.023071996E1
7.110440660E-1;-1.329800010E0;9.369600296E0;-4.928799820E1;5.018829091E1
7.210440660E-1;-1.354200006E0;9.320799828E0;-4.905619812E1;4.995219456E1
7.310440660E-1;-1.378600001E0;9.223199844E0;-4.900740051E1;4.988680445E1
7.410440660E-1;-1.463999987E0;9.210999489E0;-4.893420029E1;4.981507568E1
7.510440660E-1;-1.537199974E0;9.174399376E0;-4.879999924E1;4.967869275E1
7.610440660E-1;-1.573799968E0;9.088999748E0;-4.875119781E1;4.961618739E1
7.710440660E-1;-1.634799957E0;8.991399765E0;-4.878779984E1;4.963635012E1
7.810440660E-1;-1.659199953E0;8.881599426E0;-4.879999924E1;4.962938322E1
7.910440660E-1;-1.683599949E0;8.869400024E0;-4.884880066E1;4.967601123E1
8.010440660E-1;-1.646999955E0;8.808400154E0;-4.884880066E1;4.966392904E1
8.110440660E-1;-1.622599959E0;8.845000267E0;-4.889759827E1;4.971762239E1
8.210440660E-1;-1.549399972E0;8.857199669E0;-4.901959991E1;4.983745381E1
8.310440660E-1;-1.585999966E0;8.808400154E0;-4.901959991E1;4.982995570E1
8.410440660E-1;-1.598199964E0;8.783999443E0;-4.904399872E1;4.985004212E1
8.510440660E-1;-1.537199974E0;8.857199669E0;-4.915379715E1;4.996907788E1
8.610440660E-1;-1.476199985E0;8.930399895E0;-4.909280014E1;4.992027879E1
8.710440660E-1;-1.451799989E0;8.954799652E0;-4.903179932E1;4.986394995E1
8.810440660E-1;-1.439599991E0;8.991399765E0;-4.900740051E1;4.984619366E1
8.910440660E-1;-1.329800010E0;9.015799522E0;-4.904399872E1;4.988353255E1
9.010440660E-1;-1.305400014E0;9.052399635E0;-4.895859909E1;4.980556629E1
9.110440660E-1;-1.220000029E0;9.040200233E0;-4.911719894E1;4.995711013E1
9.210440660E-1;-1.158999920E0;9.088999748E0;-4.912939835E1;4.997650427E1
9.310440660E-1;-1.207800031E0;9.076799393E0;-4.904399872E1;4.989149104E1
9.410440660E-1;-1.317600012E0;9.076799393E0;-4.915379715E1;5.000220126E1
9.510440660E-1;-1.366400003E0;8.930399895E0;-4.909280014E1;4.991715253E1
9.610440660E-1;-1.317600012E0;8.893799782E0;-4.916600037E1;4.998130987E1
9.710440660E-1;-1.415199995E0;8.869400024E0;-4.920259857E1;5.001564509E1
9.810440660E-1;-1.415199995E0;8.869400024E0;-4.928799820E1;5.009965882E1
9.910440660E-1;-1.354200006E0;8.991399765E0;-4.930019760E1;5.013171263E1
1.001044066E0;-1.342000008E0;8.918199539E0;-4.934899902E1;5.016631292E1
1.011044066E0;-1.232200027E0;8.869400024E0;-4.949539948E1;5.029889803E1
1.021044066E0;-1.085799932E0;8.857199669E0;-4.956859970E1;5.036541496E1
1.031044066E0;-1.012599945E0;8.991399765E0;-4.964179993E1;5.045967626E1
1.041044066E0;-1.146799922E0;8.991399765E0;-4.954420090E1;5.036653911E1
1.051044066E0;-1.183400035E0;8.967000008E0;-4.948320007E1;5.030302788E1
1.061044066E0;-1.293200016E0;8.942600250E0;-4.937339783E1;5.019337485E1
1.071044066E0;-1.354200006E0;8.820599556E0;-4.912939835E1;4.993330167E1
1.081044066E0;-1.366400003E0;8.906000137E0;-4.912939835E1;4.994879047E1
1.091044066E0;-1.439599991E0;8.942600250E0;-4.898299789E1;4.981341817E1
1.101044066E0;-1.524999976E0;8.930399895E0;-4.883659744E1;4.966981897E1
1.111044066E0;-1.488399982E0;8.893799782E0;-4.887319946E1;4.969813512E1
1.121044066E0;-1.488399982E0;8.832799911E0;-4.884880066E1;4.966325618E1
1.131044066E0;-1.488399982E0;8.857199669E0;-4.875119781E1;4.957161092E1
1.141044066E0;-1.366400003E0;8.881599426E0;-4.878779984E1;4.960845966E1
1.151044066E0;-1.329800010E0;8.893799782E0;-4.894639969E1;4.976563157E1
1.161044066E0;-1.378600001E0;8.832799911E0;-4.883659744E1;4.964808296E1
1.171044066E0;-1.378600001E0;8.845000267E0;-4.883659744E1;4.965025496E1
1.181044066E0;-1.439599991E0;8.869400024E0;-4.882439804E1;4.964434055E1
1.191044066E0;-1.524999976E0;8.893799782E0;-4.882439804E1;4.965125521E1
1.201044066E0;-1.463999987E0;8.991399765E0;-4.886100006E1;4.970297670E1
1.211044066E0;-1.524999976E0;8.954799652E0;-4.889759827E1;4.973418520E1
1.221044066E0;-1.537199974E0;8.930399895E0;-4.892200089E1;4.975416763E1
1.231044066E0;-1.512799978E0;8.942600250E0;-4.900740051E1;4.983958234E1
1.241044066E0;-1.512799978E0;8.979199409E0;-4.909280014E1;4.993012729E1
1.251044066E0;-1.451799989E0;8.906000137E0;-4.920259857E1;5.002319730E1
1.261044066E0;-1.305400014E0;8.893799782E0;-4.934899902E1;5.016101522E1
1.271044066E0;-1.207800031E0;8.832799911E0;-4.936119843E1;5.015979511E1
1.281044066E0;-1.268800020E0;8.735199928E0;-4.936119843E1;5.014420686E1
1.291044066E0;-1.244400024E0;8.698599815E0;-4.931240082E1;5.008919090E1
1.301044066E0;-1.317600012E0;8.698599815E0;-4.922699738E1;5.000698930E1
1.311044066E0;-1.451799989E0;8.674200058E0;-4.920259857E1;4.998244868E1
1.321044066E0;-1.476199985E0;8.649800301E0;-4.903179932E1;4.981079758E1
1.331044066E0;-1.537199974E0;8.710800171E0;-4.879999924E1;4.959517062E1
1.341044066E0;-1.549399972E0;8.747400284E0;-4.881219864E1;4.961399387E1
1.351044066E0;-1.512799978E0;8.808400154E0;-4.888539886E1;4.969566077E1
1.361044066E0;-1.427399993E0;8.820599556E0;-4.893420029E1;4.974330513E1
1.371044066E0;-1.329800010E0;8.869400024E0;-4.906839752E1;4.988128166E1
1.381044066E0;-1.183400035E0;8.845000267E0;-4.912939835E1;4.993327795E1
1.391044066E0;-1.085799932E0;8.845000267E0;-4.903179932E1;4.983503121E1
1.401044066E0;-1.061399937E0;8.808400154E0;-4.899519730E1;4.979200580E1
1.411044066E0;-1.024799943E0;8.796199799E0;-4.909280014E1;4.988513177E1
1.421044066E0;-1.146799922E0;8.747400284E0;-4.895859909E1;4.974712642E1
1.431044066E0;-1.256600022E0;8.722999573E0;-4.879999924E1;4.958941107E1
1.441044066E0;-1.342000008E0;8.747400284E0;-4.873899841E1;4.953592577E1
1.451044066E0;-1.402999997E0;8.783999443E0;-4.867799759E1;4.948408334E1
1.461044066E0;-1.463999987E0;8.857199669E0;-4.875119781E1;4.957088430E1
1.471044066E0;-1.427399993E0;8.881599426E0;-4.890979767E1;4.973015772E1
1.481044066E0;-1.232200027E0;8.820599556E0;-4.904399872E1;4.984611423E1
1.491044066E0;-1.195600033E0;8.783999443E0;-4.908060074E1;4.987477794E1
1.501044066E0;-1.110199928E0;8.783999443E0;-4.900740051E1;4.980076802E1
1.511044066E0;-1.049199939E0;8.771800041E0;-4.903179932E1;4.982130710E1
1.521044066E0;-9.759999514E-1;8.796199799E0;-4.914159775E1;4.993217736E1
1.531044066E0;-9.027999640E-1;8.759599686E0;-4.911719894E1;4.990034936E1
1.541044066E0;-9.515999556E-1;8.674200058E0;-4.894639969E1;4.971817909E1
1.551044066E0;-1.024799943E0;8.661999702E0;-4.884880066E1;4.962142460E1
1.561044066E0;-1.158999920E0;8.808400154E0;-4.883659744E1;4.963813498E1
1.571044066E0;-1.244400024E0;8.845000267E0;-4.879999924E1;4.961070940E1
1.581044066E0;-1.232200027E0;8.881599426E0;-4.886100006E1;4.967694085E1
1.591044066E0;-1.232200027E0;8.869400024E0;-4.877560043E1;4.959076296E1
1.601044066E0;-1.281000018E0;8.820599556E0;-4.861700058E1;4.942728683E1
1.611044066E0;-1.293200016E0;8.808400154E0;-4.854380035E1;4.935342777E1
1.621044066E0;-1.329800010E0;8.845000267E0;-4.853160095E1;4.934894820E1
1.631044066E0;-1.354200006E0;8.832799911E0;-4.848279953E1;4.929943268E1
1.641044066E0;-1.317600012E0;8.832799911E0;-4.845840073E1;4.927444596E1
1.651044066E0;-1.329800010E0;8.857199669E0;-4.839739990E1;4.921916975E1
1.661044066E0;-1.366400003E0;8.832799911E0;-4.834859848E1;4.916779818E1
1.671044066E0;-1.390799999E0;8.869400024E0;-4.833639908E1;4.916307616E1
1.681044066E0;-1.427399993E0;8.893799782E0;-4.827539825E1;4.910856567E1
1.691044066E0;-1.451799989E0;8.918199539E0;-4.827539825E1;4.911370565E1
1.701044066E0;-1.366400003E0;8.930399895E0;-4.834859848E1;4.918542534E1
1.711044066E0;-1.329800010E0;8.869400024E0;-4.821439743E1;4.904143905E1
1.721044066E0;-1.390799999E0;8.808400154E0;-4.821439743E1;4.903213597E1
1.731044066E0;-1.232200027E0;8.759599686E0;-4.839739990E1;4.919915874E1
1.741044066E0;-1.158999920E0;8.747400284E0;-4.849499893E1;4.929122857E1
1.751044066E0;-1.183400035E0;8.710800171E0;-4.858039856E1;4.936935891E1
1.761044066E0;-1.110199928E0;8.747400284E0;-4.871459961E1;4.950617912E1
1.771044066E0;-1.110199928E0;8.686399460E0;-4.875119781E1;4.953145837E1
1.781044066E0;-1.146799922E0;8.686399460E0;-4.869020081E1;4.947225829E1
1.791044066E0;-1.134599924E0;8.759599686E0;-4.875119781E1;4.954490077E1
1.801044066E0;-1.110199928E0;8.747400284E0;-4.882439804E1;4.961422578E1
1.811044066E0;-1.220000029E0;8.747400284E0;-4.879999924E1;4.959279522E1
1.821044066E0;-1.220000029E0;8.686399460E0;-4.881219864E1;4.959407900E1
1.831044066E0;-1.220000029E0;8.722999573E0;-4.894639969E1;4.973257649E1
1.841044066E0;-1.268800020E0;8.698599815E0;-4.886100006E1;4.964547129E1
1.851044066E0;-1.305400014E0;8.771800041E0;-4.887319946E1;4.967130128E1
1.861044066E0;-1.354200006E0;8.796199799E0;-4.892200089E1;4.972493498E1
1.871044066E0;-1.366400003E0;8.783999443E0;-4.905619812E1;4.985515288E1
1.881044066E0;-1.463999987E0;8.832799911E0;-4.900740051E1;4.981854028E1
1.891044066E0;-1.463999987E0;8.918199539E0;-4.890979767E1;4.973777123E1
1.901044066E0;-1.415199995E0;8.954799652E0;-4.894639969E1;4.977892396E1
1.911044066E0;-1.317600012E0;8.979199409E0;-4.894639969E1;4.978064016E1
1.921044066E0;-1.220000029E0;9.027999878E0;-4.904399872E1;4.988293287E1
1.931044066E0;-1.122399926E0;9.003600121E0;-4.916600037E1;4.999620174E1
1.941044066E0;-1.012599945E0;8.991399765E0;-4.930019760E1;5.012364823E1
1.951044066E0;-1.000399947E0;8.991399765E0;-4.936119843E1;5.018340343E1
1.961044066E0;-9.393999577E-1;9.003600121E0;-4.938559723E1;5.020841066E1
1.971044066E0;-8.905999660E-1;8.954799652E0;-4.944659805E1;5.025880683E1
1.981044066E0;-9.027999640E-1;8.979199409E0;-4.936119843E1;5.017936807E1
1.991044066E0;-9.149999619E-1;8.954799652E0;-4.930019760E1;5.011521870E1
2.001044066E0;-8.783999681E-1;8.906000137E0;-4.938559723E1;5.018989578E1
2.011044066E0;-9.149999619E-1;8.930399895E0;-4.931240082E1;5.012287044E1
2.021044066E0;-9.637999535E-1;8.893799782E0;-4.914159775E1;4.994922636E1
2.031044066E0;-9.393999577E-1;8.857199669E0;-4.893420029E1;4.973819876E1
2.041044066E0;-9.393999577E-1;8.845000267E0;-4.883659744E1;4.964000153E1
2.051044066E0;-9.882000089E-1;8.820599556E0;-4.870240021E1;4.950457859E1
2.061044066E0;-1.073599935E0;8.759599686E0;-4.864139938E1;4.943550280E1
2.071044066E0;-1.122399926E0;8.710800171E0;-4.859259796E1;4.937993922E1
2.081044066E0;-1.232200027E0;8.710800171E0;-4.847060013E1;4.926251550E1
2.091044066E0;-1.244400024E0;8.698599815E0;-4.832419968E1;4.911662086E1
2.101044066E0;-1.207800031E0;8.722999573E0;-4.850719833E1;4.930007903E1
2.111044066E0;-1.183400035E0;8.722999573E0;-4.867799759E1;4.946755105E1
2.121044066E0;-1.122399926E0;8.710800171E0;-4.875119781E1;4.953601831E1
2.131044066E0;-1.122399926E0;8.735199928E0;-4.894639969E1;4.973241943E1
2.141044066E0;-1.085799932E0;8.771800041E0;-4.888539886E1;4.967801988E1
2.151044066E0;-1.061399937E0;8.796199799E0;-4.890979767E1;4.970581464E1
2.161044066E0;-1.085799932E0;8.759599686E0;-4.884880066E1;4.963985167E1
2.171044066E0;-1.012599945E0;8.808400154E0;-4.900740051E1;4.980299767E1
2.181044066E0;-9.027999640E-1;8.783999443E0;-4.894639969E1;4.973654327E1
2.191044066E0;-1.012599945E0;8.845000267E0;-4.883659744E1;4.964144073E1
2.201044066E0;-1.158999920E0;8.796199799E0;-4.876339722E1;4.956395182E1
2.211044066E0;-1.049199939E0;8.832799911E0;-4.876339722E1;4.956801472E1
2.221044066E0;-9.759999514E-1;8.869400024E0;-4.888539886E1;4.969306848E1
2.231044066E0;-1.012599945E0;8.893799782E0;-4.881219864E1;4.962616013E1
2.241044066E0;-9.515999556E-1;8.954799652E0;-4.886100006E1;4.968391396E1
2.251044066E0;-9.882000089E-1;8.942600250E0;-4.881219864E1;4.963443738E1
2.261044066E0;-1.195600033E0;8.954799652E0;-4.878779984E1;4.961720779E1
2.271044066E0;-1.195600033E0;8.954799652E0;-4.881219864E1;4.964119894E1
2.281044066E0;-1.049199939E0;9.027999878E0;-4.886100006E1;4.969912403E1
2.291044066E0;-1.085799932E0;8.979199409E0;-4.882439804E1;4.965507857E1
2.301044066E0;-1.036999941E0;8.991399765E0;-4.888539886E1;4.971622332E1
2.311044066E0;-9.393999577E-1;8.979199409E0;-4.904399872E1;4.986804894E1
2.321044066E0;-9.149999619E-1;8.967000008E0;-4.911719894E1;4.993739627E1
2.331044066E0;-8.539999723E-1;8.967000008E0;-4.923920059E1;5.005632108E1
2.341044066E0;-7.807999849E-1;8.991399765E0;-4.914159775E1;4.996350215E1
2.351044066E0;-7.075999975E-1;8.942600250E0;-4.904399872E1;4.985764342E1
2.361044066E0;-8.539999723E-1;8.869400024E0;-4.901959991E1;4.982285368E1
2.371044066E0;-9.393999577E-1;8.918199539E0;-4.894639969E1;4.976109723E1
2.381044066E0;-1.049199939E0;8.869400024E0;-4.893420029E1;4.974256764E1
2.391044066E0;-1.061399937E0;8.820599556E0;-4.894639969E1;4.974615150E1
2.401044066E0;-1.073599935E0;8.783999443E0;-4.892200089E1;4.971592736E1
2.411044066E0;-1.207800031E0;8.832799911E0;-4.882439804E1;4.963163285E1
2.421044066E0;-1.220000029E0;8.832799911E0;-4.889759827E1;4.970394220E1
2.431044066E0;-1.293200016E0;8.869400024E0;-4.897079849E1;4.978431207E1
2.441044066E0;-1.134599924E0;8.918199539E0;-4.914159775E1;4.995716394E1
2.451044066E0;-1.183400035E0;8.918199539E0;-4.922699738E1;5.004230200E1
2.461044066E0;-1.171200037E0;8.918199539E0;-4.912939835E1;4.994600859E1
2.471044066E0;-1.281000018E0;8.954799652E0;-4.906839752E1;4.989526063E1
2.481044066E0;-1.329800010E0;8.954799652E0;-4.904399872E1;4.987254370E1
2.491044066E0;-1.293200016E0;8.893799782E0;-4.906839752E1;4.988466374E1
2.501044066E0;-1.256600022E0;8.881599426E0;-4.912939835E1;4.994156219E1
2.511044066E0;-1.183400035E0;8.869400024E0;-4.927579880E1;5.008164374E1
2.521044066E0;-1.207800031E0;8.857199669E0;-4.926359940E1;5.006806360E1
2.531044066E0;-1.110199928E0;8.857199669E0;-4.934899902E1;5.014983783E1
2.541044066E0;-1.122399926E0;8.906000137E0;-4.944659805E1;5.025477767E1
2.551044066E0;-1.110199928E0;9.003600121E0;-4.939780045E1;5.022389917E1
2.561044066E0;-1.207800031E0;9.052399635E0;-4.945879745E1;5.029490397E1
2.571044066E0;-1.244400024E0;9.101200104E0;-4.934899902E1;5.019665407E1
2.581044066E0;-1.317600012E0;9.125599861E0;-4.921479797E1;5.007103936E1
2.591044066E0;-1.378600001E0;9.186599731E0;-4.911719894E1;4.998793239E1
2.601044066E0;-1.342000008E0;9.210999489E0;-4.916600037E1;5.003937517E1
2.611044066E0;-1.366400003E0;9.210999489E0;-4.915379715E1;5.002804548E1
2.621044066E0;-1.329800010E0;9.162199974E0;-4.912939835E1;4.999412024E1
2.631044066E0;-1.244400024E0;9.101200104E0;-4.934899902E1;5.019665407E1
2.641044066E0;-1.061399937E0;9.101200104E0;-4.948320007E1;5.032440266E1
2.651044066E0;-9.515999556E-1;9.064599991E0;-4.969059753E1;5.051958035E1
2.661044066E0;-9.149999619E-1;9.015799522E0;-4.989799881E1;5.071422040E1
2.671044066E0;-8.173999786E-1;8.979199409E0;-4.995899963E1;5.076608917E1
2.681044066E0;-8.661999702E-1;8.942600250E0;-4.992239761E1;5.072441409E1
2.691044066E0;-8.661999702E-1;8.967000008E0;-4.992239761E1;5.072872140E1
2.701044066E0;-7.929999828E-1;9.003600121E0;-4.999559784E1;5.080603771E1
2.711044066E0;-8.539999723E-1;8.979199409E0;-4.984919739E1;5.065864011E1
2.721044066E0;-9.149999619E-1;8.930399895E0;-4.973939896E1;5.054302203E1
2.731044066E0;-1.024799943E0;8.954799652E0;-4.959299850E1;5.040539805E1
2.741044066E0;-1.073599935E0;9.015799522E0;-4.939780045E1;5.022529190E1
2.751044066E0;-1.134599924E0;8.991399765E0;-4.943439865E1;5.025825660E1
2.761044066E0;-1.220000029E0;9.052399635E0;-4.928799820E1;5.012724913E1
2.771044066E0;-1.293200016E0;9.015799522E0;-4.917819977E1;5.001452129E1
2.781044066E0;-1.378600001E0;9.040200233E0;-4.923920059E1;5.008118043E1
2.791044066E0;-1.427399993E0;9.027999878E0;-4.916600037E1;5.000837774E1
2.801044066E0;-1.512799978E0;9.040200233E0;-4.915379715E1;5.000109557E1
2.811044066E0;-1.500599980E0;9.015799522E0;-4.917819977E1;5.002031361E1
2.821044066E0;-1.549399972E0;8.967000008E0;-4.920259857E1;5.003702065E1
2.831044066E0;-1.598199964E0;8.967000008E0;-4.908060074E1;4.991860075E1
2.841044066E0;-1.573799968E0;8.869400024E0;-4.916600037E1;4.998438451E1
2.851044066E0;-1.622599959E0;8.918199539E0;-4.911719894E1;4.994663498E1
2.861044066E0;-1.634799957E0;8.832799911E0;-4.893420029E1;4.975185306E1
2.871044066E0;-1.634799957E0;8.832799911E0;-4.884880066E1;4.966785934E1
2.881044066E0;-1.524999976E0;8.820599556E0;-4.888539886E1;4.969819739E1
2.891044066E0;-1.500599980E0;8.845000267E0;-4.892200089E1;4.973779248E1
2.901044066E0;-1.439599991E0;8.869400024E0;-4.897079849E1;4.978833006E1
2.911044066E0;-1.366400003E0;8.845000267E0;-4.914159775E1;4.994995203E1
2.921044066E0;-1.317600012E0;8.906000137E0;-4.915379715E1;4.997147869E1
2.931044066E0;-1.220000029E0;8.857199669E0;-4.926359940E1;5.006835938E1
2.941044066E0;-1.293200016E0;8.930399895E0;-4.922699738E1;5.004719452E1
2.951044066E0;-1.256600022E0;8.906000137E0;-4.927579880E1;5.008992143E1
2.961044066E0;-1.378600001E0;8.954799652E0;-4.915379715E1;4.998184419E1
2.971044066E0;-1.354200006E0;8.918199539E0;-4.925139999E1;5.007063553E1
2.981044066E0;-1.268800020E0;8.869400024E0;-4.933679962E1;5.014375242E1
2.991044066E0;-1.244400024E0;8.881599426E0;-4.925139999E1;5.006127986E1
3.001044066E0;-1.207800031E0;8.832799911E0;-4.923920059E1;5.003974431E1
3.011044066E0;-1.305400014E0;8.747400284E0;-4.915379715E1;4.994313622E1
3.021044066E0;-1.256600022E0;8.710800171E0;-4.923920059E1;5.001955576E1
3.031044066E0;-1.305400014E0;8.747400284E0;-4.917819977E1;4.996715334E1
3.041044066E0;-1.281000018E0;8.710800171E0;-4.916600037E1;4.994811901E1
3.051044066E0;-1.390799999E0;8.686399460E0;-4.894639969E1;4.973065355E1
3.061044066E0;-1.476199985E0;8.686399460E0;-4.869020081E1;4.948098985E1
3.071044066E0;-1.622599959E0;8.661999702E0;-4.860479736E1;4.939726102E1
3.081044066E0;-1.671399951E0;8.674200058E0;-4.849499893E1;4.929300403E1
3.091044066E0;-1.524999976E0;8.722999573E0;-4.859259796E1;4.939288332E1
3.101044066E0;-1.488399982E0;8.710800171E0;-4.862919998E1;4.942562559E1
3.111044066E0;-1.366400003E0;8.722999573E0;-4.884880066E1;4.964033739E1
3.121044066E0;-1.281000018E0;8.698599815E0;-4.888539886E1;4.966979789E1
3.131044066E0;-1.207800031E0;8.759599686E0;-4.890979767E1;4.970269284E1
3.141044066E0;-1.134599924E0;8.820599556E0;-4.894639969E1;4.974776715E1
3.151044066E0;-1.122399926E0;8.820599556E0;-4.889759827E1;4.969947559E1
3.161044066E0;-1.146799922E0;8.832799911E0;-4.895859909E1;4.976221387E1
3.171044066E0;-1.268800020E0;8.857199669E0;-4.882439804E1;4.963750279E1
3.181044066E0;-1.317600012E0;8.869400024E0;-4.872679901E1;4.954496209E1
3.191044066E0;-1.342000008E0;8.869400024E0;-4.851939774E1;4.934165763E1
3.201044066E0;-1.378600001E0;8.930399895E0;-4.850719833E1;4.934167478E1
3.211044066E0;-1.402999997E0;8.942600250E0;-4.859259796E1;4.942852501E1
3.221044066E0;-1.524999976E0;8.906000137E0;-4.866579819E1;4.949749869E1
3.231044066E0;-1.524999976E0;8.967000008E0;-4.870240021E1;4.954449011E1
3.241044066E0;-1.561599970E0;8.979199409E0;-4.861700058E1;4.946389958E1
3.251044066E0;-1.463999987E0;8.979199409E0;-4.883659744E1;4.967678097E1
3.261044066E0;-1.451799989E0;9.040200233E0;-4.888539886E1;4.973545180E1
3.271044066E0;-1.573799968E0;9.052399635E0;-4.897079849E1;4.982531375E1
3.281044066E0;-1.585999966E0;9.015799522E0;-4.911719894E1;4.996297898E1
3.291044066E0;-1.598199964E0;8.979199409E0;-4.905619812E1;4.989680189E1
