"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
6.516576770E-1;4.985924959E-1;9.457096457E-2;9.840168953E0;9.853246326E0
6.536544480E-1;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
6.556512190E-1;4.938040972E-1;9.935937077E-2;9.825803757E0;9.838705923E0
6.576479900E-1;4.890156984E-1;9.457096457E-2;9.821015358E0;9.833637307E0
6.596447610E-1;4.985924959E-1;8.978256583E-2;9.830592155E0;9.843637413E0
6.616415320E-1;5.033808947E-1;8.499415964E-2;9.821015358E0;9.834274706E0
6.636383020E-1;4.938040972E-1;8.499415964E-2;9.825803757E0;9.838571337E0
6.656350730E-1;5.033808947E-1;8.020575345E-2;9.821015358E0;9.834234487E0
6.676318440E-1;4.938040972E-1;8.978256583E-2;9.816226959E0;9.829049553E0
6.696286150E-1;4.938040972E-1;8.978256583E-2;9.816226959E0;9.829049553E0
6.716253860E-1;4.938040972E-1;8.978256583E-2;9.816226959E0;9.829049553E0
6.736221570E-1;4.890156984E-1;9.457096457E-2;9.816226959E0;9.828855057E0
6.756189270E-1;5.081692934E-1;8.978256583E-2;9.811438560E0;9.824999927E0
6.776156980E-1;4.938040972E-1;8.978256583E-2;9.835380554E0;9.848178209E0
6.796124690E-1;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
6.816092400E-1;4.985924959E-1;8.978256583E-2;9.811438560E0;9.824509250E0
6.836060110E-1;4.938040972E-1;9.935937077E-2;9.811438560E0;9.824359592E0
6.856027820E-1;4.938040972E-1;8.020575345E-2;9.821015358E0;9.833748935E0
6.875995520E-1;5.033808947E-1;9.457096457E-2;9.830592155E0;9.843925951E0
6.895963230E-1;4.938040972E-1;8.499415964E-2;9.821015358E0;9.833789156E0
6.915930940E-1;4.842272997E-1;9.457096457E-2;9.825803757E0;9.838182719E0
6.935898650E-1;4.794389009E-1;9.935937077E-2;9.821015358E0;9.833212934E0
6.955866360E-1;4.842272997E-1;1.089361757E-1;9.816226959E0;9.828766702E0
6.975834070E-1;4.985924959E-1;9.457096457E-2;9.830592155E0;9.843682252E0
6.995801770E-1;4.746504724E-1;8.499415964E-2;9.825803757E0;9.837628604E0
7.015769480E-1;5.033808947E-1;8.978256583E-2;9.825803757E0;9.839099181E0
7.035737190E-1;5.081692934E-1;8.978256583E-2;9.806650162E0;9.820218141E0
7.055704900E-1;4.890156984E-1;1.041477770E-1;9.816226959E0;9.828951868E0
7.075672610E-1;5.081692934E-1;9.457096457E-2;9.830592155E0;9.844171973E0
7.095640320E-1;5.033808947E-1;9.457096457E-2;9.825803757E0;9.839144041E0
7.115608020E-1;4.794389009E-1;8.978256583E-2;9.816226959E0;9.828338328E0
7.135575730E-1;5.033808947E-1;9.457096457E-2;9.806650162E0;9.820016466E0
7.155543440E-1;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
7.175510630E-1;4.842272997E-1;9.935937077E-2;9.840168953E0;9.852576992E0
7.195477820E-1;5.033808947E-1;8.020575345E-2;9.801861763E0;9.815106689E0
7.215445000E-1;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
7.235412190E-1;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
7.255379380E-1;4.985924959E-1;9.457096457E-2;9.806650162E0;9.819772173E0
7.275346570E-1;4.985924959E-1;9.457096457E-2;9.811438560E0;9.824554177E0
7.295313750E-1;4.794389009E-1;9.935937077E-2;9.821015358E0;9.833212934E0
7.315280940E-1;4.938040972E-1;8.020575345E-2;9.835380554E0;9.848095557E0
7.335248130E-1;4.890156984E-1;8.020575345E-2;9.811438560E0;9.823945029E0
7.355215320E-1;5.033808947E-1;1.089361757E-1;9.816226959E0;9.829728945E0
7.375182500E-1;4.890156984E-1;8.978256583E-2;9.816226959E0;9.828810151E0
7.395149690E-1;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
7.415116880E-1;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
7.435084070E-1;5.033808947E-1;8.978256583E-2;9.821015358E0;9.834317256E0
7.455051250E-1;4.842272997E-1;1.089361757E-1;9.821015358E0;9.833548995E0
7.475018440E-1;4.890156984E-1;9.457096457E-2;9.816226959E0;9.828855057E0
7.494985630E-1;4.890156984E-1;9.935937077E-2;9.821015358E0;9.833684523E0
7.514952820E-1;5.081692934E-1;9.457096457E-2;9.835380554E0;9.848953769E0
7.534920000E-1;4.890156984E-1;9.457096457E-2;9.816226959E0;9.828855057E0
7.554887190E-1;4.938040972E-1;9.457096457E-2;9.816226959E0;9.829094458E0
7.574854380E-1;4.938040972E-1;9.457096457E-2;9.816226959E0;9.829094458E0
7.594821570E-1;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
7.614788750E-1;4.890156984E-1;8.020575345E-2;9.816226959E0;9.828727335E0
7.634755940E-1;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
7.654723130E-1;4.842272997E-1;8.978256583E-2;9.830592155E0;9.842920253E0
7.674690320E-1;4.938040972E-1;9.457096457E-2;9.816226959E0;9.829094458E0
7.694657500E-1;4.985924959E-1;1.041477770E-1;9.821015358E0;9.834214961E0
7.714624690E-1;4.842272997E-1;8.020575345E-2;9.830592155E0;9.842837557E0
7.734591880E-1;5.033808947E-1;9.457096457E-2;9.811438560E0;9.824798350E0
7.754559070E-1;4.938040972E-1;1.041477770E-1;9.816226959E0;9.829191267E0
7.774526250E-1;4.985924959E-1;8.499415964E-2;9.811438560E0;9.824466658E0
7.794493440E-1;4.938040972E-1;9.935937077E-2;9.816226959E0;9.829141696E0
7.814460630E-1;4.985924959E-1;8.499415964E-2;9.825803757E0;9.838812832E0
7.834427820E-1;4.890156984E-1;9.935937077E-2;9.811438560E0;9.824120076E0
7.854395000E-1;5.033808947E-1;8.499415964E-2;9.801861763E0;9.815146986E0
7.874362190E-1;4.890156984E-1;8.978256583E-2;9.811438560E0;9.824027885E0
7.894329380E-1;5.033808947E-1;1.041477770E-1;9.816226959E0;9.829677045E0
7.914296570E-1;4.938040972E-1;1.041477770E-1;9.821015358E0;9.833973353E0
7.934263750E-1;4.938040972E-1;7.541735470E-2;9.816226959E0;9.828928832E0
7.954230940E-1;5.033808947E-1;9.457096457E-2;9.821015358E0;9.834362138E0
7.974198130E-1;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
7.994165320E-1;5.033808947E-1;1.041477770E-1;9.825803757E0;9.839240751E0
8.014132500E-1;4.890156984E-1;9.457096457E-2;9.830592155E0;9.843201824E0
8.034099690E-1;4.938040972E-1;9.935937077E-2;9.835380554E0;9.848270174E0
8.054066880E-1;4.985924959E-1;9.935937077E-2;9.835380554E0;9.848511431E0
8.074034070E-1;5.081692934E-1;9.457096457E-2;9.816226959E0;9.829826622E0
8.094001250E-1;5.033808947E-1;9.935937077E-2;9.821015358E0;9.834409350E0
8.113968440E-1;5.033808947E-1;8.499415964E-2;9.821015358E0;9.834274706E0
8.133935630E-1;4.794389009E-1;8.978256583E-2;9.830592155E0;9.842685848E0
8.153902820E-1;4.890156984E-1;7.541735470E-2;9.806650162E0;9.819124784E0
8.173870000E-1;4.938040972E-1;9.935937077E-2;9.821015358E0;9.833923807E0
8.193837190E-1;5.081692934E-1;1.041477770E-1;9.811438560E0;9.825141700E0
8.213804380E-1;4.985924959E-1;9.457096457E-2;9.816226959E0;9.829336186E0
8.233771570E-1;4.890156984E-1;9.457096457E-2;9.830592155E0;9.843201824E0
8.253738750E-1;4.985924959E-1;1.041477770E-1;9.816226959E0;9.829432992E0
8.273705940E-1;5.081692934E-1;1.089361757E-1;9.806650162E0;9.820411932E0
8.293673130E-1;4.890156984E-1;8.020575345E-2;9.816226959E0;9.828727335E0
8.313640320E-1;4.890156984E-1;8.978256583E-2;9.816226959E0;9.828810151E0
8.333607500E-1;4.890156984E-1;8.020575345E-2;9.806650162E0;9.819162730E0
8.353574690E-1;4.938040972E-1;1.089361757E-1;9.816226959E0;9.829243170E0
8.373541880E-1;5.033808947E-1;8.978256583E-2;9.821015358E0;9.834317256E0
8.393509070E-1;5.033808947E-1;8.978256583E-2;9.821015358E0;9.834317256E0
8.413476250E-1;5.081692934E-1;8.978256583E-2;9.821015358E0;9.834563519E0
8.433443960E-1;4.938040972E-1;8.978256583E-2;9.811438560E0;9.824267404E0
8.453411670E-1;4.842272997E-1;8.020575345E-2;9.825803757E0;9.838055118E0
8.473379380E-1;5.033808947E-1;9.935937077E-2;9.830592155E0;9.843973117E0
8.493347090E-1;4.938040972E-1;8.020575345E-2;9.835380554E0;9.848095557E0
8.513314790E-1;4.890156984E-1;9.457096457E-2;9.821015358E0;9.833637307E0
8.533282500E-1;4.890156984E-1;9.457096457E-2;9.821015358E0;9.833637307E0
8.553250210E-1;4.938040972E-1;9.935937077E-2;9.816226959E0;9.829141696E0
8.573217920E-1;4.842272997E-1;9.457096457E-2;9.811438560E0;9.823835624E0
8.593185630E-1;4.985924959E-1;1.041477770E-1;9.825803757E0;9.838996936E0
8.613153340E-1;5.033808947E-1;1.041477770E-1;9.811438560E0;9.824895201E0
8.633121040E-1;4.938040972E-1;8.499415964E-2;9.835380554E0;9.848135719E0
8.653088750E-1;5.033808947E-1;8.499415964E-2;9.830592155E0;9.843838604E0
8.673056460E-1;4.985924959E-1;9.457096457E-2;9.806650162E0;9.819772173E0
8.693024170E-1;4.985924959E-1;8.499415964E-2;9.801861763E0;9.814902572E0
8.712991880E-1;4.890156984E-1;9.457096457E-2;9.825803757E0;9.838419562E0
8.732959590E-1;5.033808947E-1;8.978256583E-2;9.835380554E0;9.848663050E0
8.752927290E-1;5.033808947E-1;8.978256583E-2;9.825803757E0;9.839099181E0
8.772895000E-1;5.033808947E-1;9.457096457E-2;9.816226959E0;9.829580241E0
8.792862710E-1;5.033808947E-1;9.457096457E-2;9.825803757E0;9.839144041E0
8.812830420E-1;5.033808947E-1;9.457096457E-2;9.821015358E0;9.834362138E0
8.832798130E-1;4.938040972E-1;1.041477770E-1;9.821015358E0;9.833973353E0
8.852765840E-1;5.033808947E-1;8.499415964E-2;9.825803757E0;9.839056652E0
8.872733540E-1;5.033808947E-1;9.935937077E-2;9.816226959E0;9.829627476E0
8.892701250E-1;5.033808947E-1;7.062894851E-2;9.816226959E0;9.829379049E0
8.912668960E-1;4.746504724E-1;8.978256583E-2;9.825803757E0;9.837671139E0
8.932636670E-1;4.842272997E-1;8.499415964E-2;9.816226959E0;9.828530501E0
8.952604380E-1;4.938040972E-1;9.457096457E-2;9.811438560E0;9.824312331E0
8.972572090E-1;4.985924959E-1;9.457096457E-2;9.811438560E0;9.824554177E0
8.992539790E-1;5.033808947E-1;8.499415964E-2;9.825803757E0;9.839056652E0
9.012507500E-1;4.938040972E-1;9.935937077E-2;9.830592155E0;9.843488045E0
9.032475210E-1;4.890156984E-1;9.935937077E-2;9.806650162E0;9.819337861E0
9.052442920E-1;5.033808947E-1;8.978256583E-2;9.825803757E0;9.839099181E0
9.072410630E-1;5.033808947E-1;8.978256583E-2;9.811438560E0;9.824753425E0
9.092378340E-1;4.985924959E-1;9.457096457E-2;9.821015358E0;9.834118202E0
9.112346040E-1;4.938040972E-1;1.041477770E-1;9.825803757E0;9.838755445E0
9.132313750E-1;4.890156984E-1;9.935937077E-2;9.830592155E0;9.843248994E0
9.152281460E-1;5.177460909E-1;8.978256583E-2;9.806650162E0;9.820718371E0
9.172249170E-1;4.938040972E-1;1.041477770E-1;9.821015358E0;9.833973353E0
9.192216880E-1;4.985924959E-1;8.499415964E-2;9.811438560E0;9.824466658E0
9.212184590E-1;4.938040972E-1;8.020575345E-2;9.830592155E0;9.843313343E0
9.232151770E-1;4.985924959E-1;9.935937077E-2;9.825803757E0;9.838947415E0
9.252118960E-1;4.985924959E-1;9.457096457E-2;9.825803757E0;9.838900224E0
9.272086150E-1;5.129576921E-1;8.499415964E-2;9.830592155E0;9.844332975E0
9.292053340E-1;5.081692934E-1;8.978256583E-2;9.816226959E0;9.829781720E0
9.312020520E-1;4.938040972E-1;8.020575345E-2;9.821015358E0;9.833748935E0
9.331987710E-1;4.890156984E-1;9.457096457E-2;9.825803757E0;9.838419562E0
9.351954900E-1;4.794389009E-1;8.978256583E-2;9.816226959E0;9.828338328E0
9.371922090E-1;4.890156984E-1;8.499415964E-2;9.811438560E0;9.823985290E0
9.391889270E-1;4.938040972E-1;8.978256583E-2;9.816226959E0;9.829049553E0
9.411856460E-1;4.985924959E-1;9.935937077E-2;9.811438560E0;9.824601437E0
9.431823650E-1;5.033808947E-1;8.978256583E-2;9.821015358E0;9.834317256E0
9.451790840E-1;4.890156984E-1;8.499415964E-2;9.825803757E0;9.838332167E0
9.471758020E-1;4.842272997E-1;9.457096457E-2;9.811438560E0;9.823835624E0
9.491725210E-1;4.842272997E-1;8.499415964E-2;9.821015358E0;9.833312908E0
9.511692400E-1;4.938040972E-1;1.041477770E-1;9.801861763E0;9.814845045E0
9.531659590E-1;4.842272997E-1;9.457096457E-2;9.801861763E0;9.814270924E0
9.551626770E-1;5.033808947E-1;1.041477770E-1;9.816226959E0;9.829677045E0
9.571593960E-1;4.938040972E-1;8.978256583E-2;9.816226959E0;9.829049553E0
9.591561150E-1;4.842272997E-1;8.499415964E-2;9.825803757E0;9.838095321E0
9.611528340E-1;4.985924959E-1;9.457096457E-2;9.821015358E0;9.834118202E0
9.631495520E-1;5.033808947E-1;8.020575345E-2;9.821015358E0;9.834234487E0
9.651462710E-1;5.033808947E-1;8.978256583E-2;9.825803757E0;9.839099181E0
9.671429900E-1;4.938040972E-1;8.499415964E-2;9.801861763E0;9.814660489E0
9.691397090E-1;4.985924959E-1;1.041477770E-1;9.821015358E0;9.834214961E0
9.711364270E-1;4.890156984E-1;8.978256583E-2;9.816226959E0;9.828810151E0
9.731331460E-1;4.985924959E-1;8.020575345E-2;9.806650162E0;9.819644333E0
9.751298650E-1;5.033808947E-1;9.457096457E-2;9.825803757E0;9.839144041E0
9.771265840E-1;5.081692934E-1;8.020575345E-2;9.821015358E0;9.834480752E0
9.791233020E-1;5.129576921E-1;9.457096457E-2;9.801861763E0;9.815730400E0
9.811200210E-1;4.938040972E-1;8.499415964E-2;9.816226959E0;9.829006980E0
9.831167400E-1;4.842272997E-1;8.978256583E-2;9.811438560E0;9.823790695E0
9.851134590E-1;4.842272997E-1;7.062894851E-2;9.830592155E0;9.842764177E0
9.871101770E-1;4.985924959E-1;9.457096457E-2;9.806650162E0;9.819772173E0
9.891068960E-1;4.985924959E-1;8.020575345E-2;9.830592155E0;9.843554722E0
9.911036150E-1;5.033808947E-1;9.457096457E-2;9.821015358E0;9.834362138E0
9.931003340E-1;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
9.950970520E-1;5.033808947E-1;9.457096457E-2;9.811438560E0;9.824798350E0
9.970937710E-1;4.890156984E-1;8.978256583E-2;9.816226959E0;9.828810151E0
9.990904900E-1;4.890156984E-1;9.935937077E-2;9.816226959E0;9.828902296E0
1.001087209E0;4.938040972E-1;7.062894851E-2;9.825803757E0;9.838457725E0
1.003083927E0;5.033808947E-1;8.978256583E-2;9.825803757E0;9.839099181E0
1.005080646E0;4.890156984E-1;7.062894851E-2;9.821015358E0;9.833436198E0
1.007077365E0;4.842272997E-1;8.978256583E-2;9.821015358E0;9.833355462E0
1.009074084E0;4.985924959E-1;8.978256583E-2;9.840168953E0;9.853201531E0
1.011070802E0;5.033808947E-1;1.041477770E-1;9.821015358E0;9.834458894E0
1.013067521E0;5.081692934E-1;8.978256583E-2;9.811438560E0;9.824999927E0
1.015064240E0;4.985924959E-1;9.935937077E-2;9.816226959E0;9.829383423E0
1.017060959E0;4.938040972E-1;8.978256583E-2;9.825803757E0;9.838613869E0
1.019057677E0;5.033808947E-1;9.935937077E-2;9.821015358E0;9.834409350E0
1.021054396E0;4.842272997E-1;9.457096457E-2;9.816226959E0;9.828617983E0
1.023051115E0;4.842272997E-1;9.935937077E-2;9.830592155E0;9.843012267E0
1.025047834E0;4.938040972E-1;8.978256583E-2;9.835380554E0;9.848178209E0
1.027044552E0;4.985924959E-1;9.935937077E-2;9.816226959E0;9.829383423E0
1.029041271E0;4.938040972E-1;8.020575345E-2;9.825803757E0;9.838531136E0
1.031037990E0;4.938040972E-1;8.978256583E-2;9.821015358E0;9.833831708E0
1.033034709E0;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
1.035031427E0;5.081692934E-1;8.499415964E-2;9.821015358E0;9.834520969E0
1.037028146E0;4.890156984E-1;9.935937077E-2;9.825803757E0;9.838466756E0
1.039024865E0;4.842272997E-1;8.020575345E-2;9.811438560E0;9.823707837E0
1.041021584E0;4.938040972E-1;1.041477770E-1;9.806650162E0;9.819627113E0
1.043018354E0;4.938040972E-1;9.935937077E-2;9.821015358E0;9.833923807E0
1.045015125E0;4.985924959E-1;1.041477770E-1;9.811438560E0;9.824651030E0
1.047011896E0;4.890156984E-1;1.041477770E-1;9.825803757E0;9.838516279E0
1.049008667E0;4.890156984E-1;8.020575345E-2;9.816226959E0;9.828727335E0
1.051005438E0;5.081692934E-1;9.457096457E-2;9.830592155E0;9.844171973E0
1.053002209E0;5.033808947E-1;8.499415964E-2;9.811438560E0;9.824710833E0
1.054998979E0;4.985924959E-1;9.457096457E-2;9.821015358E0;9.834118202E0
1.056995750E0;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
1.058992521E0;4.938040972E-1;8.499415964E-2;9.816226959E0;9.829006980E0
1.060989292E0;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
1.062986063E0;4.985924959E-1;9.457096457E-2;9.806650162E0;9.819772173E0
1.064982834E0;4.985924959E-1;8.978256583E-2;9.806650162E0;9.819727225E0
1.066979604E0;4.890156984E-1;1.041477770E-1;9.821015358E0;9.833734071E0
1.068976375E0;5.081692934E-1;8.978256583E-2;9.816226959E0;9.829781720E0
1.070973146E0;4.985924959E-1;8.020575345E-2;9.806650162E0;9.819644333E0
1.072969917E0;4.890156984E-1;9.457096457E-2;9.821015358E0;9.833637307E0
1.074966688E0;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
1.076963459E0;4.985924959E-1;8.499415964E-2;9.821015358E0;9.834030768E0
1.078960229E0;5.033808947E-1;9.457096457E-2;9.821015358E0;9.834362138E0
1.080957000E0;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
1.082953771E0;4.938040972E-1;7.062894851E-2;9.816226959E0;9.828893257E0
1.084950542E0;5.081692934E-1;1.041477770E-1;9.821015358E0;9.834705153E0
1.086947313E0;5.081692934E-1;8.978256583E-2;9.830592155E0;9.844127136E0
1.088944084E0;4.794389009E-1;1.041477770E-1;9.816226959E0;9.828480052E0
1.090940854E0;5.081692934E-1;8.978256583E-2;9.821015358E0;9.834563519E0
1.092937625E0;5.033808947E-1;9.935937077E-2;9.816226959E0;9.829627476E0
1.094934396E0;4.890156984E-1;8.978256583E-2;9.811438560E0;9.824027885E0
1.096931167E0;5.081692934E-1;8.978256583E-2;9.816226959E0;9.829781720E0
1.098927938E0;4.938040972E-1;8.978256583E-2;9.801861763E0;9.814703124E0
1.100924709E0;4.842272997E-1;9.457096457E-2;9.830592155E0;9.842965096E0
1.102921479E0;4.890156984E-1;1.041477770E-1;9.806650162E0;9.819387481E0
1.104918250E0;5.081692934E-1;9.935937077E-2;9.811438560E0;9.825092109E0
1.106915021E0;4.938040972E-1;8.020575345E-2;9.821015358E0;9.833748935E0
1.108911792E0;4.890156984E-1;8.020575345E-2;9.825803757E0;9.838291965E0
1.110908563E0;4.890156984E-1;1.089361757E-1;9.830592155E0;9.843350322E0
1.112905334E0;4.938040972E-1;9.457096457E-2;9.806650162E0;9.819530210E0
1.114902104E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
1.116898875E0;4.985924959E-1;1.089361757E-1;9.816226959E0;9.829484894E0
1.118895646E0;4.938040972E-1;9.457096457E-2;9.821015358E0;9.833876591E0
1.120892417E0;4.890156984E-1;9.457096457E-2;9.825803757E0;9.838419562E0
1.122889188E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
1.124885959E0;5.081692934E-1;8.020575345E-2;9.825803757E0;9.839262597E0
1.126882677E0;4.890156984E-1;9.457096457E-2;9.825803757E0;9.838419562E0
1.128879396E0;5.081692934E-1;1.089361757E-1;9.825803757E0;9.839538739E0
1.130876115E0;5.081692934E-1;8.978256583E-2;9.825803757E0;9.839345324E0
1.132872834E0;5.081692934E-1;9.457096457E-2;9.811438560E0;9.825044851E0
1.134869552E0;4.842272997E-1;7.541735470E-2;9.830592155E0;9.842799702E0
1.136866271E0;5.129576921E-1;8.020575345E-2;9.840168953E0;9.853856280E0
1.138862990E0;4.938040972E-1;8.499415964E-2;9.811438560E0;9.824224810E0
1.140859709E0;4.938040972E-1;8.499415964E-2;9.835380554E0;9.848135719E0
1.142856427E0;4.938040972E-1;7.541735470E-2;9.825803757E0;9.838493265E0
1.144853146E0;4.842272997E-1;9.457096457E-2;9.811438560E0;9.823835624E0
1.146849865E0;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
1.148846584E0;4.938040972E-1;9.457096457E-2;9.821015358E0;9.833876591E0
1.150843302E0;5.033808947E-1;9.457096457E-2;9.825803757E0;9.839144041E0
1.152840021E0;4.890156984E-1;9.457096457E-2;9.825803757E0;9.838419562E0
1.154836740E0;4.938040972E-1;8.499415964E-2;9.821015358E0;9.833789156E0
1.156833459E0;4.985924959E-1;9.935937077E-2;9.830592155E0;9.843729420E0
1.158830177E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
1.160826896E0;4.985924959E-1;7.541735470E-2;9.821015358E0;9.833952660E0
1.162823615E0;4.938040972E-1;8.499415964E-2;9.816226959E0;9.829006980E0
1.164820334E0;4.938040972E-1;9.935937077E-2;9.816226959E0;9.829141696E0
1.166817052E0;4.985924959E-1;8.499415964E-2;9.825803757E0;9.838812832E0
1.168813771E0;4.794389009E-1;7.541735470E-2;9.816226959E0;9.828217598E0
1.170810490E0;4.890156984E-1;8.978256583E-2;9.835380554E0;9.847939272E0
1.172807209E0;4.890156984E-1;9.935937077E-2;9.825803757E0;9.838466756E0
1.174803927E0;4.890156984E-1;9.457096457E-2;9.835380554E0;9.847984092E0
1.176800646E0;4.842272997E-1;1.041477770E-1;9.816226959E0;9.828714797E0
1.178797365E0;4.985924959E-1;8.978256583E-2;9.830592155E0;9.843637413E0
1.180794478E0;4.985924959E-1;9.457096457E-2;9.801861763E0;9.814990177E0
1.182791196E0;4.938040972E-1;8.499415964E-2;9.811438560E0;9.824224810E0
1.184787915E0;4.938040972E-1;9.457096457E-2;9.811438560E0;9.824312331E0
1.186784634E0;4.938040972E-1;8.020575345E-2;9.816226959E0;9.828966739E0
1.188781353E0;4.890156984E-1;9.457096457E-2;9.830592155E0;9.843201824E0
1.190778071E0;4.985924959E-1;8.978256583E-2;9.811438560E0;9.824509250E0
1.192774790E0;4.890156984E-1;9.935937077E-2;9.825803757E0;9.838466756E0
1.194771509E0;4.938040972E-1;8.978256583E-2;9.830592155E0;9.843396036E0
1.196768228E0;4.938040972E-1;9.457096457E-2;9.821015358E0;9.833876591E0
1.198764946E0;4.985924959E-1;8.978256583E-2;9.816226959E0;9.829291282E0
1.200761665E0;4.985924959E-1;8.499415964E-2;9.811438560E0;9.824466658E0
1.202758384E0;4.890156984E-1;8.978256583E-2;9.816226959E0;9.828810151E0
1.204755103E0;4.890156984E-1;8.020575345E-2;9.821015358E0;9.833509647E0
1.206751821E0;4.985924959E-1;9.935937077E-2;9.811438560E0;9.824601437E0
1.208748280E0;4.938040972E-1;8.499415964E-2;9.821015358E0;9.833789156E0
1.210744999E0;5.033808947E-1;8.978256583E-2;9.806650162E0;9.819971519E0
1.212741718E0;4.890156984E-1;9.935937077E-2;9.811438560E0;9.824120076E0
1.214738436E0;4.842272997E-1;9.457096457E-2;9.811438560E0;9.823835624E0
1.216735155E0;4.985924959E-1;1.089361757E-1;9.811438560E0;9.824702957E0
1.218731874E0;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
1.220728593E0;5.081692934E-1;8.978256583E-2;9.811438560E0;9.824999927E0
1.222725311E0;4.890156984E-1;9.935937077E-2;9.830592155E0;9.843248994E0
1.224722030E0;4.842272997E-1;1.089361757E-1;9.830592155E0;9.843113598E0
1.226718749E0;4.890156984E-1;1.041477770E-1;9.821015358E0;9.833734071E0
1.228715468E0;5.033808947E-1;8.978256583E-2;9.816226959E0;9.829535337E0
1.230712186E0;4.890156984E-1;9.457096457E-2;9.840168953E0;9.852766365E0
1.232708905E0;5.033808947E-1;8.499415964E-2;9.835380554E0;9.848620562E0
1.234705624E0;4.938040972E-1;9.457096457E-2;9.816226959E0;9.829094458E0
1.236702343E0;4.938040972E-1;8.978256583E-2;9.811438560E0;9.824267404E0
1.238699061E0;4.985924959E-1;9.457096457E-2;9.825803757E0;9.838900224E0
1.240695780E0;4.985924959E-1;9.457096457E-2;9.840168953E0;9.853246326E0
1.242692551E0;4.985924959E-1;9.457096457E-2;9.825803757E0;9.838900224E0
1.244689322E0;5.081692934E-1;9.935937077E-2;9.830592155E0;9.844219138E0
1.246686093E0;4.938040972E-1;8.978256583E-2;9.821015358E0;9.833831708E0
1.248682863E0;5.129576921E-1;9.935937077E-2;9.816226959E0;9.830122562E0
1.250679634E0;5.129576921E-1;9.935937077E-2;9.816226959E0;9.830122562E0
1.252676405E0;5.033808947E-1;9.935937077E-2;9.825803757E0;9.839191231E0
1.254673176E0;5.081692934E-1;8.978256583E-2;9.825803757E0;9.839345324E0
1.256669947E0;4.985924959E-1;9.457096457E-2;9.816226959E0;9.829336186E0
1.258666718E0;4.842272997E-1;8.978256583E-2;9.830592155E0;9.842920253E0
1.260663488E0;4.985924959E-1;8.499415964E-2;9.816226959E0;9.829248710E0
1.262660259E0;4.938040972E-1;8.978256583E-2;9.825803757E0;9.838613869E0
1.264657030E0;5.081692934E-1;8.020575345E-2;9.821015358E0;9.834480752E0
1.266653801E0;4.985924959E-1;9.935937077E-2;9.825803757E0;9.838947415E0
1.268650572E0;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
1.270647343E0;5.033808947E-1;8.978256583E-2;9.821015358E0;9.834317256E0
1.272644113E0;4.938040972E-1;1.041477770E-1;9.821015358E0;9.833973353E0
1.274640884E0;4.985924959E-1;8.499415964E-2;9.816226959E0;9.829248710E0
1.276637655E0;4.985924959E-1;9.935937077E-2;9.830592155E0;9.843729420E0
1.278634426E0;4.842272997E-1;8.978256583E-2;9.811438560E0;9.823790695E0
1.280631197E0;4.938040972E-1;9.457096457E-2;9.844957352E0;9.857787349E0
1.282627968E0;4.842272997E-1;8.020575345E-2;9.830592155E0;9.842837557E0
1.284624738E0;5.081692934E-1;8.020575345E-2;9.825803757E0;9.839262597E0
1.286621509E0;5.033808947E-1;9.457096457E-2;9.830592155E0;9.843925951E0
1.288618280E0;4.890156984E-1;9.935937077E-2;9.816226959E0;9.828902296E0
1.290615051E0;4.985924959E-1;8.978256583E-2;9.830592155E0;9.843637413E0
1.292611822E0;4.985924959E-1;1.041477770E-1;9.816226959E0;9.829432992E0
1.294608593E0;4.938040972E-1;8.020575345E-2;9.825803757E0;9.838531136E0
1.296605363E0;4.938040972E-1;8.499415964E-2;9.821015358E0;9.833789156E0
1.298602134E0;4.890156984E-1;9.935937077E-2;9.835380554E0;9.848031239E0
1.300598905E0;4.890156984E-1;1.041477770E-1;9.821015358E0;9.833734071E0
1.302595676E0;4.985924959E-1;9.457096457E-2;9.816226959E0;9.829336186E0
