"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.304592447E0;4.985924959E-1;9.457096457E-2;9.830592155E0;9.843682252E0
1.306589218E0;4.985924959E-1;7.541735470E-2;9.830592155E0;9.843516871E0
1.308585988E0;4.985924959E-1;8.978256583E-2;9.830592155E0;9.843637413E0
1.310582759E0;4.985924959E-1;9.457096457E-2;9.821015358E0;9.834118202E0
1.312579530E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
1.314576301E0;5.033808947E-1;7.541735470E-2;9.835380554E0;9.848542570E0
1.316573072E0;5.081692934E-1;9.457096457E-2;9.821015358E0;9.834608399E0
1.318569843E0;4.985924959E-1;8.978256583E-2;9.835380554E0;9.848419469E0
1.320566613E0;5.033808947E-1;9.457096457E-2;9.821015358E0;9.834362138E0
1.322563384E0;4.794389009E-1;9.457096457E-2;9.811438560E0;9.823600763E0
1.324560155E0;4.985924959E-1;8.978256583E-2;9.840168953E0;9.853201531E0
1.326556926E0;4.985924959E-1;9.935937077E-2;9.830592155E0;9.843729420E0
1.328553697E0;4.890156984E-1;9.457096457E-2;9.816226959E0;9.828855057E0
1.330550416E0;4.985924959E-1;9.457096457E-2;9.825803757E0;9.838900224E0
1.332547134E0;4.890156984E-1;8.020575345E-2;9.821015358E0;9.833509647E0
1.334543853E0;4.938040972E-1;8.020575345E-2;9.816226959E0;9.828966739E0
1.336540572E0;4.938040972E-1;8.978256583E-2;9.821015358E0;9.833831708E0
1.338537291E0;4.985924959E-1;9.457096457E-2;9.816226959E0;9.829336186E0
1.340534009E0;4.890156984E-1;9.935937077E-2;9.821015358E0;9.833684523E0
1.342530728E0;4.842272997E-1;9.935937077E-2;9.825803757E0;9.838229913E0
1.344527447E0;5.081692934E-1;8.499415964E-2;9.816226959E0;9.829739150E0
1.346524166E0;5.033808947E-1;9.457096457E-2;9.825803757E0;9.839144041E0
1.348520884E0;4.938040972E-1;8.499415964E-2;9.835380554E0;9.848135719E0
1.350517603E0;4.938040972E-1;8.978256583E-2;9.835380554E0;9.848178209E0
1.352514322E0;4.890156984E-1;8.499415964E-2;9.840168953E0;9.852679097E0
1.354511041E0;4.938040972E-1;9.457096457E-2;9.811438560E0;9.824312331E0
1.356507759E0;4.938040972E-1;8.978256583E-2;9.825803757E0;9.838613869E0
1.358504478E0;4.842272997E-1;8.978256583E-2;9.821015358E0;9.833355462E0
1.360501197E0;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
1.362497916E0;4.985924959E-1;7.541735470E-2;9.821015358E0;9.833952660E0
1.364494634E0;4.985924959E-1;8.499415964E-2;9.816226959E0;9.829248710E0
1.366491353E0;5.081692934E-1;1.041477770E-1;9.821015358E0;9.834705153E0
1.368488072E0;4.842272997E-1;8.020575345E-2;9.840168953E0;9.852402451E0
1.370484791E0;4.794389009E-1;8.978256583E-2;9.825803757E0;9.837903335E0
1.372481509E0;5.129576921E-1;8.499415964E-2;9.821015358E0;9.834769558E0
1.374478228E0;4.985924959E-1;9.457096457E-2;9.835380554E0;9.848464286E0
1.376474947E0;4.842272997E-1;8.499415964E-2;9.830592155E0;9.842877740E0
1.378471666E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
1.380468384E0;4.938040972E-1;1.041477770E-1;9.821015358E0;9.833973353E0
1.382465103E0;5.081692934E-1;8.978256583E-2;9.830592155E0;9.844127136E0
1.384461822E0;4.938040972E-1;8.978256583E-2;9.816226959E0;9.829049553E0
1.386458541E0;5.081692934E-1;8.978256583E-2;9.816226959E0;9.829781720E0
1.388455259E0;4.985924959E-1;8.499415964E-2;9.825803757E0;9.838812832E0
1.390451978E0;5.033808947E-1;8.978256583E-2;9.830592155E0;9.843881113E0
1.392448697E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
1.394445416E0;5.081692934E-1;1.137245819E-1;9.806650162E0;9.820466216E0
1.396442134E0;4.938040972E-1;9.935937077E-2;9.825803757E0;9.838705923E0
1.398438853E0;4.842272997E-1;9.457096457E-2;9.830592155E0;9.842965096E0
1.400435572E0;5.033808947E-1;9.935937077E-2;9.835380554E0;9.848755010E0
1.402432291E0;4.842272997E-1;9.935937077E-2;9.816226959E0;9.828665224E0
1.404429009E0;4.794389009E-1;9.457096457E-2;9.821015358E0;9.833165716E0
1.406425728E0;5.033808947E-1;8.499415964E-2;9.830592155E0;9.843838604E0
1.408422447E0;4.938040972E-1;8.978256583E-2;9.811438560E0;9.824267404E0
1.410419166E0;5.033808947E-1;8.499415964E-2;9.821015358E0;9.834274706E0
1.412415884E0;4.938040972E-1;9.457096457E-2;9.830592155E0;9.843440876E0
1.414412603E0;4.938040972E-1;1.041477770E-1;9.821015358E0;9.833973353E0
1.416409322E0;4.985924959E-1;9.935937077E-2;9.811438560E0;9.824601437E0
1.418406041E0;4.938040972E-1;1.041477770E-1;9.816226959E0;9.829191267E0
1.420402759E0;5.033808947E-1;8.978256583E-2;9.816226959E0;9.829535337E0
1.422399478E0;5.225345492E-1;8.499415964E-2;9.821015358E0;9.835273714E0
1.424396197E0;4.938040972E-1;8.499415964E-2;9.825803757E0;9.838571337E0
1.426392916E0;4.746504724E-1;9.935937077E-2;9.825803757E0;9.837763202E0
1.428389634E0;4.794389009E-1;8.499415964E-2;9.821015358E0;9.833078273E0
1.430386353E0;4.842272997E-1;9.935937077E-2;9.821015358E0;9.833447566E0
1.432383072E0;4.985924959E-1;8.978256583E-2;9.830592155E0;9.843637413E0
1.434379791E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
1.436376509E0;4.985924959E-1;9.457096457E-2;9.816226959E0;9.829336186E0
1.438373228E0;5.033808947E-1;9.457096457E-2;9.835380554E0;9.848707866E0
1.440369999E0;4.890156984E-1;9.457096457E-2;9.806650162E0;9.819290576E0
1.442366770E0;4.890156984E-1;8.499415964E-2;9.830592155E0;9.843114471E0
1.444363541E0;5.081692934E-1;9.935937077E-2;9.821015358E0;9.834655610E0
1.446360311E0;4.794389009E-1;9.457096457E-2;9.816226959E0;9.828383236E0
1.448357082E0;5.081692934E-1;8.499415964E-2;9.825803757E0;9.839302796E0
1.450353853E0;4.842272997E-1;1.185129806E-1;9.821015358E0;9.833659749E0
1.452350624E0;4.938040972E-1;8.499415964E-2;9.835380554E0;9.848135719E0
1.454347395E0;4.938040972E-1;9.457096457E-2;9.835380554E0;9.848223028E0
1.456344166E0;4.938040972E-1;8.499415964E-2;9.821015358E0;9.833789156E0
1.458340936E0;4.890156984E-1;8.020575345E-2;9.816226959E0;9.828727335E0
1.460337707E0;4.985924959E-1;1.089361757E-1;9.821015358E0;9.834266837E0
1.462334478E0;5.081692934E-1;9.457096457E-2;9.825803757E0;9.839390183E0
1.464331249E0;4.938040972E-1;9.935937077E-2;9.825803757E0;9.838705923E0
1.466328020E0;5.081692934E-1;9.457096457E-2;9.801861763E0;9.815481329E0
1.468324791E0;5.081692934E-1;9.457096457E-2;9.816226959E0;9.829826622E0
1.470321561E0;4.938040972E-1;9.935937077E-2;9.835380554E0;9.848270174E0
1.472318332E0;4.794389009E-1;1.041477770E-1;9.825803757E0;9.838044922E0
1.474315103E0;5.033808947E-1;8.978256583E-2;9.835380554E0;9.848663050E0
1.476311874E0;4.938040972E-1;9.935937077E-2;9.816226959E0;9.829141696E0
1.478308645E0;4.938040972E-1;9.935937077E-2;9.811438560E0;9.824359592E0
1.480305416E0;5.081692934E-1;9.935937077E-2;9.825803757E0;9.839437371E0
1.482302186E0;5.033808947E-1;8.978256583E-2;9.811438560E0;9.824753425E0
1.484298957E0;5.033808947E-1;9.457096457E-2;9.825803757E0;9.839144041E0
1.486295728E0;5.081692934E-1;8.978256583E-2;9.801861763E0;9.815436361E0
1.488292499E0;4.938040972E-1;9.457096457E-2;9.821015358E0;9.833876591E0
1.490289270E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
1.492286041E0;5.129576921E-1;8.978256583E-2;9.849745750E0;9.863502312E0
1.494282811E0;4.985924959E-1;8.499415964E-2;9.830592155E0;9.843594903E0
1.496279582E0;4.938040972E-1;9.457096457E-2;9.830592155E0;9.843440876E0
1.498276353E0;4.985924959E-1;9.457096457E-2;9.835380554E0;9.848464286E0
1.500273124E0;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
1.502269895E0;5.033808947E-1;8.978256583E-2;9.825803757E0;9.839099181E0
1.504266666E0;4.890156984E-1;1.089361757E-1;9.816226959E0;9.829003772E0
1.506263436E0;4.890156984E-1;9.935937077E-2;9.811438560E0;9.824120076E0
1.508260207E0;4.842272997E-1;8.020575345E-2;9.811438560E0;9.823707837E0
1.510256978E0;5.033808947E-1;9.457096457E-2;9.821015358E0;9.834362138E0
1.512253749E0;4.794389009E-1;9.935937077E-2;9.835380554E0;9.847560337E0
1.514250520E0;4.938040972E-1;9.935937077E-2;9.825803757E0;9.838705923E0
1.516247291E0;4.938040972E-1;9.935937077E-2;9.821015358E0;9.833923807E0
1.518244061E0;5.033808947E-1;8.499415964E-2;9.821015358E0;9.834274706E0
1.520240832E0;4.890156984E-1;9.457096457E-2;9.825803757E0;9.838419562E0
1.522237603E0;4.938040972E-1;8.978256583E-2;9.811438560E0;9.824267404E0
1.524234374E0;5.033808947E-1;9.935937077E-2;9.835380554E0;9.848755010E0
1.526231145E0;5.081692934E-1;8.978256583E-2;9.830592155E0;9.844127136E0
1.528227916E0;4.842272997E-1;9.935937077E-2;9.821015358E0;9.833447566E0
1.530224634E0;4.938040972E-1;8.499415964E-2;9.816226959E0;9.829006980E0
1.532221353E0;5.033808947E-1;7.541735470E-2;9.830592155E0;9.843760574E0
1.534218072E0;4.938040972E-1;9.457096457E-2;9.830592155E0;9.843440876E0
1.536214791E0;4.938040972E-1;9.457096457E-2;9.816226959E0;9.829094458E0
1.538211509E0;4.842272997E-1;9.457096457E-2;9.821015358E0;9.833400348E0
1.540208228E0;4.985924959E-1;9.457096457E-2;9.816226959E0;9.829336186E0
1.542204947E0;5.081692934E-1;9.457096457E-2;9.806650162E0;9.820263087E0
1.544201666E0;4.794389009E-1;1.041477770E-1;9.844957352E0;9.857174731E0
1.546198384E0;4.938040972E-1;9.935937077E-2;9.806650162E0;9.819577494E0
1.548195103E0;4.890156984E-1;9.457096457E-2;9.816226959E0;9.828855057E0
1.550191822E0;5.033808947E-1;8.978256583E-2;9.816226959E0;9.829535337E0
1.552188541E0;4.985924959E-1;8.020575345E-2;9.825803757E0;9.838772632E0
1.554185259E0;4.985924959E-1;9.457096457E-2;9.816226959E0;9.829336186E0
1.556181978E0;4.842272997E-1;8.978256583E-2;9.830592155E0;9.842920253E0
1.558178697E0;4.938040972E-1;8.978256583E-2;9.830592155E0;9.843396036E0
1.560175416E0;4.842272997E-1;8.978256583E-2;9.821015358E0;9.833355462E0
1.562172134E0;4.890156984E-1;9.457096457E-2;9.821015358E0;9.833637307E0
1.564168853E0;5.081692934E-1;1.041477770E-1;9.816226959E0;9.829923423E0
1.566165572E0;4.985924959E-1;7.541735470E-2;9.830592155E0;9.843516871E0
1.568162291E0;4.938040972E-1;9.457096457E-2;9.830592155E0;9.843440876E0
1.570159009E0;4.985924959E-1;9.457096457E-2;9.821015358E0;9.834118202E0
1.572155728E0;4.938040972E-1;9.935937077E-2;9.806650162E0;9.819577494E0
1.574152447E0;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
1.576149166E0;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
1.578145884E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
1.580142603E0;5.081692934E-1;8.978256583E-2;9.816226959E0;9.829781720E0
1.582139322E0;4.938040972E-1;8.499415964E-2;9.830592155E0;9.843353525E0
1.584136041E0;4.842272997E-1;1.089361757E-1;9.830592155E0;9.843113598E0
1.586132759E0;4.985924959E-1;8.499415964E-2;9.821015358E0;9.834030768E0
1.588129478E0;5.033808947E-1;9.457096457E-2;9.825803757E0;9.839144041E0
1.590126197E0;4.938040972E-1;8.020575345E-2;9.816226959E0;9.828966739E0
1.592122916E0;4.938040972E-1;9.457096457E-2;9.821015358E0;9.833876591E0
1.594119634E0;5.177460909E-1;9.457096457E-2;9.825803757E0;9.839889438E0
1.596116353E0;4.842272997E-1;6.584054977E-2;9.816226959E0;9.828383528E0
1.598113072E0;4.890156984E-1;8.499415964E-2;9.816226959E0;9.828767577E0
1.600109791E0;4.938040972E-1;8.499415964E-2;9.821015358E0;9.833789156E0
1.602106509E0;4.890156984E-1;1.041477770E-1;9.821015358E0;9.833734071E0
1.604103228E0;5.081692934E-1;8.978256583E-2;9.830592155E0;9.844127136E0
1.606099947E0;4.842272997E-1;9.935937077E-2;9.821015358E0;9.833447566E0
1.608096666E0;5.081692934E-1;8.499415964E-2;9.825803757E0;9.839302796E0
1.610093384E0;4.842272997E-1;8.978256583E-2;9.825803757E0;9.838137855E0
1.612090103E0;5.081692934E-1;9.935937077E-2;9.811438560E0;9.825092109E0
1.614086822E0;4.985924959E-1;9.935937077E-2;9.825803757E0;9.838947415E0
1.616083541E0;5.033808947E-1;9.457096457E-2;9.811438560E0;9.824798350E0
1.618080259E0;5.081692934E-1;9.935937077E-2;9.816226959E0;9.829873856E0
1.620076978E0;4.890156984E-1;9.935937077E-2;9.821015358E0;9.833684523E0
1.622073697E0;4.938040972E-1;8.978256583E-2;9.821015358E0;9.833831708E0
1.624070416E0;5.033808947E-1;9.457096457E-2;9.816226959E0;9.829580241E0
1.626067134E0;5.033808947E-1;9.457096457E-2;9.816226959E0;9.829580241E0
1.628063853E0;4.938040972E-1;1.041477770E-1;9.821015358E0;9.833973353E0
1.630060572E0;4.746504724E-1;1.041477770E-1;9.821015358E0;9.833030179E0
1.632057291E0;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
1.634054061E0;5.033808947E-1;8.020575345E-2;9.830592155E0;9.843798424E0
1.636050832E0;4.985924959E-1;9.935937077E-2;9.825803757E0;9.838947415E0
1.638047603E0;4.938040972E-1;9.935937077E-2;9.835380554E0;9.848270174E0
1.640044374E0;4.985924959E-1;9.935937077E-2;9.821015358E0;9.834165416E0
1.642041145E0;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
1.644037916E0;4.938040972E-1;8.020575345E-2;9.816226959E0;9.828966739E0
1.646034686E0;4.938040972E-1;8.978256583E-2;9.835380554E0;9.848178209E0
1.648031457E0;5.033808947E-1;9.935937077E-2;9.821015358E0;9.834409350E0
1.650028228E0;4.938040972E-1;8.978256583E-2;9.801861763E0;9.814703124E0
1.652024999E0;5.081692934E-1;8.499415964E-2;9.821015358E0;9.834520969E0
1.654021770E0;4.890156984E-1;9.935937077E-2;9.806650162E0;9.819337861E0
1.656018541E0;4.985924959E-1;9.457096457E-2;9.825803757E0;9.838900224E0
1.658015311E0;5.129576921E-1;8.978256583E-2;9.816226959E0;9.830030428E0
1.660012082E0;4.938040972E-1;8.499415964E-2;9.806650162E0;9.819442647E0
1.662008853E0;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
1.664005624E0;5.081692934E-1;8.020575345E-2;9.816226959E0;9.829698912E0
1.666002395E0;4.985924959E-1;7.541735470E-2;9.821015358E0;9.833952660E0
1.667999166E0;4.938040972E-1;8.978256583E-2;9.811438560E0;9.824267404E0
1.669995936E0;4.938040972E-1;9.935937077E-2;9.830592155E0;9.843488045E0
1.671992707E0;4.890156984E-1;9.457096457E-2;9.830592155E0;9.843201824E0
1.673989478E0;5.033808947E-1;9.457096457E-2;9.821015358E0;9.834362138E0
1.675986249E0;4.890156984E-1;9.457096457E-2;9.830592155E0;9.843201824E0
1.677983020E0;5.177460909E-1;1.185129806E-1;9.821015358E0;9.835367253E0
1.679979791E0;5.033808947E-1;9.935937077E-2;9.825803757E0;9.839191231E0
1.681976561E0;5.033808947E-1;1.089361757E-1;9.816226959E0;9.829728945E0
1.683973332E0;4.985924959E-1;1.089361757E-1;9.825803757E0;9.839048787E0
1.685970103E0;5.033808947E-1;9.457096457E-2;9.821015358E0;9.834362138E0
1.687966874E0;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
1.689963645E0;5.033808947E-1;9.935937077E-2;9.840168953E0;9.853536910E0
1.691960416E0;4.938040972E-1;1.041477770E-1;9.825803757E0;9.838755445E0
1.693957186E0;4.985924959E-1;8.978256583E-2;9.811438560E0;9.824509250E0
1.695953957E0;4.842272997E-1;1.041477770E-1;9.821015358E0;9.833497114E0
1.697950728E0;5.081692934E-1;8.499415964E-2;9.816226959E0;9.829739150E0
1.699947499E0;5.033808947E-1;9.457096457E-2;9.806650162E0;9.820016466E0
1.701944270E0;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
1.703941041E0;5.033808947E-1;8.978256583E-2;9.821015358E0;9.834317256E0
1.705937811E0;4.985924959E-1;1.041477770E-1;9.835380554E0;9.848560904E0
1.707934582E0;4.938040972E-1;8.499415964E-2;9.821015358E0;9.833789156E0
1.709931353E0;4.938040972E-1;9.935937077E-2;9.811438560E0;9.824359592E0
1.711928124E0;4.890156984E-1;8.978256583E-2;9.816226959E0;9.828810151E0
1.713924895E0;5.033808947E-1;9.457096457E-2;9.816226959E0;9.829580241E0
1.715921666E0;4.985924959E-1;8.978256583E-2;9.811438560E0;9.824509250E0
1.717918436E0;5.033808947E-1;8.020575345E-2;9.840168953E0;9.853362386E0
1.719915207E0;4.985924959E-1;8.499415964E-2;9.825803757E0;9.838812832E0
1.721911978E0;4.938040972E-1;9.457096457E-2;9.830592155E0;9.843440876E0
1.723908749E0;4.842272997E-1;8.978256583E-2;9.811438560E0;9.823790695E0
1.725905520E0;4.890156984E-1;8.499415964E-2;9.825803757E0;9.838332167E0
1.727902238E0;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
1.729898957E0;5.033808947E-1;8.499415964E-2;9.830592155E0;9.843838604E0
1.731895676E0;4.938040972E-1;9.935937077E-2;9.816226959E0;9.829141696E0
1.733892395E0;4.890156984E-1;8.499415964E-2;9.821015358E0;9.833549869E0
1.735889113E0;4.985924959E-1;9.457096457E-2;9.821015358E0;9.834118202E0
1.737885832E0;4.890156984E-1;1.041477770E-1;9.811438560E0;9.824169672E0
1.739882551E0;5.081692934E-1;9.457096457E-2;9.811438560E0;9.825044851E0
1.741879270E0;5.033808947E-1;1.041477770E-1;9.821015358E0;9.834458894E0
1.743875988E0;5.081692934E-1;9.457096457E-2;9.825803757E0;9.839390183E0
1.745872707E0;4.890156984E-1;9.935937077E-2;9.825803757E0;9.838466756E0
1.747869426E0;4.985924959E-1;8.020575345E-2;9.811438560E0;9.824426399E0
1.749866145E0;4.985924959E-1;9.457096457E-2;9.825803757E0;9.838900224E0
1.751862863E0;4.985924959E-1;9.457096457E-2;9.830592155E0;9.843682252E0
1.753859582E0;4.985924959E-1;7.541735470E-2;9.825803757E0;9.838734762E0
1.755856301E0;4.890156984E-1;9.935937077E-2;9.835380554E0;9.848031239E0
1.757853020E0;4.938040972E-1;8.978256583E-2;9.825803757E0;9.838613869E0
1.759849738E0;4.985924959E-1;9.935937077E-2;9.821015358E0;9.834165416E0
1.761846457E0;4.938040972E-1;8.499415964E-2;9.830592155E0;9.843353525E0
1.763843176E0;5.081692934E-1;1.089361757E-1;9.816226959E0;9.829975322E0
1.765839895E0;4.938040972E-1;8.020575345E-2;9.816226959E0;9.828966739E0
1.767836613E0;4.938040972E-1;1.041477770E-1;9.816226959E0;9.829191267E0
1.769833332E0;4.842272997E-1;8.499415964E-2;9.844957352E0;9.857225033E0
1.771830051E0;4.985924959E-1;8.978256583E-2;9.816226959E0;9.829291282E0
1.773826770E0;5.033808947E-1;8.499415964E-2;9.825803757E0;9.839056652E0
1.775823488E0;4.985924959E-1;8.978256583E-2;9.816226959E0;9.829291282E0
1.777820207E0;4.985924959E-1;9.935937077E-2;9.825803757E0;9.838947415E0
1.779816926E0;4.938040972E-1;9.457096457E-2;9.816226959E0;9.829094458E0
1.781813645E0;4.842272997E-1;9.935937077E-2;9.821015358E0;9.833447566E0
1.783810363E0;4.938040972E-1;8.978256583E-2;9.825803757E0;9.838613869E0
1.785807082E0;4.794389009E-1;7.541735470E-2;9.816226959E0;9.828217598E0
1.787803801E0;4.938040972E-1;9.457096457E-2;9.816226959E0;9.829094458E0
1.789800520E0;4.938040972E-1;1.089361757E-1;9.821015358E0;9.834025231E0
1.791797238E0;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
1.793793957E0;4.890156984E-1;8.978256583E-2;9.821015358E0;9.833592422E0
1.795790676E0;4.985924959E-1;9.457096457E-2;9.825803757E0;9.838900224E0
1.797787395E0;4.890156984E-1;9.935937077E-2;9.811438560E0;9.824120076E0
1.799784113E0;4.985924959E-1;1.041477770E-1;9.821015358E0;9.834214961E0
1.801780832E0;4.842272997E-1;9.457096457E-2;9.825803757E0;9.838182719E0
1.803777551E0;4.794389009E-1;8.499415964E-2;9.825803757E0;9.837860801E0
1.805774270E0;4.938040972E-1;9.457096457E-2;9.816226959E0;9.829094458E0
1.807770988E0;4.985924959E-1;8.499415964E-2;9.821015358E0;9.834030768E0
1.809767707E0;5.033808947E-1;8.978256583E-2;9.825803757E0;9.839099181E0
1.811764426E0;4.794389009E-1;9.935937077E-2;9.821015358E0;9.833212934E0
1.813761145E0;4.890156984E-1;8.499415964E-2;9.830592155E0;9.843114471E0
1.815757863E0;4.938040972E-1;8.978256583E-2;9.821015358E0;9.833831708E0
1.817754582E0;5.129576921E-1;9.935937077E-2;9.811438560E0;9.825340936E0
1.819751301E0;4.842272997E-1;8.978256583E-2;9.816226959E0;9.828573076E0
1.821748020E0;4.890156984E-1;8.978256583E-2;9.816226959E0;9.828810151E0
1.823744738E0;5.033808947E-1;8.978256583E-2;9.821015358E0;9.834317256E0
1.825741457E0;4.985924959E-1;8.978256583E-2;9.821015358E0;9.834073319E0
1.827738176E0;4.938040972E-1;8.978256583E-2;9.821015358E0;9.833831708E0
1.829734947E0;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
1.831731718E0;4.890156984E-1;1.041477770E-1;9.821015358E0;9.833734071E0
1.833728488E0;5.081692934E-1;1.041477770E-1;9.816226959E0;9.829923423E0
1.835725259E0;4.890156984E-1;8.499415964E-2;9.816226959E0;9.828767577E0
1.837722030E0;4.985924959E-1;1.185129806E-1;9.821015358E0;9.834377584E0
1.839718801E0;4.842272997E-1;1.041477770E-1;9.816226959E0;9.828714797E0
1.841715572E0;5.177460909E-1;8.020575345E-2;9.811438560E0;9.825417070E0
1.843712343E0;4.794389009E-1;8.020575345E-2;9.821015358E0;9.833038050E0
1.845709113E0;4.890156984E-1;8.978256583E-2;9.825803757E0;9.838374700E0
1.847705884E0;5.081692934E-1;8.020575345E-2;9.821015358E0;9.834480752E0
1.849702655E0;4.938040972E-1;8.499415964E-2;9.821015358E0;9.833789156E0
1.851699426E0;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
1.853696197E0;4.938040972E-1;9.457096457E-2;9.806650162E0;9.819530210E0
1.855692968E0;5.033808947E-1;1.041477770E-1;9.821015358E0;9.834458894E0
1.857689738E0;4.938040972E-1;8.978256583E-2;9.816226959E0;9.829049553E0
1.859686509E0;4.938040972E-1;9.935937077E-2;9.816226959E0;9.829141696E0
1.861683280E0;4.985924959E-1;8.499415964E-2;9.811438560E0;9.824466658E0
1.863680051E0;4.985924959E-1;8.499415964E-2;9.816226959E0;9.829248710E0
1.865676822E0;4.842272997E-1;8.499415964E-2;9.806650162E0;9.818965703E0
1.867673593E0;4.938040972E-1;9.935937077E-2;9.835380554E0;9.848270174E0
1.869670363E0;4.938040972E-1;9.457096457E-2;9.835380554E0;9.848223028E0
1.871667134E0;5.033808947E-1;9.935937077E-2;9.835380554E0;9.848755010E0
1.873663905E0;4.985924959E-1;9.935937077E-2;9.821015358E0;9.834165416E0
1.875660676E0;4.890156984E-1;9.457096457E-2;9.821015358E0;9.833637307E0
1.877657447E0;4.938040972E-1;1.089361757E-1;9.825803757E0;9.838807298E0
1.879654218E0;4.985924959E-1;8.499415964E-2;9.821015358E0;9.834030768E0
1.881650988E0;4.890156984E-1;9.935937077E-2;9.825803757E0;9.838466756E0
1.883647759E0;4.842272997E-1;9.457096457E-2;9.825803757E0;9.838182719E0
1.885644530E0;4.938040972E-1;9.457096457E-2;9.825803757E0;9.838658731E0
1.887641301E0;4.938040972E-1;8.020575345E-2;9.825803757E0;9.838531136E0
1.889638072E0;5.033808947E-1;8.020575345E-2;9.821015358E0;9.834234487E0
1.891634843E0;4.985924959E-1;9.935937077E-2;9.821015358E0;9.834165416E0
1.893631613E0;4.842272997E-1;9.457096457E-2;9.811438560E0;9.823835624E0
1.895628384E0;5.033808947E-1;9.935937077E-2;9.816226959E0;9.829627476E0
1.897625155E0;4.985924959E-1;1.089361757E-1;9.816226959E0;9.829484894E0
1.899621926E0;4.985924959E-1;8.499415964E-2;9.835380554E0;9.848376979E0
1.901618697E0;5.225345492E-1;8.020575345E-2;9.830592155E0;9.844796465E0
1.903615468E0;4.842272997E-1;8.978256583E-2;9.821015358E0;9.833355462E0
1.905612238E0;4.938040972E-1;1.089361757E-1;9.825803757E0;9.838807298E0
1.907609009E0;4.938040972E-1;8.978256583E-2;9.821015358E0;9.833831708E0
1.909605780E0;4.794389009E-1;9.935937077E-2;9.816226959E0;9.828430478E0
1.911602551E0;4.842272997E-1;9.935937077E-2;9.811438560E0;9.823882888E0
1.913599322E0;4.985924959E-1;8.499415964E-2;9.816226959E0;9.829248710E0
1.915596093E0;4.842272997E-1;8.020575345E-2;9.821015358E0;9.833272685E0
1.917592863E0;4.794389009E-1;1.041477770E-1;9.830592155E0;9.842827365E0
1.919589634E0;4.985924959E-1;8.499415964E-2;9.825803757E0;9.838812832E0
1.921586405E0;4.890156984E-1;9.935937077E-2;9.821015358E0;9.833684523E0
1.923583176E0;5.033808947E-1;8.978256583E-2;9.830592155E0;9.843881113E0
1.925579947E0;5.033808947E-1;1.041477770E-1;9.830592155E0;9.844022613E0
1.927576666E0;5.033808947E-1;9.457096457E-2;9.835380554E0;9.848707866E0
1.929573384E0;4.890156984E-1;9.457096457E-2;9.835380554E0;9.847984092E0
1.931570103E0;5.033808947E-1;8.978256583E-2;9.835380554E0;9.848663050E0
1.933566822E0;4.842272997E-1;8.499415964E-2;9.811438560E0;9.823748099E0
1.935563541E0;4.890156984E-1;9.457096457E-2;9.821015358E0;9.833637307E0
1.937560259E0;4.985924959E-1;8.978256583E-2;9.825803757E0;9.838855363E0
1.939556978E0;5.033808947E-1;9.935937077E-2;9.830592155E0;9.843973117E0
1.941553697E0;4.890156984E-1;9.457096457E-2;9.816226959E0;9.828855057E0
1.943550416E0;4.985924959E-1;8.978256583E-2;9.835380554E0;9.848419469E0
1.945547134E0;5.081692934E-1;9.457096457E-2;9.816226959E0;9.829826622E0
1.947543853E0;4.985924959E-1;8.499415964E-2;9.830592155E0;9.843594903E0
1.949540572E0;4.890156984E-1;8.499415964E-2;9.821015358E0;9.833549869E0
1.951537291E0;4.890156984E-1;9.457096457E-2;9.821015358E0;9.833637307E0
1.953534009E0;4.985924959E-1;8.020575345E-2;9.830592155E0;9.843554722E0
1.955530728E0;5.081692934E-1;1.041477770E-1;9.825803757E0;9.839486890E0
1.957527447E0;4.985924959E-1;8.499415964E-2;9.821015358E0;9.834030768E0
1.959524166E0;4.794389009E-1;9.935937077E-2;9.806650162E0;9.818865583E0
1.961520884E0;4.985924959E-1;8.499415964E-2;9.821015358E0;9.834030768E0
1.963517603E0;5.033808947E-1;1.041477770E-1;9.821015358E0;9.834458894E0
