0.000000E0	1.396488E-1	1.025776E-1
4.000000E-2	1.298493E-1	1.029260E-1
8.000000E-2	1.205423E-1	1.033030E-1
1.200000E-1	1.120397E-1	1.040640E-1
1.600000E-1	1.043284E-1	1.047565E-1
2.000000E-1	9.779410E-2	1.053898E-1
2.400000E-1	9.240884E-2	1.061745E-1
2.800000E-1	8.856014E-2	1.065820E-1
3.200000E-1	8.616287E-2	1.068861E-1
3.600000E-1	8.533809E-2	1.069984E-1
4.000000E-1	8.558434E-2	1.070496E-1 
4.400000E-1	8.757846E-2	1.068180E-1
4.800000E-1	9.114205E-2	1.063416E-1
5.200000E-1	9.605440E-2	1.056802E-1
5.600000E-1	1.021822E-1	1.050087E-1
6.000000E-1	1.093899E-1	1.042423E-1
6.400000E-1	1.176034E-1	1.035316E-1
6.800000E-1	1.265893E-1	1.029760E-1
7.200000E-1	1.360562E-1	1.025953E-1
7.600000E-1	1.458985E-1	1.023865E-1
8.000000E-1	1.556380E-1	1.024999E-1
8.400000E-1	1.653054E-1	1.027785E-1
8.800000E-1	1.744413E-1	1.033787E-1
9.200000E-1	1.830033E-1	1.039819E-1
9.600000E-1	1.906688E-1	1.044637E-1
1.000000E0	1.973223E-1	1.053187E-1
1.040000E0	2.028051E-1	1.061049E-1
1.080000E0	2.069803E-1	1.067085E-1
1.120000E0	2.097801E-1	1.071338E-1
1.160000E0	2.109407E-1	1.072007E-1
1.200000E0	2.109748E-1	1.071300E-1
1.240000E0	2.094925E-1	1.068901E-1
1.280000E0	2.063626E-1	1.066044E-1
1.320000E0	2.019578E-1	1.059237E-1
1.360000E0	1.962721E-1	1.052715E-1
1.400000E0	1.894784E-1	1.045742E-1
1.440000E0	1.817219E-1	1.037962E-1
1.480000E0	1.730291E-1	1.032273E-1
1.520000E0	1.640386E-1	1.027553E-1
1.560000E0	1.545136E-1	1.025178E-1
1.600000E0	1.448386E-1	1.024207E-1
1.640000E0	1.353424E-1	1.026136E-1
1.680000E0	1.262187E-1	1.030391E-1
1.720000E0	1.176514E-1	1.035308E-1
1.760000E0	1.098271E-1	1.041126E-1
1.800000E0	1.030597E-1	1.048774E-1
1.840000E0	9.737114E-2	1.055159E-1
1.880000E0	9.297177E-2	1.060775E-1
1.920000E0	8.982849E-2	1.065187E-1
1.960000E0	8.824944E-2	1.066586E-1
2.000000E0	8.806481E-2	1.067240E-1
2.040000E0	8.900239E-2	1.065294E-1
2.080000E0	9.171641E-2	1.062649E-1
2.120000E0	9.570202E-2	1.057882E-1
2.160000E0	1.009368E-1	1.051421E-1
2.200000E0	1.073754E-1	1.045787E-1
2.240000E0	1.147191E-1	1.039234E-1
2.280000E0	1.229916E-1	1.032494E-1
2.320000E0	1.317962E-1	1.029368E-1
2.360000E0	1.410283E-1	1.026468E-1
2.400000E0	1.505319E-1	1.024855E-1
2.440000E0	1.598381E-1	1.027079E-1
2.480000E0	1.688335E-1	1.029308E-1
2.520000E0	1.774071E-1	1.033676E-1
2.560000E0	1.851982E-1	1.040429E-1
2.600000E0	1.921065E-1	1.047602E-1
2.640000E0	1.979676E-1	1.054013E-1
2.680000E0	2.025172E-1	1.059981E-1
2.720000E0	2.058916E-1	1.063920E-1
2.760000E0	2.079381E-1	1.066471E-1
2.800000E0	2.084909E-1	1.066641E-1
2.840000E0	2.080457E-1	1.066221E-1
2.880000E0	2.058193E-1	1.063403E-1
2.920000E0	2.022224E-1	1.059547E-1
2.960000E0	1.974721E-1	1.052382E-1
3.000000E0	1.915228E-1	1.045335E-1
3.040000E0	1.846080E-1	1.039431E-1
3.080000E0	1.767162E-1	1.032117E-1
3.120000E0	1.681568E-1	1.028988E-1
3.160000E0	1.593790E-1	1.026585E-1
3.200000E0	1.502003E-1	1.023877E-1
3.240000E0	1.410720E-1	1.024697E-1
3.280000E0	1.320140E-1	1.027976E-1
3.320000E0	1.234562E-1	1.031561E-1
3.360000E0	1.156523E-1	1.036534E-1
3.400000E0	1.086652E-1	1.044224E-1
3.440000E0	1.026174E-1	1.048520E-1
3.480000E0	9.767192E-2	1.055091E-1
3.520000E0	9.412282E-2	1.059128E-1
3.560000E0	9.178029E-2	1.061404E-1
3.600000E0	9.096564E-2	1.061870E-1
3.640000E0	9.122249E-2	1.061837E-1
3.680000E0	9.301883E-2	1.058944E-1
3.720000E0	9.630770E-2	1.056288E-1
3.760000E0	1.006633E-1	1.049719E-1
3.800000E0	1.062089E-1	1.043921E-1
3.840000E0	1.127934E-1	1.037624E-1
3.880000E0	1.202718E-1	1.032243E-1
3.920000E0	1.283520E-1	1.027620E-1
3.960000E0	1.370764E-1	1.025832E-1
4.000000E0	1.460051E-1	1.023984E-1
4.040000E0	1.550633E-1	1.024356E-1
4.080000E0	1.638474E-1	1.027408E-1
4.120000E0	1.722613E-1	1.031443E-1
4.160000E0	1.800628E-1	1.035369E-1
4.200000E0	1.870606E-1	1.042215E-1
4.240000E0	1.931498E-1	1.048109E-1
4.280000E0	1.980921E-1	1.051585E-1
4.320000E0	2.018729E-1	1.058152E-1
4.360000E0	2.044748E-1	1.061138E-1
4.400000E0	2.056054E-1	1.063165E-1
4.440000E0	2.056565E-1	1.063501E-1
4.480000E0	2.043831E-1	1.061474E-1
4.520000E0	2.016738E-1	1.058712E-1
4.560000E0	1.976631E-1	1.051716E-1
4.600000E0	1.924842E-1	1.045283E-1
4.640000E0	1.864818E-1	1.039475E-1
4.680000E0	1.794347E-1	1.033353E-1
4.720000E0	1.716957E-1	1.028504E-1
4.760000E0	1.634425E-1	1.026200E-1
4.800000E0	1.547102E-1	1.023765E-1
4.840000E0	1.460684E-1	1.022907E-1
4.880000E0	1.372506E-1	1.024370E-1
4.920000E0	1.289480E-1	1.028245E-1
4.960000E0	1.212129E-1	1.032996E-1
5.000000E0	1.140778E-1	1.037827E-1
