"Pos_1_1";"B_1_1";"Pos_1_2";"B_1_2";"Pos_1_3";"B_1_3";"Pos_05_1";"B_2_1";"Pos_05_2";"B_2_2";"Pos_05_3";"B_2_3"
0,4359;5,4031E-5;0,2327;0,0023;0,3106;2,8861E-4;0,3730;6,2100E-5;0,3735;2,6907E-5;;
0,4366;5,2029E-5;0,2331;0,0023;0,3114;2,7965E-4;0,3744;6,0171E-5;0,3743;2,7261E-5;;
0,4371;5,1187E-5;0,2336;0,0023;0,3122;2,7268E-4;0,3757;6,0488E-5;0,3752;2,6882E-5;;
0,4375;4,9600E-5;0,2340;0,0023;0,3130;2,6962E-4;0,3770;5,8792E-5;0,3761;2,3733E-5;;
0,4377;5,0283E-5;0,2345;0,0022;0,3138;2,6364E-4;0,3784;5,6033E-5;0,3770;2,1621E-5;;
0,4376;5,1675E-5;0,2349;0,0022;0,3145;2,5523E-4;0,3798;5,3701E-5;0,3780;2,0864E-5;;
0,4376;4,7634E-5;0,2353;0,0022;0,3152;2,5259E-4;0,3811;5,3591E-5;0,3790;1,8447E-5;;
0,4376;5,3542E-5;0,2356;0,0022;0,3160;2,4439E-4;0,3822;5,1797E-5;0,3801;2,0828E-5;;
0,4376;5,3896E-5;0,2360;0,0022;0,3167;2,3571E-4;0,3830;4,8501E-5;0,3812;1,9167E-5;;
0,4376;5,0613E-5;0,2364;0,0022;0,3174;2,3394E-4;0,3838;4,9160E-5;0,3824;1,5847E-5;;
0,4376;5,0625E-5;0,2368;0,0021;0,3182;2,2885E-4;0,3845;4,8757E-5;0,3836;1,1697E-5;;
0,4376;5,0674E-5;0,2371;0,0021;0,3189;2,2649E-4;0,3852;4,9111E-5;0,3847;1,2930E-5;;
0,4376;5,1138E-5;0,2374;0,0021;0,3196;2,1992E-4;0,3860;4,9429E-5;0,3858;1,3833E-5;;
0,4376;5,2603E-5;0,2377;0,0021;0,3203;2,1636E-4;0,3869;4,8599E-5;0,3869;8,3398E-6;;
0,4376;4,9734E-5;0,2380;0,0021;0,3211;2,1123E-4;0,3879;4,5925E-5;0,3881;1,0732E-5;;
0,4376;4,9648E-5;0,2383;0,0021;0,3220;2,0402E-4;0,3890;4,5571E-5;0,3894;5,6055E-6;;
0,4376;5,1943E-5;0,2386;0,0021;0,3230;1,9579E-4;0,3900;4,3008E-5;0,3906;4,6655E-6;;
0,4376;4,8892E-5;0,2389;0,0020;0,3241;1,8991E-4;0,3909;4,5205E-5;0,3919;4,4702E-6;;
0,4376;5,3237E-5;0,2394;0,0020;0,3252;1,8167E-4;0,3917;4,2202E-5;0,3932;6,8018E-6;;
0,4376;4,9185E-5;0,2398;0,0020;0,3264;1,7510E-4;0,3922;4,1323E-5;0,3944;4,8975E-6;;
0,4376;5,1211E-5;0,2403;0,0020;0,3276;1,7030E-4;0,3925;4,1824E-5;0,3955;5,4712E-6;;
0,4376;4,9136E-5;0,2409;0,0020;0,3289;1,5935E-4;0,3929;4,0701E-5;0,3965;3,6157E-6;;
0,4376;5,2053E-5;0,2415;0,0019;0,3301;1,5005E-4;0,3934;3,9626E-5;0,3973;3,6865E-7;;
0,4376;5,0771E-5;0,2420;0,0019;0,3314;1,4672E-4;0,3940;3,8430E-5;0,3979;2,6636E-6;;
0,4376;4,8159E-5;0,2425;0,0019;0,3325;1,4420E-4;0,3946;4,1519E-5;0,3982;2,5879E-7;;
0,4376;5,2773E-5;0,2431;0,0019;0,3336;1,3632E-4;0,3953;4,0920E-5;0,3983;1,4063E-6;;
0,4376;4,8745E-5;0,2438;0,0018;0,3346;1,3114E-4;0,3961;3,8918E-5;0,3982;-6,8115E-7;;
0,4376;4,9697E-5;0,2445;0,0018;0,3356;1,2439E-4;0,3970;3,5952E-5;0,3982;-5,7129E-7;;
0,4376;5,0881E-5;0,2453;0,0018;0,3364;1,2257E-4;0,3979;3,7039E-5;0,3982;3,9063E-8;;
0,4376;;0,2462;0,0018;0,3373;1,1662E-4;0,3987;3,6648E-5;0,3981;2,9541E-7;;
;;0,2471;0,0017;0,3381;1,1303E-4;0,3995;3,7551E-5;0,3980;1,0889E-6;;
;;0,2479;0,0017;0,3388;1,0701E-4;0,4002;3,2949E-5;0,3980;-3,2080E-6;;
;;0,2488;0,0017;0,3395;1,0443E-4;0,4008;3,5464E-5;0,3980;9,5459E-7;;
;;0,2496;0,0016;0,3403;9,9307E-5;0,4013;3,5671E-5;0,3980;2,9565E-6;;
;;0,2503;0,0016;0,3410;9,9111E-5;0,4018;3,4976E-5;0,3980;-5,1025E-7;;
;;0,2510;0,0016;0,3416;9,7085E-5;0,4022;3,5427E-5;0,3980;1,4307E-6;;
;;0,2516;0,0016;0,3423;9,3301E-5;0,4025;3,3706E-5;0,3980;1,6138E-6;;
;;0,2522;0,0015;0,3430;9,0042E-5;0,4028;3,0496E-5;0,3980;1,6748E-6;;
;;0,2528;0,0015;0,3436;8,9138E-5;0,4030;3,2351E-5;0,3980;-1,5601E-6;;
;;0,2534;0,0015;0,3443;8,5879E-5;0,4032;3,2998E-5;0,3980;1,6870E-6;;
;;0,2540;0,0015;0,3449;8,2034E-5;0,4035;3,1436E-5;0,3980;2,4658E-7;;
;;0,2546;0,0015;0,3456;8,0203E-5;0,4037;3,3499E-5;0,3980;1,2451E-7;;
;;0,2551;0,0014;0,3464;7,7725E-5;0,4037;3,7112E-5;0,3980;-9,7412E-7;;
;;0,2557;0,0014;0,3471;7,5283E-5;0,4036;3,2815E-5;0,3980;-2,5391E-7;;
;;0,2562;0,0014;0,3479;6,9265E-5;0,4036;3,1777E-5;0,3980;2,4438E-6;;
;;0,2566;0,0014;0,3487;6,6409E-5;0,4036;3,2131E-5;0,3980;-1,9385E-6;;
;;0,2570;0,0014;0,3496;6,4504E-5;0,4035;3,0642E-5;0,3980;-3,6377E-7;;
;;0,2574;0,0014;0,3504;6,1196E-5;0,4035;3,0984E-5;0,3980;-5,5908E-7;;
;;0,2579;0,0013;0,3514;5,7632E-5;0,4035;3,3840E-5;0,3980;-3,3936E-7;;
;;0,2583;0,0013;0,3522;5,4653E-5;0,4035;3,3950E-5;0,3980;-1,9751E-6;;
;;0,2588;0,0013;0,3531;5,2639E-5;0,4035;3,0581E-5;0,3980;-1,0352E-6;;
;;0,2593;0,0013;0,3540;5,1821E-5;0,4035;3,0740E-5;0,3980;2,9688E-6;;
;;0,2598;0,0013;0,3549;4,5803E-5;0,4035;3,1777E-5;0,3980;-3,3667E-6;;
;;0,2604;0,0013;0,3558;4,4729E-5;0,4035;3,0154E-5;0,3980;-8,0322E-7;;
;;0,2609;0,0013;0,3566;3,8601E-5;0,4035;3,1777E-5;0,3980;2,5049E-6;;
;;0,2615;0,0012;0,3575;3,9297E-5;0,4035;3,0520E-5;0,3980;-2,6831E-6;;
;;0,2621;0,0012;0,3584;3,3340E-5;0,4035;3,1252E-5;0,3980;8,6914E-7;;
;;0,2628;0,0012;0,3593;3,1216E-5;0,4035;3,0728E-5;0,3980;-2,4756E-6;;
;;0,2635;0,0012;0,3602;2,4807E-5;0,4035;3,2070E-5;0,3980;1,0010E-7;;
;;0,2641;0,0012;0,3612;2,4490E-5;0,4035;3,1643E-5;0,3980;1,3452E-6;;
;;0,2647;0,0011;0,3622;2,1340E-5;0,4035;3,0715E-5;0,3980;-8,1543E-7;;
;;0,2653;0,0011;0,3633;1,7947E-5;0,4035;3,1240E-5;0,3980;1,9775E-7;;
;;0,2659;0,0011;0,3644;1,5054E-5;0,4035;3,0374E-5;0,3980;-1,1328E-6;;
;;0,2665;0,0011;0,3654;1,0562E-5;0,4035;2,9971E-5;0,3980;3,9307E-7;;
;;0,2671;0,0011;0,3663;1,3333E-5;0,4035;3,1655E-5;0,3980;-1,2671E-6;;
;;0,2677;0,0011;0,3671;9,2432E-6;0,4035;3,4561E-5;0,3980;1,1230E-7;;
;;0,2682;0,0011;0,3679;6,7773E-6;0,4035;3,1545E-5;0,3980;-8,3984E-7;;
;;0,2688;0,0010;0,3688;4,3481E-6;0,4035;3,0764E-5;0,3980;-4,1260E-7;;
;;0,2694;0,0010;0,3696;-1,6821E-6;0,4035;3,2485E-5;0,3980;5,1270E-8;;
;;0,2700;0,0010;0,3706;4,9072E-7;0,4035;3,2534E-5;0,3980;1,8579E-6;;
;;0,2707;9,9186E-4;0,3716;-1,0840E-6;0,4035;3,1387E-5;0,3980;1,0400E-6;;
;;0,2715;9,7139E-4;0,3726;-5,6860E-6;0,4035;2,9458E-5;0,3980;5,1514E-7;;
;;0,2722;9,5586E-4;0,3738;-7,8467E-6;0,4035;2,9800E-5;0,3980;-2,9053E-7;;
;;0,2730;9,3803E-4;0,3749;-1,2937E-5;0,4035;2,8884E-5;0,3980;1,0645E-6;;
;;0,2738;9,1948E-4;0,3761;-1,2119E-5;0,4035;3,2974E-5;0,3980;8,7891E-8;;
;;0,2746;9,0348E-4;0,3773;-1,5977E-5;0,4035;3,1289E-5;0,3980;3,6865E-7;;
;;0,2755;8,8396E-4;0,3783;-1,6257E-5;0,4035;3,1558E-5;0,3980;1,8555E-7;;
;;0,2764;8,6361E-4;0,3795;-2,0530E-5;0,4035;2,9678E-5;0,3980;1,6870E-6;;
;;0,2773;8,4708E-4;0,3806;-2,3569E-5;0,4035;3,1399E-5;0,3980;-1,9019E-6;;
;;0,2783;8,2171E-4;0,3816;-2,7854E-5;0,4035;;0,3980;-2,7197E-6;;
;;0,2793;8,0319E-4;0,3826;-3,0222E-5;;;0,3980;-1,9995E-6;;
;;0,2803;7,8710E-4;0,3836;-2,8123E-5;;;0,3980;-1,2671E-6;;
;;0,2813;7,6518E-4;0,3843;-2,9966E-5;;;0,3980;4,1748E-7;;
;;0,2823;7,4458E-4;0,3848;-3,7009E-5;;;0,3980;-3,5156E-7;;
;;0,2832;7,2931E-4;0,3852;-3,0417E-5;;;0,3980;-1,0474E-6;;
;;0,2841;7,1465E-4;0,3853;-3,3250E-5;;;0,3980;-1,4136E-6;;
;;0,2850;6,9865E-4;0,3855;-3,7083E-5;;;0,3980;-9,1309E-7;;
;;0,2859;6,8400E-4;0,3857;-3,4214E-5;;;0,3980;4,5410E-7;;
;;0,2867;6,7145E-4;0,3860;-3,6643E-5;;;0,3980;-7,5439E-7;;
;;0,2875;6,5678E-4;0,3862;-3,7192E-5;;;0,3980;-1,5967E-6;;
;;0,2881;6,4931E-4;0,3866;-3,4897E-5;;;0,3980;4,4189E-7;;
;;0,2886;6,3965E-4;0,3869;-3,7314E-5;;;0,3980;-2,9053E-7;;
;;0,2892;6,3252E-4;0,3873;-3,8608E-5;;;0,3980;-2,5610E-6;;
;;0,2899;6,2332E-4;0,3877;-3,9158E-5;;;0,3980;-2,7563E-6;;
;;0,2905;6,1120E-4;0,3882;-3,8242E-5;;;0,3980;-3,8062E-6;;
;;0,2912;5,9953E-4;0,3888;-4,0476E-5;;;0,3980;-2,3657E-6;;
;;0,2919;5,8891E-4;0,3893;-4,1831E-5;;;0,3980;-1,8286E-6;;
;;0,2926;5,7926E-4;0,3900;-4,2600E-5;;;0,3980;-2,7197E-6;;
;;0,2934;5,6731E-4;0,3906;-4,6494E-5;;;0,3980;7,3486E-7;;
;;0,2943;5,5634E-4;0,3913;-4,4358E-5;;;0,3980;-4,0039E-7;;
;;0,2953;5,4479E-4;0,3920;-4,4724E-5;;;0,3980;-4,0039E-7;;
;;0,2964;5,2847E-4;0,3926;-4,5408E-5;;;0,3980;-2,5488E-6;;
;;0,2975;5,1343E-4;0,3933;-4,7898E-5;;;0,3980;-1,0596E-6;;
;;0,2987;5,0055E-4;0,3939;-4,8105E-5;;;0,3980;-1,4258E-6;;
;;0,2999;4,8535E-4;0,3945;-4,7629E-5;;;0,3980;-1,9507E-6;;
;;0,3010;4,6984E-4;0,3951;-5,1108E-5;;;0,3980;-8,0322E-7;;
;;0,3022;4,5586E-4;0,3955;-5,4099E-5;;;0,3980;5,0293E-7;;
;;0,3033;4,4357E-4;0,3960;-5,3574E-5;;;0,3980;1,4648E-8;;
;;0,3044;4,3329E-4;0,3963;-5,6125E-5;;;0,3980;-1,6699E-6;;
;;0,3055;4,2122E-4;0,3967;-5,3098E-5;;;0,3980;-2,0483E-6;;
;;0,3066;4,0965E-4;0,3972;-5,2866E-5;;;0,3980;-1,9019E-6;;
;;0,3078;3,9672E-4;0,3976;-5,4343E-5;;;0,3980;-6,9336E-7;;
;;0,3090;3,8516E-4;0,3982;-5,5430E-5;;;0,3980;-1,3037E-6;;
;;0,3101;3,7467E-4;0,3988;-5,9470E-5;;;0,3980;1,1499E-6;;
;;0,3112;3,6376E-4;0,3994;-5,8506E-5;;;0,3980;-1,9287E-7;;
;;0,3121;3,5279E-4;0,4001;-5,6016E-5;;;0,3980;-1,3892E-6;;
;;0,3131;3,4468E-4;0,4009;-6,1155E-5;;;0,3980;4,5410E-7;;
;;0,3140;3,4092E-4;0,4017;-6,2632E-5;;;0,3980;1,6992E-6;;
;;0,3148;3,3328E-4;0,4025;-6,4463E-5;;;0,3980;-5,8350E-7;;
;;0,3157;3,2373E-4;0,4031;-6,3328E-5;;;0,3980;-2,1338E-6;;
;;0,3165;3,1763E-4;0,4035;-6,2180E-5;;;0,3980;-1,2915E-6;;
;;0,3172;3,1073E-4;0,4035;-6,6599E-5;;;0,3980;-2,8906E-6;;
;;0,3179;3,0535E-4;0,4035;-6,1814E-5;;;0,3980;-4,9805E-7;;
;;0,3185;3,0224E-4;0,4036;-6,3621E-5;;;0,3980;-6,3232E-7;;
;;0,3192;2,9757E-4;0,4036;-6,3511E-5;;;0,3980;-9,6191E-7;;
;;0,3199;2,9109E-4;0,4036;-6,3364E-5;;;0,3980;1,4648E-8;;
;;0,3207;2,8421E-4;0,4035;-6,3193E-5;;;0,3980;1,7334E-7;;
;;0,3216;2,7946E-4;0,4035;-6,3389E-5;;;0,3980;-5,1025E-7;;
;;0,3224;2,6991E-4;0,4035;-6,2913E-5;;;0,3980;-2,1216E-6;;
;;0,3234;2,6676E-4;0,4035;-6,3340E-5;;;0,3980;-1,9141E-6;;
;;0,3244;2,5896E-4;0,4035;-6,3279E-5;;;0,3980;-4,6387E-8;;
;;0,3254;2,5365E-4;0,4034;-6,3572E-5;;;;;;
;;0,3265;2,4297E-4;0,4034;-6,5000E-5;;;;;;
;;0,3276;2,3780E-4;0,4034;-6,6270E-5;;;;;;
;;0,3287;2,2847E-4;0,4034;-6,7661E-5;;;;;;
;;0,3298;2,2652E-4;0,4034;-6,5769E-5;;;;;;
;;0,3308;2,1775E-4;0,4034;-6,3901E-5;;;;;;
;;0,3318;2,0915E-4;0,4034;-6,3682E-5;;;;;;
;;0,3328;2,0218E-4;0,4034;-6,6025E-5;;;;;;
;;0,3338;1,9743E-4;0,4034;-6,4976E-5;;;;;;
;;0,3348;1,9774E-4;0,4034;-6,5000E-5;;;;;;
;;0,3358;1,9131E-4;0,4034;-6,5940E-5;;;;;;
;;0,3367;1,8540E-4;0,4034;-6,3462E-5;;;;;;
;;0,3375;1,7895E-4;0,4034;-6,4561E-5;;;;;;
;;0,3382;1,7875E-4;0,4034;-6,5916E-5;;;;;;
;;0,3388;1,7031E-4;0,4034;-6,2888E-5;;;;;;
;;0,3394;1,7162E-4;0,4034;-6,5989E-5;;;;;;
;;0,3399;1,6864E-4;0,4034;-6,6355E-5;;;;;;
;;0,3403;1,6601E-4;0,4034;-6,3804E-5;;;;;;
;;0,3406;1,6226E-4;0,4034;-6,3950E-5;;;;;;
;;0,3410;1,6146E-4;0,4034;-6,4976E-5;;;;;;
;;0,3414;1,5835E-4;0,4034;-6,5146E-5;;;;;;
;;0,3418;1,5518E-4;0,4034;-6,5293E-5;;;;;;
;;0,3423;1,5631E-4;0,4034;-6,5208E-5;;;;;;
;;0,3428;1,5557E-4;0,4034;-6,8345E-5;;;;;;
;;0,3433;1,5032E-4;0,4034;-6,6099E-5;;;;;;
;;0,3439;1,4850E-4;0,4034;-6,4988E-5;;;;;;
;;0,3447;1,4600E-4;0,4034;-6,2729E-5;;;;;;
;;0,3455;1,4068E-4;0,4034;-6,5671E-5;;;;;;
;;0,3463;1,3886E-4;0,4034;-6,7417E-5;;;;;;
;;0,3471;1,3312E-4;0,4034;-6,7759E-5;;;;;;
;;0,3479;1,2783E-4;0,4034;-6,6501E-5;;;;;;
;;0,3487;1,2570E-4;0,4034;-6,3938E-5;;;;;;
;;0,3495;1,2157E-4;0,4034;-6,5867E-5;;;;;;
;;0,3503;1,1968E-4;0,4034;-6,3645E-5;;;;;;
;;0,3511;1,1646E-4;0,4034;-6,5012E-5;;;;;;
;;0,3519;1,1144E-4;0,4034;-6,4426E-5;;;;;;
;;0,3527;1,0954E-4;0,4034;-6,3157E-5;;;;;;
;;0,3535;1,0952E-4;0,4034;-6,7112E-5;;;;;;
;;0,3542;1,0159E-4;0,4034;-6,5635E-5;;;;;;
;;0,3550;1,0178E-4;0,4034;-6,7332E-5;;;;;;
;;0,3559;9,8342E-5;0,4034;-6,5977E-5;;;;;;
;;0,3569;9,4766E-5;0,4034;-6,8833E-5;;;;;;
;;0,3578;9,0774E-5;0,4034;-6,6135E-5;;;;;;
;;0,3586;8,9126E-5;0,4034;-6,4512E-5;;;;;;
;;0,3595;8,7124E-5;0,4034;-6,3657E-5;;;;;;
;;0,3603;8,3633E-5;0,4034;-6,5183E-5;;;;;;
;;0,3610;8,2693E-5;0,4034;-6,6074E-5;;;;;;
;;0,3616;7,6809E-5;0,4034;-6,2498E-5;;;;;;
;;0,3622;7,7749E-5;0,4034;-6,0740E-5;;;;;;
;;0,3627;7,6370E-5;0,4034;-6,5574E-5;;;;;;
;;0,3633;7,1230E-5;0,4034;-6,5977E-5;;;;;;
;;0,3638;7,1572E-5;0,4034;-6,7039E-5;;;;;;
;;0,3645;7,1157E-5;0,4034;-6,5159E-5;;;;;;
;;0,3653;6,9375E-5;0,4034;-6,2473E-5;;;;;;
;;0,3661;6,5664E-5;0,4034;-6,4512E-5;;;;;;
;;0,3670;6,2087E-5;0,4034;-6,3340E-5;;;;;;
;;0,3680;5,7607E-5;0,4034;-6,4817E-5;;;;;;
;;0,3689;5,3823E-5;0,4034;-6,3364E-5;;;;;;
;;0,3697;5,5483E-5;0,4034;-6,6404E-5;;;;;;
;;0,3706;5,1736E-5;0,4034;-6,3547E-5;;;;;;
;;0,3715;4,7036E-5;0,4034;-6,6282E-5;;;;;;
;;0,3724;4,5437E-5;0,4034;-6,4365E-5;;;;;;
;;0,3734;4,7061E-5;0,4034;-6,9456E-5;;;;;;
;;0,3742;4,5669E-5;0,4034;-6,9358E-5;;;;;;
;;0,3751;4,0078E-5;0,4034;-6,5403E-5;;;;;;
;;0,3759;3,7832E-5;0,4034;-6,6355E-5;;;;;;
;;0,3766;3,5671E-5;0,4034;-6,6147E-5;;;;;;
;;0,3774;3,5537E-5;0,4034;-6,7600E-5;;;;;;
;;0,3781;3,4390E-5;0,4034;-6,5256E-5;;;;;;
;;0,3789;3,2437E-5;0,4034;-6,5500E-5;;;;;;
;;0,3797;3,0483E-5;0,4034;-6,4609E-5;;;;;;
;;0,3805;2,6187E-5;0,4034;-6,5366E-5;;;;;;
;;0,3813;2,9275E-5;0,4034;-6,5024E-5;;;;;;
;;0,3821;2,2512E-5;0,4034;-6,6453E-5;;;;;;
;;0,3827;2,4124E-5;0,4034;-6,5244E-5;;;;;;
;;0,3834;2,0083E-5;0,4034;-6,4634E-5;;;;;;
;;0,3839;2,1523E-5;0,4034;-6,4780E-5;;;;;;
;;0,3845;1,6897E-5;0,4034;-6,5867E-5;;;;;;
;;0,3850;1,8594E-5;0,4034;-6,4438E-5;;;;;;
;;0,3856;1,9241E-5;0,4034;-6,5134E-5;;;;;;
;;0,3862;1,2661E-5;0,4034;-6,3804E-5;;;;;;
;;0,3869;1,2368E-5;0,4034;-6,6794E-5;;;;;;
;;0,3877;1,2966E-5;0,4034;-6,4683E-5;;;;;;
;;0,3884;1,0793E-5;0,4034;-6,6831E-5;;;;;;
;;0,3893;7,9736E-6;0,4034;-6,6355E-5;;;;;;
;;0,3902;7,9004E-6;0,4034;-6,4670E-5;;;;;;
;;0,3910;6,5820E-6;0,4034;-6,6685E-5;;;;;;
;;0,3919;3,6401E-6;0,4034;-6,5452E-5;;;;;;
;;0,3928;3,4448E-6;0,4034;-6,5159E-5;;;;;;
;;0,3937;-1,2549E-6;0,4034;-6,6660E-5;;;;;;
;;0,3946;-3,1494E-7;0,4034;-6,9773E-5;;;;;;
;;0,3956;-2,0361E-6;0,4034;-6,8735E-5;;;;;;
;;0,3966;-4,6240E-6;0,4034;-6,6233E-5;;;;;;
;;0,3975;-4,6851E-6;0,4034;-6,5659E-5;;;;;;
;;0,3984;-6,3696E-6;0,4034;-6,5830E-5;;;;;;
;;0,3992;-9,1406E-6;0,4034;-6,5952E-5;;;;;;
;;0,4000;-9,3359E-6;0,4034;-6,9260E-5;;;;;;
;;0,4007;-1,2266E-5;0,4034;-6,7344E-5;;;;;;
;;0,4014;-8,4326E-6;0,4034;-6,6001E-5;;;;;;
;;0,4021;-1,3743E-5;0,4034;-6,6636E-5;;;;;;
;;0,4026;-1,1790E-5;0,4034;-6,6624E-5;;;;;;
;;0,4029;-1,5342E-5;0,4034;-6,6147E-5;;;;;;
;;0,4030;-1,4854E-5;0,4034;-6,3901E-5;;;;;;
;;0,4030;-1,5049E-5;0,4034;-6,6721E-5;;;;;;
;;0,4030;-1,5757E-5;0,4034;-6,7930E-5;;;;;;
;;0,4030;-1,8369E-5;0,4034;-6,5391E-5;;;;;;
;;0,4030;-1,6782E-5;0,4034;-6,9395E-5;;;;;;
;;0,4029;-1,3230E-5;0,4034;-6,8906E-5;;;;;;
;;0,4029;-1,5598E-5;0,4034;-6,5903E-5;;;;;;
;;0,4029;-1,5354E-5;0,4034;;;;;;;
;;0,4029;-1,4951E-5;;;;;;;;
;;0,4029;-1,2375E-5;;;;;;;;
;;0,4029;-1,4146E-5;;;;;;;;
;;0,4029;-1,3145E-5;;;;;;;;
;;0,4029;-1,4353E-5;;;;;;;;
;;0,4029;-1,4463E-5;;;;;;;;
;;0,4029;-1,6392E-5;;;;;;;;
;;0,4029;-1,6257E-5;;;;;;;;
;;0,4029;-1,6514E-5;;;;;;;;
;;0,4029;-1,8296E-5;;;;;;;;
;;0,4029;-1,4243E-5;;;;;;;;
;;0,4029;-1,6135E-5;;;;;;;;
;;0,4029;-1,5439E-5;;;;;;;;
;;0,4029;-1,4841E-5;;;;;;;;
;;0,4029;-1,8052E-5;;;;;;;;
;;0,4029;-1,3840E-5;;;;;;;;
;;0,4029;-1,5842E-5;;;;;;;;
;;0,4029;-1,2974E-5;;;;;;;;
;;0,4029;-1,7649E-5;;;;;;;;
;;0,4029;-1,7161E-5;;;;;;;;
;;0,4029;-1,7808E-5;;;;;;;;
;;0,4029;-1,6208E-5;;;;;;;;
;;0,4029;-1,7698E-5;;;;;;;;
;;0,4029;-1,8687E-5;;;;;;;;
;;0,4029;-1,3840E-5;;;;;;;;
;;0,4029;-1,7332E-5;;;;;;;;
;;0,4029;-1,8503E-5;;;;;;;;
;;0,4029;-1,7881E-5;;;;;;;;
;;0,4029;-1,7283E-5;;;;;;;;
;;0,4029;-1,7063E-5;;;;;;;;
;;0,4029;-1,5989E-5;;;;;;;;
;;0,4029;-1,7209E-5;;;;;;;;
;;0,4029;-1,6575E-5;;;;;;;;
;;0,4029;-1,6489E-5;;;;;;;;
;;0,4029;-1,7515E-5;;;;;;;;
;;0,4029;-1,2180E-5;;;;;;;;
;;0,4029;-1,8894E-5;;;;;;;;
;;0,4029;-1,5647E-5;;;;;;;;
;;0,4029;-1,6917E-5;;;;;;;;
;;0,4029;-1,8601E-5;;;;;;;;
;;;;;;;;;;;
