"Time (s)";"Magnetic Field x (µT)";"Magnetic Field y (µT)";"Magnetic Field z (µT)";"Absolute field (µT)"
3.311333440E-1;-1.415199995E0;8.649800301E0;-4.851939774E1;4.930470356E1
3.411333440E-1;-1.354200006E0;8.625399590E0;-4.845840073E1;4.923868374E1
3.511333440E-1;-1.415199995E0;8.661999702E0;-4.862919998E1;4.941489776E1
3.611333440E-1;-1.378600001E0;8.661999702E0;-4.872679901E1;4.950991536E1
3.711333440E-1;-1.305400014E0;8.686399460E0;-4.887319946E1;4.965629095E1
3.811333440E-1;-1.244400024E0;8.674200058E0;-4.898299789E1;4.976067082E1
3.911333440E-1;-1.305400014E0;8.637599945E0;-4.890979767E1;4.968380531E1
4.011333440E-1;-1.281000018E0;8.637599945E0;-4.895859909E1;4.973121272E1
4.111333440E-1;-1.195600033E0;8.698599815E0;-4.911719894E1;4.989583480E1
4.211333440E-1;-1.146799922E0;8.735199928E0;-4.927579880E1;5.005719943E1
4.311333440E-1;-1.146799922E0;8.735199928E0;-4.936119843E1;5.014126821E1
4.411333440E-1;-1.232200027E0;8.747400284E0;-4.926359940E1;5.004935119E1
4.511333440E-1;-1.293200016E0;8.747400284E0;-4.906839752E1;4.985877068E1
4.611333440E-1;-1.366400003E0;8.735199928E0;-4.895859909E1;4.975052956E1
4.711333440E-1;-1.244400024E0;8.783999443E0;-4.895859909E1;4.975592028E1
4.811333440E-1;-1.183400035E0;8.710800171E0;-4.887319946E1;4.965750800E1
4.911333440E-1;-1.171200037E0;8.637599945E0;-4.869020081E1;4.946428506E1
5.011333440E-1;-1.183400035E0;8.637599945E0;-4.865359879E1;4.942854685E1
5.111333440E-1;-1.146799922E0;8.625399590E0;-4.850719833E1;4.928144639E1
5.211333440E-1;-1.097999930E0;8.625399590E0;-4.855599976E1;4.932837149E1
5.311333440E-1;-1.097999930E0;8.649800301E0;-4.865359879E1;4.942870951E1
5.411333440E-1;-1.073599935E0;8.686399460E0;-4.881219864E1;4.959069357E1
5.511333440E-1;-1.232200027E0;8.710800171E0;-4.875119781E1;4.953862781E1
5.611333440E-1;-1.329800010E0;8.710800171E0;-4.884880066E1;4.963720110E1
5.711333440E-1;-1.390799999E0;8.759599686E0;-4.884880066E1;4.964745952E1
5.811333440E-1;-1.451799989E0;8.783999443E0;-4.881219864E1;4.961750805E1
5.911333440E-1;-1.476199985E0;8.771800041E0;-4.879999924E1;4.960406806E1
6.011333440E-1;-1.402999997E0;8.771800041E0;-4.876339722E1;4.956593380E1
6.111333440E-1;-1.268800020E0;8.771800041E0;-4.889759827E1;4.969436030E1
6.211333440E-1;-1.146799922E0;8.796199799E0;-4.882439804E1;4.962368512E1
6.311333440E-1;-1.024799943E0;8.747400284E0;-4.888539886E1;4.967242141E1
6.411333440E-1;-1.024799943E0;8.747400284E0;-4.872679901E1;4.951634244E1
6.511333440E-1;-1.024799943E0;8.759599686E0;-4.877560043E1;4.956652095E1
6.611333440E-1;-9.759999514E-1;8.735199928E0;-4.879999924E1;4.958524195E1
6.711333440E-1;-9.759999514E-1;8.698599815E0;-4.879999924E1;4.957880737E1
6.811333440E-1;-1.024799943E0;8.588799477E0;-4.878779984E1;4.954863373E1
6.911333440E-1;-1.134599924E0;8.576600075E0;-4.856819916E1;4.933270067E1
7.011333440E-1;-1.305400014E0;8.503399849E0;-4.840959930E1;4.916809111E1
7.111333440E-1;-1.378600001E0;8.515600204E0;-4.833639908E1;4.910013707E1
7.211333440E-1;-1.220000029E0;8.527799606E0;-4.842179871E1;4.918213452E1
7.311333440E-1;-1.171200037E0;8.479000092E0;-4.844619751E1;4.919653652E1
7.411333440E-1;-1.036999941E0;8.430199623E0;-4.844619751E1;4.918513686E1
7.511333440E-1;-9.759999514E-1;8.466799736E0;-4.843399811E1;4.917816026E1
7.611333440E-1;-9.759999514E-1;8.479000092E0;-4.839739990E1;4.914421976E1
7.711333440E-1;-9.393999577E-1;8.454599380E0;-4.840959930E1;4.915131766E1
7.811333440E-1;-8.783999681E-1;8.491199493E0;-4.839739990E1;4.914448466E1
7.911333440E-1;-8.661999702E-1;8.515600204E0;-4.833639908E1;4.908842252E1
8.011333440E-1;-9.759999514E-1;8.454599380E0;-4.821439743E1;4.895978907E1
8.111333440E-1;-9.393999577E-1;8.515600204E0;-4.829980087E1;4.905373262E1
8.211333440E-1;-1.073599935E0;8.613200188E0;-4.827539825E1;4.904950470E1
8.311333440E-1;-1.195600033E0;8.613200188E0;-4.826319885E1;4.904032056E1
8.411333440E-1;-1.158999920E0;8.722999573E0;-4.842179871E1;4.921488182E1
8.511333440E-1;-1.207800031E0;8.771800041E0;-4.855599976E1;4.935674593E1
8.611333440E-1;-1.220000029E0;8.735199928E0;-4.873899841E1;4.953061764E1
8.711333440E-1;-1.207800031E0;8.686399460E0;-4.893420029E1;4.971386400E1
8.811333440E-1;-1.244400024E0;8.698599815E0;-4.908060074E1;4.986100219E1
8.911333440E-1;-1.354200006E0;8.686399460E0;-4.903179932E1;4.981370030E1
9.011333440E-1;-1.305400014E0;8.625399590E0;-4.908060074E1;4.984984409E1
9.111333440E-1;-1.183400035E0;8.613200188E0;-4.915379715E1;4.991676499E1
9.211333440E-1;-1.183400035E0;8.576600075E0;-4.915379715E1;4.991046262E1
9.311333440E-1;-1.146799922E0;8.600999832E0;-4.909280014E1;4.985373982E1
9.411333440E-1;-1.195600033E0;8.625399590E0;-4.895859909E1;4.972696856E1
9.511333440E-1;-1.097999930E0;8.576600075E0;-4.888539886E1;4.964419296E1
9.611333440E-1;-1.024799943E0;8.588799477E0;-4.893420029E1;4.969279273E1
9.711333440E-1;-9.515999556E-1;8.515600204E0;-4.898299789E1;4.972680436E1
9.811333440E-1;-1.000399947E0;8.503399849E0;-4.897079849E1;4.971365722E1
9.911333440E-1;-1.085799932E0;8.503399849E0;-4.890979767E1;4.965536304E1
1.001133344E0;-1.158999920E0;8.454599380E0;-4.873899841E1;4.948043551E1
1.011133344E0;-1.195600033E0;8.332599640E0;-4.870240021E1;4.942454312E1
1.021133344E0;-1.244400024E0;8.283800125E0;-4.876339722E1;4.947765944E1
1.031133344E0;-1.342000008E0;8.283800125E0;-4.865359879E1;4.937200607E1
1.041133344E0;-1.439599991E0;8.259399414E0;-4.844619751E1;4.916629109E1
1.051133344E0;-1.524999976E0;8.308199883E0;-4.823880005E1;4.897278469E1
1.061133344E0;-1.500599980E0;8.332599640E0;-4.818999863E1;4.892811037E1
1.071133344E0;-1.463999987E0;8.295999527E0;-4.825099945E1;4.898087231E1
1.081133344E0;-1.378600001E0;8.295999527E0;-4.845840073E1;4.918272814E1
1.091133344E0;-1.366400003E0;8.405799866E0;-4.849499893E1;4.923707385E1
1.101133344E0;-1.293200016E0;8.466799736E0;-4.847060013E1;4.922152111E1
1.111133344E0;-1.281000018E0;8.515600204E0;-4.851939774E1;4.927766598E1
1.121133344E0;-1.207800031E0;8.539999962E0;-4.851939774E1;4.928003994E1
1.131133344E0;-1.110199928E0;8.539999962E0;-4.864139938E1;4.939787321E1
1.141133344E0;-1.085799932E0;8.527799606E0;-4.881219864E1;4.956342466E1
1.151133344E0;-1.036999941E0;8.600999832E0;-4.892200089E1;4.968314339E1
1.161133344E0;-1.073599935E0;8.637599945E0;-4.889759827E1;4.966624473E1
1.171133344E0;-1.110199928E0;8.649800301E0;-4.903179932E1;4.980129449E1
1.181133344E0;-1.171200037E0;8.661999702E0;-4.906839752E1;4.984084253E1
1.191133344E0;-1.232200027E0;8.649800301E0;-4.910499954E1;4.987623023E1
1.201133344E0;-1.244400024E0;8.625399590E0;-4.923920059E1;5.000444905E1
1.211133344E0;-1.268800020E0;8.661999702E0;-4.939780045E1;5.016754709E1
1.221133344E0;-1.293200016E0;8.722999573E0;-4.930019760E1;5.008265739E1
1.231133344E0;-1.378600001E0;8.710800171E0;-4.912939835E1;4.991469082E1
1.241133344E0;-1.366400003E0;8.686399460E0;-4.893420029E1;4.971797001E1
1.251133344E0;-1.329800010E0;8.661999702E0;-4.878779984E1;4.956861930E1
1.261133344E0;-1.342000008E0;8.600999832E0;-4.865359879E1;4.942621609E1
1.271133344E0;-1.293200016E0;8.613200188E0;-4.858039856E1;4.935498666E1
1.281133344E0;-1.317600012E0;8.661999702E0;-4.858039856E1;4.936417155E1
1.291133344E0;-1.402999997E0;8.661999702E0;-4.840959930E1;4.919845478E1
1.301133344E0;-1.427399993E0;8.625399590E0;-4.827539825E1;4.906066719E1
1.311133344E0;-1.390799999E0;8.661999702E0;-4.837299728E1;4.916209342E1
1.321133344E0;-1.476199985E0;8.686399460E0;-4.853160095E1;4.932493277E1
1.331133344E0;-1.439599991E0;8.747400284E0;-4.870240021E1;4.950265898E1
1.341133344E0;-1.378600001E0;8.845000267E0;-4.881219864E1;4.962625619E1
1.351133344E0;-1.415199995E0;8.845000267E0;-4.887319946E1;4.968728657E1
1.361133344E0;-1.415199995E0;8.820599556E0;-4.884880066E1;4.965894777E1
1.371133344E0;-1.402999997E0;8.808400154E0;-4.879999924E1;4.960842920E1
1.381133344E0;-1.354200006E0;8.857199669E0;-4.895859909E1;4.977176176E1
1.391133344E0;-1.354200006E0;8.857199669E0;-4.898299789E1;4.979576213E1
1.401133344E0;-1.281000018E0;8.881599426E0;-4.890979767E1;4.972617095E1
1.411133344E0;-1.329800010E0;8.808400154E0;-4.866579819E1;4.947439939E1
1.421133344E0;-1.329800010E0;8.747400284E0;-4.858039856E1;4.937955553E1
1.431133344E0;-1.329800010E0;8.735199928E0;-4.853160095E1;4.932938654E1
1.441133344E0;-1.354200006E0;8.722999573E0;-4.844619751E1;4.924386898E1
1.451133344E0;-1.354200006E0;8.722999573E0;-4.843399811E1;4.923186724E1
1.461133344E0;-1.378600001E0;8.686399460E0;-4.834859848E1;4.914204970E1
1.471133344E0;-1.427399993E0;8.600999832E0;-4.820219803E1;4.898435019E1
1.481133344E0;-1.390799999E0;8.552199364E0;-4.814119720E1;4.891471463E1
1.491133344E0;-1.415199995E0;8.576600075E0;-4.818999863E1;4.896771209E1
1.501133344E0;-1.354200006E0;8.564399719E0;-4.825099945E1;4.902388957E1
1.511133344E0;-1.342000008E0;8.576600075E0;-4.822660065E1;4.900167388E1
1.521133344E0;-1.171200037E0;8.613200188E0;-4.845840073E1;4.923185481E1
1.531133344E0;-1.146799922E0;8.625399590E0;-4.851939774E1;4.929345418E1
1.541133344E0;-1.183400035E0;8.600999832E0;-4.853160095E1;4.930206816E1
1.551133344E0;-1.146799922E0;8.576600075E0;-4.849499893E1;4.926091900E1
1.561133344E0;-1.183400035E0;8.613200188E0;-4.861700058E1;4.938826175E1
1.571133344E0;-1.183400035E0;8.613200188E0;-4.862919998E1;4.940027069E1
1.581133344E0;-1.281000018E0;8.588799477E0;-4.859259796E1;4.936242512E1
1.591133344E0;-1.317600012E0;8.588799477E0;-4.862919998E1;4.939941940E1
1.601133344E0;-1.451799989E0;8.564399719E0;-4.845840073E1;4.923081623E1
1.611133344E0;-1.451799989E0;8.515600204E0;-4.840959930E1;4.917430706E1
1.621133344E0;-1.476199985E0;8.479000092E0;-4.837299728E1;4.913267218E1
1.631133344E0;-1.512799978E0;8.503399849E0;-4.847060013E1;4.923408829E1
1.641133344E0;-1.585999966E0;8.503399849E0;-4.847060013E1;4.923639184E1
1.651133344E0;-1.622599959E0;8.491199493E0;-4.856819916E1;4.933156463E1
1.661133344E0;-1.549399972E0;8.576600075E0;-4.866579819E1;4.944005079E1
1.671133344E0;-1.573799968E0;8.613200188E0;-4.870240021E1;4.948320776E1
1.681133344E0;-1.585999966E0;8.661999702E0;-4.867799759E1;4.946810168E1
1.691133344E0;-1.500599980E0;8.735199928E0;-4.882439804E1;4.962234741E1
1.701133344E0;-1.415199995E0;8.820599556E0;-4.893420029E1;4.974295654E1
1.711133344E0;-1.329800010E0;8.881599426E0;-4.895859909E1;4.977545179E1
1.721133344E0;-1.256600022E0;8.881599426E0;-4.890979767E1;4.972554836E1
1.731133344E0;-1.134599924E0;8.857199669E0;-4.884880066E1;4.965825841E1
1.741133344E0;-1.146799922E0;8.783999443E0;-4.884880066E1;4.964553477E1
1.751133344E0;-1.110199928E0;8.735199928E0;-4.884880066E1;4.963609158E1
1.761133344E0;-1.049199939E0;8.674200058E0;-4.879999924E1;4.957602740E1
1.771133344E0;-1.097999930E0;8.576600075E0;-4.878779984E1;4.954808862E1
1.781133344E0;-1.085799932E0;8.539999962E0;-4.881219864E1;4.956552529E1
1.791133344E0;-1.024799943E0;8.491199493E0;-4.888539886E1;4.962794481E1
1.801133344E0;-9.515999556E-1;8.466799736E0;-4.893420029E1;4.967039559E1
1.811133344E0;-1.012599945E0;8.405799866E0;-4.895859909E1;4.968528208E1
1.821133344E0;-9.515999556E-1;8.381400108E0;-4.892200089E1;4.964388765E1
1.831133344E0;-9.149999619E-1;8.369199753E0;-4.886100006E1;4.958102516E1
1.841133344E0;-9.515999556E-1;8.381400108E0;-4.886100006E1;4.958377494E1
1.851133344E0;-9.271999598E-1;8.430199623E0;-4.886100006E1;4.959158490E1
1.861133344E0;-9.759999514E-1;8.418000221E0;-4.878779984E1;4.951832708E1
1.871133344E0;-1.073599935E0;8.442399979E0;-4.862919998E1;4.936826739E1
1.881133344E0;-1.110199928E0;8.405799866E0;-4.858039856E1;4.931475580E1
1.891133344E0;-1.036999941E0;8.491199493E0;-4.860479736E1;4.935182027E1
1.901133344E0;-1.049199939E0;8.503399849E0;-4.861700058E1;4.936619668E1
1.911133344E0;-1.061399937E0;8.539999962E0;-4.862919998E1;4.938478774E1
1.921133344E0;-1.036999941E0;8.552199364E0;-4.881219864E1;4.956658369E1
1.931133344E0;-1.085799932E0;8.503399849E0;-4.872679901E1;4.947512216E1
1.941133344E0;-9.882000089E-1;8.552199364E0;-4.883659744E1;4.958961487E1
1.951133344E0;-9.759999514E-1;8.613200188E0;-4.895859909E1;4.972005851E1
1.961133344E0;-1.073599935E0;8.686399460E0;-4.899519730E1;4.977082992E1
1.971133344E0;-1.097999930E0;8.661999702E0;-4.906839752E1;4.983917614E1
1.981133344E0;-1.134599924E0;8.722999573E0;-4.915379715E1;4.993469548E1
1.991133344E0;-1.171200037E0;8.722999573E0;-4.914159775E1;4.992353213E1
2.001133344E0;-1.195600033E0;8.710800171E0;-4.909280014E1;4.987394635E1
2.011133344E0;-1.293200016E0;8.710800171E0;-4.906839752E1;4.985236244E1
2.021133344E0;-1.439599991E0;8.686399460E0;-4.892200089E1;4.970802907E1
2.031133344E0;-1.463999987E0;8.661999702E0;-4.882439804E1;4.960842044E1
2.041133344E0;-1.439599991E0;8.600999832E0;-4.881219864E1;4.958508225E1
2.051133344E0;-1.451799989E0;8.588799477E0;-4.864139938E1;4.941518930E1
2.061133344E0;-1.524999976E0;8.539999962E0;-4.848279953E1;4.925280778E1
2.071133344E0;-1.415199995E0;8.576600075E0;-4.848279953E1;4.925589011E1
2.081133344E0;-1.281000018E0;8.564399719E0;-4.855599976E1;4.932215543E1
2.091133344E0;-1.097999930E0;8.613200188E0;-4.864139938E1;4.941030819E1
2.101133344E0;-1.097999930E0;8.588799477E0;-4.859259796E1;4.935801512E1
2.111133344E0;-1.036999941E0;8.600999832E0;-4.858039856E1;4.934681034E1
2.121133344E0;-9.027999640E-1;8.600999832E0;-4.862919998E1;4.939221939E1
2.131133344E0;-8.417999744E-1;8.588799477E0;-4.877560043E1;4.953317375E1
2.141133344E0;-7.563999891E-1;8.564399719E0;-4.882439804E1;4.957562836E1
2.151133344E0;-7.441999912E-1;8.539999962E0;-4.895859909E1;4.970341898E1
2.161133344E0;-7.929999828E-1;8.539999962E0;-4.886100006E1;4.960804144E1
2.171133344E0;-9.759999514E-1;8.503399849E0;-4.866579819E1;4.941275441E1
2.181133344E0;-1.012599945E0;8.552199364E0;-4.872679901E1;4.948198070E1
2.191133344E0;-1.134599924E0;8.515600204E0;-4.873899841E1;4.949032966E1
2.201133344E0;-1.293200016E0;8.527799606E0;-4.865359879E1;4.941222933E1
2.211133344E0;-1.293200016E0;8.515600204E0;-4.864139938E1;4.939811279E1
2.221133344E0;-1.244400024E0;8.491199493E0;-4.864139938E1;4.939265871E1
2.231133344E0;-1.281000018E0;8.430199623E0;-4.860479736E1;4.934709265E1
2.241133344E0;-1.366400003E0;8.393599510E0;-4.862919998E1;4.936718194E1
2.251133344E0;-1.232200027E0;8.454599380E0;-4.888539886E1;4.962641222E1
2.261133344E0;-1.061399937E0;8.430199623E0;-4.898299789E1;4.971447393E1
2.271133344E0;-9.759999514E-1;8.405799866E0;-4.904399872E1;4.976870360E1
2.281133344E0;-9.637999535E-1;8.442399979E0;-4.904399872E1;4.977466060E1
2.291133344E0;-1.073599935E0;8.503399849E0;-4.899519730E1;4.973921777E1
2.301133344E0;-1.073599935E0;8.600999832E0;-4.919039917E1;4.994822505E1
2.311133344E0;-1.061399937E0;8.674200058E0;-4.923920059E1;5.000867116E1
2.321133344E0;-1.097999930E0;8.710800171E0;-4.919039917E1;4.996777976E1
2.331133344E0;-1.232200027E0;8.710800171E0;-4.894639969E1;4.973073898E1
2.341133344E0;-1.305400014E0;8.735199928E0;-4.892200089E1;4.971287517E1
2.351133344E0;-1.366400003E0;8.771800041E0;-4.894639969E1;4.974496525E1
2.361133344E0;-1.342000008E0;8.722999573E0;-4.894639969E1;4.973571884E1
2.371133344E0;-1.281000018E0;8.722999573E0;-4.894639969E1;4.973411028E1
2.381133344E0;-1.354200006E0;8.686399460E0;-4.875119781E1;4.953752801E1
2.391133344E0;-1.463999987E0;8.661999702E0;-4.856819916E1;4.935629144E1
2.401133344E0;-1.378600001E0;8.649800301E0;-4.855599976E1;4.933968682E1
2.411133344E0;-1.366400003E0;8.600999832E0;-4.860479736E1;4.937884743E1
2.421133344E0;-1.402999997E0;8.576600075E0;-4.842179871E1;4.919549845E1
2.431133344E0;-1.317600012E0;8.552199364E0;-4.838520050E1;4.915286168E1
2.441133344E0;-1.317600012E0;8.564399719E0;-4.833639908E1;4.910694949E1
2.451133344E0;-1.317600012E0;8.552199364E0;-4.834859848E1;4.911683173E1
2.461133344E0;-1.366400003E0;8.539999962E0;-4.831200027E1;4.908001649E1
2.471133344E0;-1.305400014E0;8.539999962E0;-4.826319885E1;4.903031748E1
2.481133344E0;-1.366400003E0;8.539999962E0;-4.827539825E1;4.904398765E1
2.491133344E0;-1.366400003E0;8.539999962E0;-4.832419968E1;4.909202504E1
2.501133344E0;-1.427399993E0;8.552199364E0;-4.836079788E1;4.913190772E1
2.511133344E0;-1.329800010E0;8.539999962E0;-4.842179871E1;4.918709747E1
2.521133344E0;-1.232200027E0;8.564399719E0;-4.864139938E1;4.940498956E1
2.531133344E0;-1.220000029E0;8.527799606E0;-4.867799759E1;4.943439304E1
2.541133344E0;-1.110199928E0;8.564399719E0;-4.875119781E1;4.951020879E1
2.551133344E0;-1.122399926E0;8.539999962E0;-4.881219864E1;4.956634056E1
2.561133344E0;-1.085799932E0;8.527799606E0;-4.879999924E1;4.955141020E1
2.571133344E0;-1.036999941E0;8.576600075E0;-4.881219864E1;4.957079961E1
2.581133344E0;-9.515999556E-1;8.527799606E0;-4.893420029E1;4.968082997E1
2.591133344E0;-1.085799932E0;8.588799477E0;-4.884880066E1;4.960999661E1
2.601133344E0;-1.220000029E0;8.588799477E0;-4.881219864E1;4.957707749E1
2.611133344E0;-1.244400024E0;8.588799477E0;-4.882439804E1;4.958969502E1
2.621133344E0;-1.305400014E0;8.588799477E0;-4.898299789E1;4.974741831E1
2.631133344E0;-1.293200016E0;8.637599945E0;-4.904399872E1;4.981560307E1
2.641133344E0;-1.244400024E0;8.722999573E0;-4.915379715E1;4.993731097E1
2.651133344E0;-1.220000029E0;8.698599815E0;-4.932460022E1;5.010060105E1
2.661133344E0;-1.171200037E0;8.686399460E0;-4.936119843E1;5.013335372E1
2.671133344E0;-1.220000029E0;8.625399590E0;-4.944659805E1;5.020808677E1
2.681133344E0;-1.195600033E0;8.588799477E0;-4.927579880E1;5.003300194E1
2.691133344E0;-1.183400035E0;8.613200188E0;-4.916600037E1;4.992878173E1
2.701133344E0;-1.073599935E0;8.588799477E0;-4.910499954E1;4.986202035E1
2.711133344E0;-9.759999514E-1;8.539999962E0;-4.910499954E1;4.985163142E1
2.721133344E0;-9.515999556E-1;8.466799736E0;-4.900740051E1;4.974251245E1
2.731133344E0;-8.905999660E-1;8.515600204E0;-4.895859909E1;4.970164021E1
2.741133344E0;-8.783999681E-1;8.564399719E0;-4.888539886E1;4.963771501E1
2.751133344E0;-8.051999807E-1;8.479000092E0;-4.867799759E1;4.941749932E1
2.761133344E0;-7.807999849E-1;8.466799736E0;-4.865359879E1;4.939098117E1
2.771133344E0;-8.417999744E-1;8.466799736E0;-4.859259796E1;4.933189538E1
2.781133344E0;-9.393999577E-1;8.430199623E0;-4.839739990E1;4.913511021E1
2.791133344E0;-1.036999941E0;8.430199623E0;-4.823880005E1;4.898086835E1
2.801133344E0;-1.122399926E0;8.479000092E0;-4.822660065E1;4.897916122E1
2.811133344E0;-1.317600012E0;8.442399979E0;-4.801919937E1;4.877349378E1
2.821133344E0;-1.451799989E0;8.454599380E0;-4.799480057E1;4.875539822E1
2.831133344E0;-1.500599980E0;8.539999962E0;-4.804359818E1;4.881977801E1
2.841133344E0;-1.488399982E0;8.527799606E0;-4.801919937E1;4.879325987E1
2.851133344E0;-1.390799999E0;8.527799606E0;-4.815340042E1;4.892246583E1
2.861133344E0;-1.329800010E0;8.564399719E0;-4.837299728E1;4.914330246E1
2.871133344E0;-1.232200027E0;8.588799477E0;-4.858039856E1;4.934917342E1
2.881133344E0;-1.146799922E0;8.564399719E0;-4.869020081E1;4.945098328E1
2.891133344E0;-1.000399947E0;8.600999832E0;-4.883659744E1;4.959829884E1
2.901133344E0;-9.271999598E-1;8.539999962E0;-4.886100006E1;4.961036813E1
2.911133344E0;-9.027999640E-1;8.552199364E0;-4.900740051E1;4.975621033E1
2.921133344E0;-9.271999598E-1;8.527799606E0;-4.914159775E1;4.988466393E1
2.931133344E0;-9.637999535E-1;8.576600075E0;-4.916600037E1;4.991775807E1
2.941133344E0;-9.882000089E-1;8.588799477E0;-4.906839752E1;4.982420748E1
2.951133344E0;-1.110199928E0;8.576600075E0;-4.908060074E1;4.983669312E1
2.961133344E0;-1.244400024E0;8.588799477E0;-4.901959991E1;4.978189614E1
2.971133344E0;-1.305400014E0;8.515600204E0;-4.895859909E1;4.971080306E1
2.981133344E0;-1.354200006E0;8.491199493E0;-4.892200089E1;4.967188840E1
2.991133344E0;-1.366400003E0;8.527799606E0;-4.886100006E1;4.961842140E1
3.001133344E0;-1.293200016E0;8.564399719E0;-4.888539886E1;4.964678772E1
3.011133344E0;-1.317600012E0;8.552199364E0;-4.876339722E1;4.952519654E1
3.021133344E0;-1.366400003E0;8.539999962E0;-4.866579819E1;4.942831741E1
3.031133344E0;-1.281000018E0;8.552199364E0;-4.855599976E1;4.932003840E1
3.041133344E0;-1.195600033E0;8.527799606E0;-4.850719833E1;4.926561799E1
3.051133344E0;-1.171200037E0;8.515600204E0;-4.848279953E1;4.923889729E1
3.061133344E0;-1.122399926E0;8.539999962E0;-4.844619751E1;4.920594917E1
3.071133344E0;-1.122399926E0;8.503399849E0;-4.833639908E1;4.909149689E1
3.081133344E0;-1.158999920E0;8.503399849E0;-4.822660065E1;4.898424338E1
3.091133344E0;-1.122399926E0;8.503399849E0;-4.823880005E1;4.899540204E1
3.101133344E0;-1.097999930E0;8.491199493E0;-4.827539825E1;4.902876859E1
3.111133344E0;-1.158999920E0;8.466799736E0;-4.826319885E1;4.901394028E1
3.121133344E0;-1.220000029E0;8.491199493E0;-4.826319885E1;4.901964129E1
3.131133344E0;-1.146799922E0;8.625399590E0;-4.847060013E1;4.924542359E1
3.141133344E0;-1.097999930E0;8.637599945E0;-4.864139938E1;4.941456739E1
3.151133344E0;-1.073599935E0;8.686399460E0;-4.872679901E1;4.950663687E1
3.161133344E0;-1.110199928E0;8.686399460E0;-4.876339722E1;4.954346564E1
3.171133344E0;-1.012599945E0;8.661999702E0;-4.884880066E1;4.962117414E1
3.181133344E0;-9.515999556E-1;8.661999702E0;-4.900740051E1;4.977610959E1
3.191133344E0;-8.783999681E-1;8.674200058E0;-4.910499954E1;4.987298180E1
3.201133344E0;-7.807999849E-1;8.625399590E0;-4.912939835E1;4.988692162E1
3.211133344E0;-8.539999723E-1;8.515600204E0;-4.898299789E1;4.972503238E1
3.221133344E0;-8.661999702E-1;8.503399849E0;-4.897079849E1;4.971113775E1
3.231133344E0;-8.173999786E-1;8.479000092E0;-4.909280014E1;4.982634455E1
3.241133344E0;-8.295999765E-1;8.515600204E0;-4.917819977E1;4.991692113E1
3.251133344E0;-1.036999941E0;8.564399719E0;-4.914159775E1;4.989309512E1
3.261133344E0;-1.085799932E0;8.588799477E0;-4.908060074E1;4.983825646E1
3.271133344E0;-1.097999930E0;8.600999832E0;-4.921479797E1;4.997278401E1
3.281133344E0;-1.122399926E0;8.686399460E0;-4.930019760E1;5.007217591E1
