"Position (m) anti 05A 1.43R 1";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 1";"Position (m) anti 05A 1.43R 2";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 2";"Position (m) anti 05A 1.43R 3";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 3";"Position (m) anti 05A 2R 1";"Magnetic Field Strength (1X) (T) anti 05A 2R 1";"Position (m) anti 05A 2R 2";"Magnetic Field Strength (1X) (T) anti 05A 2R 2";"Position (m) anti 05A 2R 1";"Magnetic Field Strength (1X) (T) anti 05A 2R 1";"Position (m) anti 05A 2.14R 1";"Magnetic Field Strength (1X) (T) anti 05A 2.14R 1";"Position (m) anti 05A 2.14R 2";"Magnetic Field Strength (1X) (T) anti 05A 2.14R 2";"Position (m) anti 05A 2.14R 3";"Magnetic Field Strength (1X) (T) anti 05A 2.14R 3";"Position (m) anti 1A 2.14R 1";"Magnetic Field Strength (1X) (T) anti 1A 2.14R 1";"Position (m) anti 1A 2.14R 2";"Magnetic Field Strength (1X) (T) anti 1A 2.14R 2";"Position (m) anti 1A 2.14R 3";"Magnetic Field Strength (1X) (T) anti 1A 2.14R 3";"Position (m) anti 1A 2R 1";"Magnetic Field Strength (1X) (T) anti 1A 2R 1";"Position (m) anti 1A 2R 2";"Magnetic Field Strength (1X) (T) anti 1A 2R 2";"Position (m) anti 1A 2R 3";"Magnetic Field Strength (1X) (T) anti 1A 2R 3";"Position (m) anti 1A 1.43R 1";"Magnetic Field Strength (1X) (T) anti 1A 1.43R 1";"Position (m) anti 05A 1.43R 2";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 2";"Position (m) anti 05A 1.43R 3";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 3";"Position (m) HH 1A 1R 1";"Magnetic Field Strength (1X) (T) HH 1A 1R 1";"Position (m) HH 1A 1R 2";"Magnetic Field Strength (1X) (T) HH 1A 1R 2";"Position (m) HH 1A 1R 3";"Magnetic Field Strength (1X) (T) HH 1A 1R 3";"Position (m) HH 2A 1R 1";"Magnetic Field Strength (1X) (T) HH 2A 1R 1"
0,3019;2,9756E-4;0,4200;5,4292E-4;0,3693;0,0014;0,3454;-6,5421E-4;0,4262;6,8734E-4;0,4358;8,4065E-4;0,3701;-3,0967E-5;0,3433;-7,6021E-4;0,5125;4,7543E-4;0,3583;-6,5630E-4;0,4781;0,0028;0,5747;3,2421E-4;0,3724;-1,5274E-4;0,3657;-4,3492E-4;0,4084;9,2365E-4;0,3859;0,0029;0,3720;0,0025;0,3202;-0,0011;0,3762;-7,2264E-4;0,4460;-4,2173E-4;0,4219;-5,4085E-4;0,3241;-0,0028
0,3030;3,4373E-4;0,4209;5,2718E-4;0,3704;0,0014;0,3469;-6,3126E-4;0,4285;7,4080E-4;0,4372;8,7207E-4;0,3710;-6,3452E-6;0,3441;-7,3911E-4;0,5134;4,6536E-4;0,3594;-6,0201E-4;0,4797;0,0027;0,5770;3,0703E-4;0,3730;-1,3347E-4;0,3665;-4,1534E-4;0,4104;9,9776E-4;0,3868;0,0029;0,3726;0,0025;0,3213;-9,6606E-4;0,3779;-6,9984E-4;0,4478;-4,1977E-4;0,4230;-5,3381E-4;0,3254;-0,0027
0,3040;3,8716E-4;0,4219;5,1153E-4;0,3716;0,0013;0,3483;-6,0277E-4;0,4309;7,9416E-4;0,4385;9,0677E-4;0,3718;1,4932E-5;0,3449;-7,1821E-4;0,5144;4,4683E-4;0,3605;-5,4896E-4;0,4814;0,0027;0,5793;2,8858E-4;0,3736;-1,2081E-4;0,3672;-3,9602E-4;0,4125;0,0011;0,3878;0,0029;0,3734;0,0026;0,3224;-8,7282E-4;0,3797;-6,8424E-4;0,4497;-4,1245E-4;0,4242;-5,2943E-4;0,3269;-0,0027
0,3050;4,2440E-4;0,4229;4,9939E-4;0,3727;0,0013;0,3499;-5,7123E-4;0,4332;8,4801E-4;0,4399;9,4031E-4;0,3726;3,3572E-5;0,3458;-6,9575E-4;0,5153;4,3738E-4;0,3616;-4,9592E-4;0,4830;0,0026;0,5817;2,7151E-4;0,3742;-1,0177E-4;0,3680;-3,7407E-4;0,4147;0,0012;0,3887;0,0029;0,3741;0,0026;0,3236;-7,8193E-4;0,3814;-6,5547E-4;0,4516;-4,0968E-4;0,4254;-5,2329E-4;0,3283;-0,0026
0,3059;4,6051E-4;0,4241;4,8747E-4;0,3738;0,0013;0,3515;-5,4331E-4;0,4354;9,0484E-4;0,4410;9,7072E-4;0,3734;5,5007E-5;0,3467;-6,7350E-4;0,5163;4,2487E-4;0,3627;-4,4176E-4;0,4846;0,0025;0,5840;2,5609E-4;0,3749;-8,5276E-5;0,3687;-3,5492E-4;0,4169;0,0012;0,3898;0,0028;0,3750;0,0026;0,3248;-6,8601E-4;0,3832;-6,3856E-4;0,4535;-4,0265E-4;0,4266;-5,2136E-4;0,3299;-0,0025
0,3066;4,9108E-4;0,4253;4,7249E-4;0,3750;0,0013;0,3532;-5,1792E-4;0,4375;9,5468E-4;0,4423;0,0010;0,3742;7,3000E-5;0,3477;-6,4642E-4;0,5173;4,1033E-4;0,3639;-3,8839E-4;0,4862;0,0025;0,5863;2,4030E-4;0,3755;-6,9749E-5;0,3694;-3,3573E-4;0,4193;0,0013;0,3909;0,0028;0,3759;0,0026;0,3259;-5,9310E-4;0,3851;-6,2132E-4;0,4555;-3,9852E-4;0,4278;-5,1456E-4;0,3315;-0,0025
0,3073;5,2097E-4;0,4266;4,5994E-4;0,3763;0,0012;0,3547;-4,9347E-4;0,4394;0,0010;0,4436;0,0010;0,3750;9,5083E-5;0,3487;-6,2080E-4;0,5183;3,9733E-4;0,3651;-3,2971E-4;0,4879;0,0024;0,5885;2,2515E-4;0,3761;-5,1108E-5;0,3702;-3,1678E-4;0,4217;0,0014;0,3920;0,0028;0,3769;0,0027;0,3270;-5,0000E-4;0,3871;-6,0390E-4;0,4575;-3,8858E-4;0,4291;-5,0920E-4;0,3331;-0,0024
0,3080;5,4821E-4;0,4279;4,4473E-4;0,3776;0,0012;0,3560;-4,6699E-4;0,4413;0,0010;0,4448;0,0011;0,3758;1,0932E-4;0,3497;-5,9710E-4;0,5194;3,8173E-4;0,3664;-2,7068E-4;0,4896;0,0023;0,5906;2,1226E-4;0,3769;-3,3481E-5;0,3710;-2,9515E-4;0,4242;0,0016;0,3931;0,0028;0,3780;0,0027;0,3281;-4,1407E-4;0,3892;-5,8060E-4;0,4596;-3,8612E-4;0,4303;-5,0487E-4;0,3347;-0,0023
0,3086;5,6626E-4;0,4291;4,3072E-4;0,3789;0,0012;0,3572;-4,5006E-4;0,4429;0,0011;0,4462;0,0011;0,3766;1,3344E-4;0,3507;-5,7068E-4;0,5205;3,6688E-4;0,3677;-2,0835E-4;0,4914;0,0023;0,5926;1,9959E-4;0,3777;-1,7344E-5;0,3717;-2,7574E-4;0,4266;0,0017;0,3944;0,0028;0,3792;0,0027;0,3291;-3,2990E-4;0,3913;-5,6448E-4;0,4617;-3,7706E-4;0,4315;-4,9664E-4;0,3363;-0,0022
0,3092;5,8908E-4;0,4305;4,1940E-4;0,3803;0,0012;0,3582;-4,3548E-4;0,4444;0,0011;0,4475;0,0011;0,3774;1,5033E-4;0,3517;-5,4631E-4;0,5216;3,5274E-4;0,3691;-1,4580E-4;0,4932;0,0022;0,5945;1,8759E-4;0,3785;4,6045E-6;0,3727;-2,5538E-4;0,4290;0,0018;0,3956;0,0027;0,3805;0,0028;0,3301;-2,5299E-4;0,3936;-5,4304E-4;0,4640;-3,7668E-4;0,4326;-4,9370E-4;0,3382;-0,0022
0,3098;6,1828E-4;0,4317;4,0366E-4;0,3816;0,0011;0,3591;-4,2652E-4;0,4456;0,0012;0,4487;0,0012;0,3783;1,7068E-4;0,3528;-5,1698E-4;0,5228;3,3637E-4;0,3705;-7,8977E-5;0,4950;0,0021;0,5963;1,8118E-4;0,3794;3,1826E-5;0,3736;-2,2793E-4;0,4314;0,0019;0,3968;0,0027;0,3817;0,0028;0,3311;-1,7384E-4;0,3959;-5,2345E-4;0,4662;-3,7066E-4;0,4337;-4,8990E-4;0,3401;-0,0021
0,3105;6,4549E-4;0,4329;3,9087E-4;0,3829;0,0011;0,3599;-4,1283E-4;0,4466;0,0012;0,4497;0,0012;0,3791;1,9433E-4;0,3539;-4,8769E-4;0,5240;3,2178E-4;0,3719;-1,2131E-5;0,4969;0,0020;0,5981;1,7046E-4;0,3803;5,8560E-5;0,3747;-1,9800E-4;0,4337;0,0020;0,3980;0,0027;0,3829;0,0028;0,3319;-9,8423E-5;0,3983;-5,0517E-4;0,4685;-3,6552E-4;0,4348;-4,8943E-4;0,3420;-0,0020
0,3112;6,6895E-4;0,4342;3,8141E-4;0,3842;0,0011;0,3607;-4,0060E-4;0,4472;0,0012;0,4508;0,0012;0,3801;2,1453E-4;0,3551;-4,6462E-4;0,5253;3,0810E-4;0,3732;4,7146E-5;0,4987;0,0020;0,5998;1,6597E-4;0,3813;8,3291E-5;0,3757;-1,7435E-4;0,4357;0,0021;0,3992;0,0026;0,3842;0,0028;0,3328;-3,2786E-5;0,4006;-4,8926E-4;0,4708;-3,6177E-4;0,4357;-4,8342E-4;0,3440;-0,0019
0,3119;6,9214E-4;0,4353;3,6817E-4;0,3854;0,0011;0,3614;-3,8828E-4;0,4477;0,0012;0,4516;0,0012;0,3810;2,4212E-4;0,3562;-4,3534E-4;0,5265;2,9512E-4;0,3745;1,0801E-4;0,5006;0,0019;0,6015;1,5805E-4;0,3823;1,0834E-4;0,3768;-1,4243E-4;0,4375;0,0022;0,4005;0,0026;0,3855;0,0028;0,3335;3,0898E-5;0,4029;-4,6991E-4;0,4731;-3,5582E-4;0,4366;-4,8275E-4;0,3460;-0,0019
0,3126;7,2243E-4;0,4364;3,5675E-4;0,3866;0,0010;0,3621;-3,7632E-4;0,4482;0,0012;0,4524;0,0013;0,3818;2,6259E-4;0,3572;-4,0570E-4;0,5278;2,7752E-4;0,3758;1,6566E-4;0,5023;0,0018;0,6031;1,5299E-4;0,3833;1,3421E-4;0,3778;-1,1802E-4;0,4390;0,0022;0,4018;0,0025;0,3869;0,0028;0,3342;8,8967E-5;0,4052;-4,5199E-4;0,4753;-3,4897E-4;0,4375;-4,7651E-4;0,3480;-0,0018
0,3133;7,5280E-4;0,4376;3,4893E-4;0,3878;0,0010;0,3629;-3,6430E-4;0,4485;0,0012;0,4530;0,0013;0,3827;2,8482E-4;0,3583;-3,7792E-4;0,5290;2,6658E-4;0,3770;2,3004E-4;0,5040;0,0018;0,6046;1,4613E-4;0,3843;1,6472E-4;0,3789;-9,1953E-5;0,4403;0,0023;0,4032;0,0025;0,3883;0,0028;0,3349;1,3924E-4;0,4074;-4,3644E-4;0,4776;-3,4436E-4;0,4383;-4,7468E-4;0,3500;-0,0017
0,3140;7,7835E-4;0,4389;3,3966E-4;0,3889;9,8441E-4;0,3636;-3,5169E-4;0,4489;0,0012;0,4536;0,0013;0,3835;3,0397E-4;0,3593;-3,5498E-4;0,5302;2,5368E-4;0,3783;2,8783E-4;0,5056;0,0017;0,6062;1,3422E-4;0,3853;1,9436E-4;0,3800;-5,7834E-5;0,4414;0,0024;0,4046;0,0025;0,3899;0,0028;0,3354;1,8909E-4;0,4095;-4,2239E-4;0,4800;-3,4187E-4;0,4391;-4,7190E-4;0,3521;-0,0016
0,3147;8,0658E-4;0,4401;3,2780E-4;0,3900;9,6063E-4;0,3644;-3,3940E-4;0,4493;0,0012;0,4542;0,0013;0,3843;3,2050E-4;0,3603;-3,3109E-4;0,5316;2,4202E-4;0,3795;3,4645E-4;0,5070;0,0017;0,6077;1,3117E-4;0,3863;2,2063E-4;0,3811;-2,8904E-5;0,4424;0,0024;0,4059;0,0024;0,3914;0,0028;0,3360;2,2726E-4;0,4115;-4,1434E-4;0,4824;-3,3730E-4;0,4399;-4,7026E-4;0,3540;-0,0016
0,3154;8,3014E-4;0,4413;3,1740E-4;0,3912;9,3699E-4;0,3655;-3,2561E-4;0,4498;0,0013;0,4547;0,0013;0,3850;3,4024E-4;0,3612;-3,0833E-4;0,5329;2,2553E-4;0,3807;4,0053E-4;0,5083;0,0016;0,6092;1,2493E-4;0,3873;2,4817E-4;0,3822;1,6138E-6;0,4432;0,0024;0,4072;0,0024;0,3929;0,0028;0,3365;2,7274E-4;0,4134;-4,0453E-4;0,4848;-3,3269E-4;0,4407;-4,6552E-4;0,3560;-0,0015
0,3161;8,5990E-4;0,4424;3,0614E-4;0,3924;9,1240E-4;0,3666;-3,0750E-4;0,4506;0,0013;0,4553;0,0013;0,3856;3,5529E-4;0,3619;-2,8783E-4;0,5342;2,1417E-4;0,3817;4,5004E-4;0,5095;0,0016;0,6107;1,1973E-4;0,3884;2,8003E-4;0,3834;2,7688E-5;0,4439;0,0025;0,4085;0,0023;0,3943;0,0028;0,3370;3,0983E-4;0,4152;-3,9200E-4;0,4872;-3,2710E-4;0,4416;-4,6307E-4;0,3579;-0,0015
0,3169;8,8533E-4;0,4435;2,9951E-4;0,3937;8,8811E-4;0,3679;-2,8946E-4;0,4516;0,0013;0,4559;0,0013;0,3862;3,7243E-4;0,3626;-2,7101E-4;0,5355;2,0150E-4;0,3827;4,9693E-4;0,5105;0,0015;0,6123;1,1582E-4;0,3896;3,1397E-4;0,3845;5,6167E-5;0,4445;0,0025;0,4097;0,0023;0,3956;0,0028;0,3374;3,5198E-4;0,4169;-3,8349E-4;0,4897;-3,2184E-4;0,4426;-4,5882E-4;0,3597;-0,0014
0,3177;9,1323E-4;0,4444;2,9450E-4;0,3950;8,6424E-4;0,3693;-2,7364E-4;0,4530;0,0013;0,4566;0,0013;0,3868;3,9165E-4;0,3633;-2,5344E-4;0,5367;1,9097E-4;0,3835;5,3760E-4;0,5114;0,0015;0,6139;1,1050E-4;0,3907;3,4444E-4;0,3856;8,8577E-5;0,4448;0,0025;0,4109;0,0022;0,3969;0,0028;0,3380;3,9203E-4;0,4186;-3,7435E-4;0,4922;-3,1717E-4;0,4436;-4,5929E-4;0,3613;-0,0014
0,3184;9,4197E-4;0,4453;2,8356E-4;0,3963;8,4502E-4;0,3707;-2,5172E-4;0,4546;0,0014;0,4573;0,0014;0,3874;4,0561E-4;0,3640;-2,4145E-4;0,5378;1,8261E-4;0,3844;5,7787E-4;0,5123;0,0015;0,6157;1,0336E-4;0,3919;3,7771E-4;0,3866;1,1387E-4;0,4452;0,0025;0,4120;0,0022;0,3980;0,0028;0,3385;4,3528E-4;0,4203;-3,6863E-4;0,4945;-3,1505E-4;0,4446;-4,5340E-4;0,3627;-0,0013
0,3192;9,6978E-4;0,4462;2,7788E-4;0,3976;8,2028E-4;0,3721;-2,3307E-4;0,4564;0,0014;0,4582;0,0014;0,3881;4,2335E-4;0,3647;-2,2522E-4;0,5388;1,7302E-4;0,3852;6,1746E-4;0,5131;0,0015;0,6175;9,4717E-5;0,3931;4,1492E-4;0,3876;1,4326E-4;0,4456;0,0025;0,4131;0,0022;0,3990;0,0027;0,3391;4,7953E-4;0,4218;-3,6112E-4;0,4967;-3,1031E-4;0,4457;-4,4895E-4;0,3639;-0,0013
0,3199;9,9735E-4;0,4471;2,7337E-4;0,3988;7,9235E-4;0,3734;-2,1395E-4;0,4582;0,0014;0,4591;0,0014;0,3889;4,4274E-4;0,3654;-2,0495E-4;0,5399;1,6056E-4;0,3860;6,5335E-4;0,5139;0,0014;0,6195;9,0615E-5;0,3942;4,4683E-4;0,3886;1,7125E-4;0,4462;0,0026;0,4142;0,0021;0,3998;0,0027;0,3395;5,1699E-4;0,4234;-3,5149E-4;0,4988;-3,0890E-4;0,4468;-4,4778E-4;0,3649;-0,0013
0,3207;0,0010;0,4480;2,6552E-4;0,4000;7,7488E-4;0,3745;-2,0128E-4;0,4600;0,0015;0,4600;0,0014;0,3897;4,6193E-4;0,3662;-1,8716E-4;0,5411;1,5594E-4;0,3867;6,9193E-4;0,5148;0,0014;0,6213;8,5110E-5;0,3953;4,7917E-4;0,3896;1,9481E-4;0,4468;0,0026;0,4153;0,0021;0,4006;0,0027;0,3400;5,6022E-4;0,4249;-3,4458E-4;0,5008;-3,0445E-4;0,4477;-4,4100E-4;0,3657;-0,0012
0,3213;0,0010;0,4490;2,6132E-4;0,4011;7,4875E-4;0,3754;-1,8794E-4;0,4616;0,0015;0,4610;0,0014;0,3906;4,8294E-4;0,3670;-1,6161E-4;0,5423;1,4184E-4;0,3873;7,2060E-4;0,5156;0,0014;0,6232;8,0728E-5;0,3964;5,1223E-4;0,3905;2,2293E-4;0,4477;0,0026;0,4165;0,0020;0,4014;0,0027;0,3405;5,9915E-4;0,4263;-3,4143E-4;0,5026;-3,0403E-4;0,4487;-4,3954E-4;0,3664;-0,0012
0,3220;0,0011;0,4501;2,5375E-4;0,4023;7,3286E-4;0,3762;-1,7429E-4;0,4631;0,0015;0,4620;0,0015;0,3915;5,0767E-4;0,3679;-1,4096E-4;0,5436;1,3255E-4;0,3880;7,5045E-4;0,5166;0,0013;0,6251;7,4697E-5;0,3974;5,4524E-4;0,3915;2,4719E-4;0,4486;0,0027;0,4176;0,0020;0,4023;0,0027;0,3409;6,3477E-4;0,4277;-3,3069E-4;0,5044;-3,0267E-4;0,4494;-4,3865E-4;0,3671;-0,0012
0,3226;0,0011;0,4513;2,4439E-4;0,4033;7,1203E-4;0,3767;-1,6764E-4;0,4644;0,0016;0,4630;0,0015;0,3925;5,3246E-4;0,3689;-1,1699E-4;0,5451;1,2544E-4;0,3886;7,7981E-4;0,5176;0,0013;0,6270;7,0571E-5;0,3983;5,7296E-4;0,3925;2,7718E-4;0,4497;0,0027;0,4188;0,0019;0,4032;0,0026;0,3414;6,7173E-4;0,4291;-3,2566E-4;0,5061;-2,9815E-4;0,4497;-4,3779E-4;0,3678;-0,0012
0,3233;0,0011;0,4527;2,3759E-4;0,4042;6,9969E-4;0,3771;-1,6452E-4;0,4656;0,0016;0,4641;0,0015;0,3936;5,6111E-4;0,3700;-9,5737E-5;0,5467;1,1607E-4;0,3892;8,1483E-4;0,5187;0,0013;0,6289;6,3076E-5;0,3993;6,0595E-4;0,3936;3,0945E-4;0,4508;0,0028;0,4200;0,0019;0,4041;0,0026;0,3419;7,0830E-4;0,4304;-3,2423E-4;0,5078;-2,9894E-4;0,4498;-4,3559E-4;0,3685;-0,0012
0,3240;0,0011;0,4542;2,2886E-4;0,4050;6,8626E-4;0,3773;-1,6108E-4;0,4668;0,0016;0,4651;0,0015;0,3948;5,9098E-4;0,3710;-6,7368E-5;0,5484;1,0150E-4;0,3899;8,4829E-4;0,5199;0,0013;0,6307;5,8389E-5;0,4004;6,3874E-4;0,3948;3,4247E-4;0,4518;0,0028;0,4210;0,0019;0,4051;0,0026;0,3423;7,3966E-4;0,4318;-3,1433E-4;0,5096;-2,9505E-4;0,4498;-4,3796E-4;0,3692;-0,0012
0,3247;0,0012;0,4558;2,1895E-4;0,4057;6,7320E-4;0,3775;-1,5555E-4;0,4680;0,0016;0,4661;0,0015;0,3961;6,2411E-4;0,3721;-3,9084E-5;0,5502;9,2397E-5;0,3906;8,8201E-4;0,5211;0,0012;0,6325;5,5972E-5;0,4015;6,7997E-4;0,3959;3,7729E-4;0,4528;0,0028;0,4221;0,0018;0,4063;0,0025;0,3426;7,7293E-4;0,4332;-3,1073E-4;0,5113;-2,9326E-4;0,4498;-4,3585E-4;0,3699;-0,0011
0,3255;0,0012;0,4575;2,1176E-4;0,4063;6,5989E-4;0,3778;-1,5268E-4;0,4693;0,0017;0,4671;0,0016;0,3974;6,6248E-4;0,3732;-1,0483E-5;0,5519;8,2437E-5;0,3914;9,2093E-4;0,5225;0,0012;0,6344;4,8452E-5;0,4029;7,1641E-4;0,3971;4,0840E-4;0,4538;0,0029;0,4231;0,0018;0,4076;0,0025;0,3430;8,0119E-4;0,4346;-3,0401E-4;0,5128;-2,9242E-4;0,4498;-4,3863E-4;0,3707;-0,0011
0,3262;0,0012;0,4591;2,0027E-4;0,4071;6,5390E-4;0,3781;-1,5055E-4;0,4705;0,0017;0,4681;0,0016;0,3988;6,9962E-4;0,3744;1,6873E-5;0,5536;6,9314E-5;0,3922;9,5807E-4;0,5239;0,0011;0,6363;4,9929E-5;0,4042;7,6372E-4;0,3983;4,4242E-4;0,4547;0,0029;0,4241;0,0017;0,4089;0,0025;0,3434;8,3321E-4;0,4360;-2,9946E-4;0,5145;-2,8961E-4;0,4498;-4,3618E-4;0,3715;-0,0011
0,3271;0,0012;0,4607;1,9168E-4;0,4078;6,3927E-4;0,3785;-1,4388E-4;0,4717;0,0017;0,4690;0,0016;0,4002;7,3977E-4;0,3755;4,6243E-5;0,5552;5,6912E-5;0,3931;0,0010;0,5252;0,0011;0,6382;4,0310E-5;0,4056;8,0952E-4;0,3995;4,8284E-4;0,4557;0,0030;0,4250;0,0017;0,4103;0,0024;0,3438;8,6710E-4;0,4374;-2,9421E-4;0,5159;-2,9009E-4;0,4498;-4,3536E-4;0,3724;-0,0011
0,3280;0,0013;0,4621;1,8355E-4;0,4084;6,3076E-4;0,3791;-1,3574E-4;0,4728;0,0017;0,4700;0,0016;0,4017;7,7875E-4;0,3766;7,1340E-5;0,5568;4,8586E-5;0,3940;0,0010;0,5266;0,0011;0,6399;4,0249E-5;0,4071;8,6084E-4;0,4007;5,2168E-4;0,4567;0,0030;0,4259;0,0017;0,4118;0,0024;0,3442;8,9876E-4;0,4389;-2,8808E-4;0,5172;-2,8836E-4;0,4497;-4,3655E-4;0,3731;-0,0011
0,3288;0,0013;0,4634;1,7771E-4;0,4089;6,2205E-4;0,3798;-1,2994E-4;0,4737;0,0017;0,4710;0,0016;0,4032;8,2371E-4;0,3777;9,9075E-5;0,5583;4,0200E-5;0,3948;0,0011;0,5279;0,0010;0,6416;3,5574E-5;0,4086;9,1477E-4;0,4018;5,5780E-4;0,4578;0,0030;0,4268;0,0017;0,4134;0,0023;0,3447;9,2940E-4;0,4403;-2,8266E-4;0,5184;-2,8202E-4;0,4497;-4,3802E-4;0,3739;-0,0011
0,3296;0,0013;0,4648;1,7433E-4;0,4095;6,1045E-4;0,3806;-1,1894E-4;0,4746;0,0017;0,4718;0,0016;0,4049;8,7168E-4;0,3786;1,2439E-4;0,5597;3,4658E-5;0,3958;0,0011;0,5293;0,0010;0,6433;2,9019E-5;0,4102;9,7117E-4;0,4029;5,9430E-4;0,4588;0,0031;0,4277;0,0016;0,4151;0,0023;0,3451;9,6089E-4;0,4419;-2,7776E-4;0,5195;-2,8508E-4;0,4497;-4,3757E-4;0,3746;-0,0011
0,3302;0,0013;0,4660;1,6645E-4;0,4101;6,0554E-4;0,3815;-1,0405E-4;0,4753;0,0017;0,4727;0,0016;0,4067;9,1928E-4;0,3795;1,4551E-4;0,5612;2,5820E-5;0,3967;0,0012;0,5306;9,8284E-4;0,6450;2,8079E-5;0,4117;0,0010;0,4041;6,2898E-4;0,4598;0,0031;0,4286;0,0016;0,4169;0,0022;0,3454;9,9424E-4;0,4436;-2,7253E-4;0,5206;-2,8164E-4;0,4497;-4,3468E-4;0,3754;-0,0010
0,3308;0,0013;0,4673;1,5935E-4;0,4106;5,9612E-4;0,3823;-9,5750E-5;0,4760;0,0017;0,4735;0,0016;0,4085;9,7062E-4;0,3804;1,6646E-4;0,5627;1,5859E-5;0,3976;0,0012;0,5318;9,5500E-4;0,6467;2,2329E-5;0,4132;0,0011;0,4053;6,6864E-4;0,4608;0,0031;0,4294;0,0016;0,4189;0,0021;0,3458;0,0010;0,4455;-2,6717E-4;0,5217;-2,8081E-4;0,4497;-4,3707E-4;0,3761;-0,0010
0,3315;0,0013;0,4688;1,4932E-4;0,4112;5,8987E-4;0,3830;-8,6240E-5;0,4768;0,0017;0,4743;0,0016;0,4103;0,0010;0,3812;1,8675E-4;0,5642;1,3308E-5;0,3986;0,0013;0,5331;9,2766E-4;0,6485;1,9326E-5;0,4148;0,0011;0,4066;7,1155E-4;0,4617;0,0032;0,4302;0,0015;0,4210;0,0020;0,3462;0,0011;0,4475;-2,5946E-4;0,5227;-2,7971E-4;0,4497;-4,3358E-4;0,3769;-0,0010
0,3320;0,0014;0,4701;1,4877E-4;0,4119;5,8042E-4;0,3837;-7,3594E-5;0,4776;0,0017;0,4751;0,0016;0,4121;0,0011;0,3819;2,0808E-4;0,5656;6,5576E-6;0,3996;0,0013;0,5343;9,0220E-4;0,6503;1,4578E-5;0,4163;0,0012;0,4080;7,5418E-4;0,4625;0,0032;0,4311;0,0015;0,4230;0,0020;0,3466;0,0011;0,4497;-2,5672E-4;0,5236;-2,7909E-4;0,4497;-4,3705E-4;0,3777;-9,8760E-4
0,3325;0,0014;0,4715;1,4378E-4;0,4126;5,7093E-4;0,3843;-6,6331E-5;0,4784;0,0017;0,4758;0,0017;0,4138;0,0011;0,3828;2,2764E-4;0,5670;1,4648E-8;0,4007;0,0014;0,5355;8,7898E-4;0,6523;1,4285E-5;0,4179;0,0013;0,4094;8,0359E-4;0,4633;0,0032;0,4319;0,0015;0,4250;0,0019;0,3470;0,0011;0,4521;-2,4898E-4;0,5246;-2,7920E-4;0,4497;-4,3109E-4;0,3786;-9,7177E-4
0,3330;0,0014;0,4728;1,3815E-4;0,4134;5,5969E-4;0,3850;-5,6211E-5;0,4792;0,0017;0,4764;0,0017;0,4154;0,0012;0,3836;2,5354E-4;0,5684;-7,1753E-6;0,4017;0,0014;0,5367;8,5586E-4;0,6544;1,0061E-5;0,4195;0,0013;0,4108;8,5556E-4;0,4640;0,0032;0,4326;0,0015;0,4268;0,0018;0,3475;0,0012;0,4546;-2,4303E-4;0,5253;-2,7798E-4;0,4497;-4,3570E-4;0,3796;-9,5235E-4
0,3336;0,0014;0,4741;1,3272E-4;0,4144;5,4324E-4;0,3857;-4,2222E-5;0,4801;0,0017;0,4771;0,0017;0,4168;0,0012;0,3847;2,8166E-4;0,5698;-1,2314E-5;0,4029;0,0015;0,5378;8,3052E-4;0,6568;4,8120E-6;0,4211;0,0014;0,4123;9,0877E-4;0,4647;0,0032;0,4333;0,0014;0,4285;0,0018;0,3479;0,0012;0,4571;-2,3628E-4;0,5260;-2,7667E-4;0,4497;-4,3913E-4;0,3806;-9,3285E-4
0,3342;0,0014;0,4753;1,2921E-4;0,4154;5,3354E-4;0,3864;-3,4556E-5;0,4810;0,0017;0,4778;0,0017;0,4181;0,0012;0,3858;3,1009E-4;0,5711;-1,9065E-5;0,4040;0,0015;0,5390;8,1295E-4;0,6592;4,5410E-7;0,4228;0,0015;0,4138;9,6211E-4;0,4655;0,0032;0,4340;0,0014;0,4300;0,0017;0,3484;0,0012;0,4596;-2,2871E-4;0,5267;-2,7654E-4;0,4497;-4,3736E-4;0,3817;-9,1441E-4
0,3348;0,0014;0,4764;1,2499E-4;0,4165;5,1970E-4;0,3874;-2,1348E-5;0,4820;0,0017;0,4786;0,0017;0,4191;0,0013;0,3871;3,4475E-4;0,5723;-2,0957E-5;0,4051;0,0016;0,5402;7,9101E-4;0,6617;-1,5625E-7;0,4245;0,0016;0,4153;0,0010;0,4662;0,0033;0,4347;0,0014;0,4313;0,0017;0,3489;0,0013;0,4621;-2,2317E-4;0,5274;-2,7506E-4;0,4497;-4,3528E-4;0,3829;-8,9798E-4
0,3355;0,0014;0,4775;1,2290E-4;0,4176;4,9945E-4;0,3884;-1,2888E-5;0,4830;0,0017;0,4795;0,0017;0,4200;0,0013;0,3885;3,7523E-4;0,5736;-2,5315E-5;0,4062;0,0017;0,5413;7,7036E-4;0,6642;-4,0747E-6;0,4263;0,0016;0,4168;0,0011;0,4670;0,0033;0,4355;0,0014;0,4324;0,0016;0,3493;0,0013;0,4645;-2,1861E-4;0,5281;-2,7350E-4;0,4497;-4,3564E-4;0,3839;-8,7602E-4
