"Position (m) anti 05A 1.43R 1";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 1";"Position (m) anti 05A 1.43R 2";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 2";"Position (m) anti 05A 1.43R 3";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 3";"Position (m) anti 05A 2R 1";"Magnetic Field Strength (1X) (T) anti 05A 2R 1";"Position (m) anti 05A 2R 2";"Magnetic Field Strength (1X) (T) anti 05A 2R 2";"Position (m) anti 05A 2R 1";"Magnetic Field Strength (1X) (T) anti 05A 2R 1";"Position (m) anti 05A 2.14R 1";"Magnetic Field Strength (1X) (T) anti 05A 2.14R 1";"Position (m) anti 05A 2.14R 2";"Magnetic Field Strength (1X) (T) anti 05A 2.14R 2";"Position (m) anti 05A 2.14R 3";"Magnetic Field Strength (1X) (T) anti 05A 2.14R 3";"Position (m) anti 1A 2.14R 1";"Magnetic Field Strength (1X) (T) anti 1A 2.14R 1";"Position (m) anti 1A 2.14R 2";"Magnetic Field Strength (1X) (T) anti 1A 2.14R 2";"Position (m) anti 1A 2.14R 3";"Magnetic Field Strength (1X) (T) anti 1A 2.14R 3";"Position (m) anti 1A 2R 1";"Magnetic Field Strength (1X) (T) anti 1A 2R 1";"Position (m) anti 1A 2R 2";"Magnetic Field Strength (1X) (T) anti 1A 2R 2";"Position (m) anti 1A 2R 3";"Magnetic Field Strength (1X) (T) anti 1A 2R 3";"Position (m) anti 1A 1.43R 1";"Magnetic Field Strength (1X) (T) anti 1A 1.43R 1";"Position (m) anti 05A 1.43R 2";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 2";"Position (m) anti 05A 1.43R 3";"Magnetic Field Strength (1X) (T) anti 05A 1.43R 3";"Position (m) HH 1A 1R 1";"Magnetic Field Strength (1X) (T) HH 1A 1R 1";"Position (m) HH 1A 1R 2";"Magnetic Field Strength (1X) (T) HH 1A 1R 2";"Position (m) HH 1A 1R 3";"Magnetic Field Strength (1X) (T) HH 1A 1R 3";"Position (m) HH 2A 1R 1";"Magnetic Field Strength (1X) (T) HH 2A 1R 1"
0,0000;-1,4280E-5;0,0000;-7,3044E-5;0,0000;-9,6726E-5;0,0000;-1,0189E-4;0,0000;-1,7250E-4;0,0000;-2,1042E-4;0,0000;-3,0015E-5;0,0000;-1,8789E-4;0,0000;-2,3882E-4;0,0000;-3,2712E-5;0,0000;-8,2993E-5;0,0000;-1,2375E-4;0,0000;-1,3510E-4;0,0000;-1,8188E-4;0,0000;-2,4399E-4;0,0000;-1,2838E-4;0,0000;-1,5703E-4;0,0000;-1,8873E-4;0,0000;-2,5219E-4;0,0000;-3,9763E-4;0,0000;-4,3688E-4;0,0000;-3,6422E-4
0,0000;-1,6660E-5;0,0000;-7,2300E-5;0,0000;-9,5359E-5;0,0000;-1,0422E-4;0,0000;-1,7196E-4;0,0000;-2,0750E-4;0,0000;-2,7988E-5;0,0000;-1,8915E-4;0,0000;-2,3547E-4;0,0000;-3,3579E-5;0,0000;-8,3799E-5;0,0000;-1,2542E-4;0,0000;-1,3177E-4;0,0000;-1,8695E-4;0,0000;-2,4250E-4;0,0000;-1,2833E-4;0,0000;-1,5764E-4;0,0000;-1,9122E-4;0,0000;-2,5381E-4;0,0000;-3,9812E-4;0,0000;-4,4078E-4;0,0000;-3,6389E-4
0,0000;-1,5623E-5;0,0000;-7,1860E-5;0,0000;-9,7800E-5;0,0000;-1,0322E-4;0,0000;-1,6830E-4;0,0000;-2,1010E-4;0,0000;-2,9050E-5;0,0000;-1,9005E-4;0,0000;-2,3960E-4;0,0000;-3,3250E-5;0,0000;-8,2542E-5;0,0000;-1,2452E-4;0,0000;-1,3277E-4;0,0000;-1,8463E-4;0,0000;-2,4399E-4;0,0000;-1,2464E-4;0,0000;-1,5727E-4;0,0000;-1,8957E-4;0,0000;-2,4934E-4;0,0000;-3,9729E-4;0,0000;-4,4244E-4;0,0000;-3,6731E-4
0,0000;-1,6318E-5;0,0000;-7,2336E-5;0,0000;-9,6726E-5;0,0000;-1,0554E-4;0,0000;-1,7162E-4;0,0000;-2,0886E-4;0,0000;-2,5925E-5;0,0000;-1,9154E-4;0,0000;-2,3844E-4;0,0000;-3,2749E-5;0,0000;-8,4336E-5;0,0000;-1,2724E-4;0,0000;-1,3639E-4;0,0000;-1,8369E-4;0,0000;-2,4238E-4;0,0000;-1,2615E-4;0,0000;-1,5472E-4;0,0000;-1,9125E-4;0,0000;-2,5274E-4;0,0000;-4,0008E-4;0,0000;-4,3901E-4;0,0000;-3,6876E-4
0,0000;-1,6050E-5;0,0000;-7,2214E-5;0,0000;-9,7227E-5;0,0000;-1,0509E-4;0,0000;-1,6932E-4;0,0000;-2,1296E-4;0,0000;-2,6670E-5;0,0000;-1,8891E-4;0,0000;-2,4116E-4;0,0000;-3,5850E-5;0,0000;-8,3457E-5;0,0000;-1,2353E-4;0,0000;-1,3159E-4;0,0000;-1,8275E-4;0,0000;-2,3857E-4;0,0000;-1,2472E-4;0,0000;-1,5613E-4;0,0000;-1,8999E-4;0,0000;-2,5266E-4;0,0000;-3,9793E-4;0,0000;-4,4211E-4;0,0000;-3,6559E-4
0,0000;-1,4036E-5;0,0000;-7,0444E-5;0,0000;-1,0036E-4;0,0000;-1,0539E-4;0,0000;-1,6970E-4;0,0000;-2,1419E-4;0,0000;-2,7781E-5;0,0000;-1,8540E-4;0,0000;-2,3846E-4;0,0000;-3,3469E-5;0,0000;-8,3750E-5;0,0000;-1,2441E-4;0,0000;-1,3363E-4;0,0000;-1,8159E-4;0,0000;-2,4068E-4;0,0000;-1,2569E-4;0,0000;-1,5848E-4;0,0000;-1,8979E-4;0,0000;-2,5531E-4;0,0000;-3,9881E-4;0,0000;-4,4051E-4;0,0000;-3,6792E-4
0,0000;-1,6965E-5;0,0000;-7,4778E-5;0,0000;-9,7385E-5;0,0000;-1,0425E-4;0,0000;-1,7134E-4;0,0000;-2,0992E-4;0,0000;-3,1577E-5;0,0000;-1,8844E-4;0,0000;-2,4015E-4;0,0000;-3,3103E-5;0,0000;-8,2139E-5;0,0000;-1,1955E-4;0,0000;-1,3451E-4;0,0000;-1,8447E-4;0,0000;-2,4094E-4;0,0000;-1,2524E-4;0,0000;-1,5770E-4;0,0000;-1,9032E-4;0,0000;-2,5331E-4;0,0000;-3,9956E-4;0,0000;-4,4210E-4;0,0000;-3,6197E-4
0,0000;-1,6160E-5;0,0000;-7,2544E-5;0,0000;-9,5945E-5;0,0000;-1,0694E-4;0,0000;-1,7114E-4;0,0000;-2,1339E-4;0,0000;-2,7073E-5;0,0000;-1,8934E-4;0,0000;-2,4138E-4;0,0000;-3,0857E-5;0,0000;-8,3640E-5;0,0000;-1,2376E-4;0,0000;-1,3379E-4;0,0000;-1,8307E-4;0,0000;-2,4193E-4;0,0000;-1,2705E-4;0,0000;-1,5655E-4;0,0000;-1,9210E-4;0,0000;-2,5348E-4;0,0000;-3,9874E-4;0,0000;-4,3874E-4;0,0000;-3,6184E-4
0,0000;-1,7527E-5;0,0000;-7,2471E-5;0,0000;-9,7471E-5;0,0000;-1,0508E-4;0,0000;-1,7387E-4;0,0000;-2,1065E-4;0,0000;-2,7402E-5;0,0000;-1,9148E-4;0,0000;-2,3927E-4;0,0000;-3,3921E-5;0,0000;-8,2395E-5;0,0000;-1,2960E-4;0,0000;-1,3391E-4;0,0000;-1,8244E-4;0,0000;-2,4311E-4;0,0000;-1,2770E-4;0,0000;-1,5848E-4;0,0000;-1,8865E-4;0,0000;-2,5510E-4;0,0000;-3,9923E-4;0,0000;-4,3973E-4;0,0000;-3,6532E-4
0,0000;-1,6416E-5;0,0000;-7,4851E-5;0,0000;-9,5505E-5;0,0000;-1,0775E-4;0,0000;-1,7369E-4;0,0000;-2,1051E-4;0,0000;-2,7512E-5;0,0000;-1,9026E-4;0,0000;-2,3960E-4;0,0000;-3,3689E-5;0,0000;-8,3457E-5;0,0000;-1,2654E-4;0,0000;-1,3520E-4;0,0000;-1,8296E-4;0,0000;-2,4045E-4;0,0000;-1,2845E-4;0,0000;-1,6015E-4;0,0000;-1,8995E-4;0,0000;-2,5179E-4;0,0000;-4,0163E-4;0,0000;-4,4099E-4;0,0000;-3,6404E-4
0,0000;-1,5439E-5;0,0000;-7,0396E-5;0,0000;-9,6885E-5;0,0000;-1,0389E-4;0,0000;-1,7455E-4;0,0000;-2,1184E-4;0,0000;-2,5718E-5;0,0000;-1,9312E-4;0,0000;-2,3834E-4;0,0000;-3,3420E-5;0,0000;-8,0674E-5;0,0000;-1,2497E-4;0,0000;-1,3443E-4;0,0000;-1,8133E-4;0,0000;-2,4015E-4;0,0000;-1,2960E-4;0,0000;-1,5846E-4;0,0000;-1,9383E-4;0,0000;-2,5086E-4;0,0000;-4,0050E-4;0,0000;-4,4168E-4;0,0000;-3,6407E-4
0,0000;-1,3828E-5;0,0000;-7,2288E-5;0,0000;-9,6812E-5;0,0000;-1,0373E-4;0,0000;-1,7125E-4;0,0000;-2,1040E-4;0,0000;-2,7769E-5;0,0000;-1,9221E-4;0,0000;-2,4002E-4;0,0000;-3,2651E-5;0,0000;-8,3103E-5;0,0000;-1,2660E-4;0,0000;-1,3655E-4;0,0000;-1,8584E-4;0,0000;-2,4016E-4;0,0000;-1,2973E-4;0,0000;-1,5720E-4;0,0000;-1,9035E-4;0,0000;-2,5367E-4;0,0000;-3,9961E-4;0,0000;-4,4194E-4;0,0000;-3,6444E-4
0,0000;-1,5842E-5;0,0000;-7,3228E-5;0,0000;-9,6665E-5;0,0000;-1,0461E-4;0,0000;-1,7331E-4;0,0000;-2,1030E-4;0,0000;-2,7964E-5;0,0000;-1,8813E-4;0,0000;-2,3944E-4;0,0000;-3,4568E-5;0,0000;-8,2871E-5;0,0000;-1,2579E-4;0,0000;-1,3490E-4;0,0000;-1,8590E-4;0,0000;-2,4055E-4;0,0000;-1,2472E-4;0,0000;-1,5616E-4;0,0000;-1,9352E-4;0,0000;-2,5361E-4;0,0000;-3,9978E-4;0,0000;-4,4115E-4;0,0000;-3,6379E-4
0,0000;-1,4060E-5;0,0000;-7,2483E-5;0,0000;-9,6873E-5;0,0000;-1,0285E-4;0,0000;-1,7441E-4;0,0000;-2,1277E-4;0,0000;-2,8098E-5;0,0000;-1,8910E-4;0,0000;-2,3744E-4;0,0000;-3,4983E-5;4,3750E-5;-8,0271E-5;0,0000;-1,2772E-4;0,0000;-1,3456E-4;0,0000;-1,8487E-4;0,0000;-2,4117E-4;0,0000;-1,2544E-4;0,0000;-1,5984E-4;0,0000;-1,8965E-4;0,0000;-2,5086E-4;0,0000;-4,0099E-4;0,0000;-4,3784E-4;0,0000;-3,6522E-4
0,0000;-1,6111E-5;0,0000;-7,1506E-5;0,0000;-9,8301E-5;0,0000;-1,0372E-4;0,0000;-1,7226E-4;0,0000;-2,1081E-4;0,0000;-2,7195E-5;0,0000;-1,9062E-4;0,0000;-2,3940E-4;0,0000;-3,5789E-5;8,7500E-5;-8,5569E-5;0,0000;-1,2806E-4;4,3750E-5;-1,3248E-4;0,0000;-1,8580E-4;0,0000;-2,4156E-4;0,0000;-1,2895E-4;0,0000;-1,5788E-4;0,0000;-1,9078E-4;0,0000;-2,4934E-4;0,0000;-4,0088E-4;0,0000;-4,3940E-4;0,0000;-3,6164E-4
0,0000;-1,7417E-5;0,0000;-7,5071E-5;0,0000;-9,6201E-5;0,0000;-1,0274E-4;0,0000;-1,7274E-4;0,0000;-2,0851E-4;0,0000;-2,8000E-5;0,0000;-1,8966E-4;0,0000;-2,3971E-4;0,0000;-3,1541E-5;8,7500E-5;-8,5923E-5;0,0000;-1,2613E-4;4,3750E-5;-1,3556E-4;0,0000;-1,8410E-4;0,0000;-2,4229E-4;4,3750E-5;-1,3069E-4;0,0000;-1,5711E-4;0,0000;-1,9176E-4;0,0000;-2,5171E-4;0,0000;-3,9720E-4;0,0000;-4,3725E-4;0,0000;-3,6460E-4
0,0000;-1,7307E-5;0,0000;-7,2751E-5;0,0000;-9,6311E-5;0,0000;-1,0439E-4;0,0000;-1,7008E-4;0,0000;-2,1365E-4;0,0000;-2,8208E-5;0,0000;-1,9063E-4;0,0000;-2,3928E-4;0,0000;-3,4385E-5;1,3125E-4;-8,4446E-5;4,3750E-5;-1,2782E-4;4,3750E-5;-1,3635E-4;0,0000;-1,8305E-4;0,0000;-2,4392E-4;4,3750E-5;-1,2872E-4;0,0000;-1,6065E-4;0,0000;-1,9042E-4;0,0000;-2,5340E-4;0,0000;-3,9829E-4;0,0000;-4,4040E-4;0,0000;-3,6428E-4
0,0000;-1,7637E-5;0,0000;-7,3008E-5;0,0000;-9,6702E-5;0,0000;-1,0327E-4;0,0000;-1,7197E-4;0,0000;-2,1283E-4;0,0000;-2,5730E-5;0,0000;-1,9214E-4;0,0000;-2,3712E-4;0,0000;-3,4763E-5;1,7500E-4;-8,0210E-5;4,3750E-5;-1,2409E-4;4,3750E-5;-1,3337E-4;0,0000;-1,8296E-4;0,0000;-2,4062E-4;4,3750E-5;-1,2776E-4;0,0000;-1,6004E-4;0,0000;-1,8967E-4;0,0000;-2,5543E-4;0,0000;-3,9780E-4;0,0000;-4,3879E-4;0,0000;-3,6543E-4
0,0000;-1,6025E-5;0,0000;-7,4045E-5;4,3750E-5;-9,6384E-5;0,0000;-1,0625E-4;4,3750E-5;-1,7219E-4;0,0000;-2,1032E-4;0,0000;-2,7878E-5;0,0000;-1,9209E-4;0,0000;-2,3973E-4;0,0000;-3,3091E-5;1,7500E-4;-8,3811E-5;4,3750E-5;-1,2737E-4;4,3750E-5;-1,3617E-4;0,0000;-1,8622E-4;0,0000;-2,4255E-4;4,3750E-5;-1,2782E-4;0,0000;-1,5584E-4;0,0000;-1,9056E-4;0,0000;-2,5389E-4;0,0000;-4,0014E-4;0,0000;-4,3951E-4;4,3750E-5;-3,6651E-4
0,0000;-1,5977E-5;0,0000;-7,1396E-5;4,3750E-5;-9,7117E-5;0,0000;-1,0420E-4;4,3750E-5;-1,7208E-4;4,3750E-5;-2,1214E-4;0,0000;-2,7769E-5;0,0000;-1,9167E-4;0,0000;-2,3907E-4;0,0000;-3,4604E-5;1,7500E-4;-8,4995E-5;4,3750E-5;-1,2665E-4;4,3750E-5;-1,3484E-4;0,0000;-1,8266E-4;0,0000;-2,4104E-4;4,3750E-5;-1,2466E-4;0,0000;-1,5536E-4;0,0000;-1,9220E-4;0,0000;-2,5353E-4;0,0000;-4,0121E-4;0,0000;-4,3736E-4;4,3750E-5;-3,6549E-4
0,0000;-1,7856E-5;0,0000;-7,1726E-5;4,3750E-5;-9,6482E-5;0,0000;-1,0350E-4;8,7500E-5;-1,7141E-4;4,3750E-5;-2,1413E-4;0,0000;-2,7561E-5;0,0000;-1,8723E-4;0,0000;-2,3821E-4;0,0000;-3,2773E-5;1,7500E-4;-8,4312E-5;8,7500E-5;-1,2612E-4;4,3750E-5;-1,3556E-4;0,0000;-1,8548E-4;0,0000;-2,4519E-4;4,3750E-5;-1,2522E-4;0,0000;-1,5865E-4;0,0000;-1,9470E-4;4,3750E-5;-2,5199E-4;4,3750E-5;-3,9974E-4;0,0000;-4,3996E-4;4,3750E-4;-3,6745E-4
0,0000;-1,7344E-5;0,0000;-7,4082E-5;8,7500E-5;-9,5872E-5;0,0000;-1,0381E-4;8,7500E-5;-1,7268E-4;4,3750E-5;-2,1122E-4;0,0000;-2,8232E-5;0,0000;-1,9187E-4;4,3750E-5;-2,3933E-4;0,0000;-3,6655E-5;1,7500E-4;-8,1895E-5;8,7500E-5;-1,2649E-4;4,3750E-5;-1,3458E-4;0,0000;-1,8581E-4;4,3750E-5;-2,4011E-4;4,3750E-5;-1,2577E-4;0,0000;-1,5787E-4;0,0000;-1,9029E-4;4,3750E-5;-2,5266E-4;4,3750E-5;-3,9809E-4;0,0000;-4,4222E-4;7,8750E-4;-3,6612E-4
0,0000;-1,9065E-5;0,0000;-7,2458E-5;8,7500E-5;-9,8984E-5;0,0000;-1,0454E-4;8,7500E-5;-1,7038E-4;4,3750E-5;-2,1366E-4;1,3125E-4;-3,0210E-5;0,0000;-1,9209E-4;4,3750E-5;-2,3860E-4;0,0000;-3,1504E-5;1,7500E-4;-8,5215E-5;1,3125E-4;-1,2392E-4;4,3750E-5;-1,3441E-4;0,0000;-1,8271E-4;4,3750E-5;-2,4360E-4;8,7500E-5;-1,2738E-4;0,0000;-1,5855E-4;0,0000;-1,9306E-4;4,3750E-5;-2,5713E-4;8,7500E-5;-4,0112E-4;0,0000;-4,3929E-4;8,3125E-4;-3,6687E-4
0,0000;-1,7515E-5;0,0000;-7,2080E-5;1,3125E-4;-9,7947E-5;0,0000;-1,0362E-4;1,3125E-4;-1,7292E-4;4,3750E-5;-2,1166E-4;3,9375E-4;-2,8721E-5;0,0000;-1,9172E-4;4,3750E-5;-2,4021E-4;0,0000;-3,4592E-5;1,7500E-4;-8,2603E-5;2,1875E-4;-1,2511E-4;8,7500E-5;-1,3403E-4;0,0000;-1,8347E-4;4,3750E-5;-2,4248E-4;8,7500E-5;-1,2588E-4;0,0000;-1,5494E-4;0,0000;-1,9186E-4;4,3750E-5;-2,5508E-4;8,7500E-5;-4,0083E-4;0,0000;-4,4033E-4;8,3125E-4;-3,6675E-4
0,0000;-1,8967E-5;0,0000;-7,1616E-5;1,3125E-4;-9,4492E-5;0,0000;-1,0335E-4;1,3125E-4;-1,7583E-4;4,3750E-5;-2,1329E-4;5,2500E-4;-2,7488E-5;0,0000;-1,9079E-4;4,3750E-5;-2,4000E-4;0,0000;-3,6277E-5;1,7500E-4;-8,2944E-5;2,6250E-4;-1,2407E-4;8,7500E-5;-1,3673E-4;0,0000;-1,8368E-4;4,3750E-5;-2,4118E-4;8,7500E-5;-1,2569E-4;0,0000;-1,5608E-4;0,0000;-1,9140E-4;4,3750E-5;-2,5243E-4;8,7500E-5;-4,0266E-4;0,0000;-4,4154E-4;8,7500E-4;-3,6715E-4
0,0000;-1,4329E-5;0,0000;-7,0469E-5;1,3125E-4;-9,5054E-5;0,0000;-1,0285E-4;1,3125E-4;-1,7168E-4;8,7500E-5;-2,1520E-4;5,6875E-4;-2,4937E-5;0,0000;-1,9305E-4;4,3750E-5;-2,4220E-4;0,0000;-3,6362E-5;1,7500E-4;-8,3787E-5;4,8125E-4;-1,2396E-4;8,7500E-5;-1,3357E-4;0,0000;-1,8193E-4;4,3750E-5;-2,4161E-4;8,7500E-5;-1,2663E-4;0,0000;-1,5947E-4;0,0000;-1,9165E-4;4,3750E-5;-2,5670E-4;1,3125E-4;-3,9918E-4;0,0000;-4,4149E-4;8,7500E-4;-3,6590E-4
0,0000;-1,4976E-5;0,0000;-7,5132E-5;1,3125E-4;-9,6006E-5;0,0000;-1,0378E-4;1,3125E-4;-1,7475E-4;8,7500E-5;-2,1167E-4;5,2500E-4;-2,7427E-5;0,0000;-1,9396E-4;8,7500E-5;-2,4055E-4;0,0000;-3,5642E-5;1,7500E-4;-8,5630E-5;6,5625E-4;-1,2441E-4;8,7500E-5;-1,3352E-4;0,0000;-1,8485E-4;4,3750E-5;-2,4165E-4;8,7500E-5;-1,2627E-4;0,0000;-1,5940E-4;0,0000;-1,9033E-4;4,3750E-5;-2,5385E-4;1,3125E-4;-4,0179E-4;0,0000;-4,3946E-4;8,7500E-4;-3,6605E-4
0,0000;-1,4561E-5;0,0000;-7,1628E-5;1,3125E-4;-9,3809E-5;0,0000;-1,0193E-4;1,3125E-4;-1,7159E-4;1,3125E-4;-2,1090E-4;5,2500E-4;-2,6475E-5;0,0000;-1,9291E-4;8,7500E-5;-2,4178E-4;0,0000;-3,5056E-5;2,1875E-4;-8,4812E-5;8,7500E-4;-1,2533E-4;8,7500E-5;-1,3484E-4;0,0000;-1,8680E-4;8,7500E-5;-2,4400E-4;8,7500E-5;-1,2717E-4;4,3750E-5;-1,5595E-4;0,0000;-1,9229E-4;4,3750E-5;-2,5211E-4;1,3125E-4;-4,0000E-4;0,0000;-4,3785E-4;8,7500E-4;-3,6542E-4
0,0000;-1,5500E-5;0,0000;-7,2898E-5;1,7500E-4;-9,6030E-5;0,0000;-1,0678E-4;1,3125E-4;-1,7308E-4;2,1875E-4;-2,1098E-4;5,2500E-4;-2,8586E-5;0,0000;-1,8913E-4;8,7500E-5;-2,4077E-4;4,3750E-5;-3,1199E-5;2,1875E-4;-8,0686E-5;0,0012;-1,3041E-4;8,7500E-5;-1,3464E-4;0,0000;-1,8320E-4;8,7500E-5;-2,4361E-4;8,7500E-5;-1,2726E-4;4,3750E-5;-1,5642E-4;0,0000;-1,9309E-4;8,7500E-5;-2,5331E-4;1,7500E-4;-4,0202E-4;0,0000;-4,3952E-4;8,7500E-4;-3,6451E-4
0,0000;-1,6807E-5;0,0000;-7,1921E-5;1,7500E-4;-9,6738E-5;0,0000;-1,0213E-4;1,3125E-4;-1,7191E-4;3,0625E-4;-2,1474E-4;5,2500E-4;-2,7024E-5;0,0000;-1,8838E-4;1,3125E-4;-2,3753E-4;4,3750E-5;-3,3860E-5;2,1875E-4;-8,5313E-5;0,0017;-1,2383E-4;8,7500E-5;-1,3401E-4;0,0000;-1,8591E-4;8,7500E-5;-2,4017E-4;8,7500E-5;-1,2820E-4;4,3750E-5;-1,5678E-4;0,0000;-1,9078E-4;1,7500E-4;-2,5412E-4;1,7500E-4;-4,0428E-4;4,3750E-5;-4,4204E-4;8,7500E-4;-3,6498E-4
0,0000;-1,5867E-5;0,0000;-7,0212E-5;1,7500E-4;-9,5774E-5;0,0000;-1,0558E-4;1,3125E-4;-1,7346E-4;5,2500E-4;-2,1206E-4;5,2500E-4;-3,0137E-5;0,0000;-1,9056E-4;1,3125E-4;-2,4009E-4;8,7500E-5;-3,4092E-5;2,6250E-4;-8,3860E-5;0,0022;-1,2735E-4;1,3125E-4;-1,3530E-4;0,0000;-1,8529E-4;8,7500E-5;-2,4376E-4;8,7500E-5;-1,2792E-4;4,3750E-5;-1,5680E-4;0,0000;-1,9291E-4;2,1875E-4;-2,5243E-4;1,7500E-4;-4,0199E-4;4,3750E-5;-4,4398E-4;8,7500E-4;-3,6876E-4
0,0000;-1,6184E-5;4,3750E-5;-7,4753E-5;2,6250E-4;-9,5920E-5;0,0000;-1,0646E-4;8,7500E-5;-1,7346E-4;8,7500E-4;-2,1369E-4;5,2500E-4;-2,8501E-5;0,0000;-1,8862E-4;1,7500E-4;-2,3977E-4;1,3125E-4;-3,4727E-5;2,6250E-4;-8,4128E-5;0,0029;-1,2610E-4;1,3125E-4;-1,3574E-4;0,0000;-1,8338E-4;8,7500E-5;-2,4455E-4;8,7500E-5;-1,2817E-4;4,3750E-5;-1,6026E-4;0,0000;-1,9176E-4;2,1875E-4;-2,5564E-4;2,1875E-4;-4,0199E-4;8,7500E-5;-4,3985E-4;8,7500E-4;-3,6567E-4
0,0000;-1,5305E-5;4,3750E-5;-7,5706E-5;3,5000E-4;-1,0014E-4;0,0000;-1,0426E-4;1,3125E-4;-1,7346E-4;0,0013;-2,1286E-4;5,2500E-4;-2,8098E-5;0,0000;-1,9118E-4;2,1875E-4;-2,3728E-4;1,3125E-4;-3,3237E-5;2,6250E-4;-8,2383E-5;0,0037;-1,2585E-4;2,1875E-4;-1,3235E-4;0,0000;-1,8117E-4;8,7500E-5;-2,4406E-4;8,7500E-5;-1,2662E-4;4,3750E-5;-1,5639E-4;4,3750E-5;-1,9034E-4;2,1875E-4;-2,5604E-4;2,1875E-4;-4,0123E-4;8,7500E-5;-4,4179E-4;8,7500E-4;-3,6521E-4
0,0000;-1,5269E-5;4,3750E-5;-7,4082E-5;4,8125E-4;-9,8069E-5;0,0000;-1,0865E-4;1,3125E-4;-1,7444E-4;0,0018;-2,1351E-4;5,6875E-4;-2,9941E-5;0,0000;-1,8906E-4;2,1875E-4;-2,4039E-4;1,3125E-4;-3,5544E-5;3,0625E-4;-8,2566E-5;0,0045;-1,2773E-4;3,0625E-4;-1,3426E-4;0,0000;-1,8233E-4;1,3125E-4;-2,4280E-4;8,7500E-5;-1,2635E-4;4,3750E-5;-1,5384E-4;4,3750E-5;-1,9200E-4;2,1875E-4;-2,5527E-4;2,6250E-4;-4,0161E-4;8,7500E-5;-4,4190E-4;8,7500E-4;-3,6671E-4
0,0000;-1,7808E-5;4,3750E-5;-6,9602E-5;6,5625E-4;-9,9436E-5;0,0000;-1,0576E-4;1,3125E-4;-1,7419E-4;0,0025;-2,1133E-4;5,6875E-4;-2,8770E-5;0,0000;-1,9077E-4;2,6250E-4;-2,3811E-4;1,3125E-4;-3,2676E-5;3,9375E-4;-8,3604E-5;0,0055;-1,2666E-4;4,3750E-4;-1,3438E-4;2,1875E-4;-1,8133E-4;1,3125E-4;-2,4380E-4;8,7500E-5;-1,2777E-4;4,3750E-5;-1,5930E-4;4,3750E-5;-1,9021E-4;2,1875E-4;-2,5531E-4;3,0625E-4;-4,0279E-4;8,7500E-5;-4,4387E-4;9,1875E-4;-3,6296E-4
0,0000;-1,6355E-5;4,3750E-5;-7,0798E-5;9,1875E-4;-9,7812E-5;0,0000;-1,0517E-4;1,3125E-4;-1,7209E-4;0,0034;-2,1139E-4;5,6875E-4;-2,8745E-5;0,0000;-1,9056E-4;3,5000E-4;-2,4208E-4;1,3125E-4;-3,6167E-5;4,8125E-4;-8,2004E-5;0,0065;-1,2636E-4;6,5625E-4;-1,3525E-4;3,0625E-4;-1,8318E-4;1,3125E-4;-2,4261E-4;8,7500E-5;-1,2534E-4;8,7500E-5;-1,5509E-4;4,3750E-5;-1,8949E-4;2,6250E-4;-2,5571E-4;3,9375E-4;-4,0167E-4;8,7500E-5;-4,4436E-4;9,1875E-4;-3,6783E-4
0,0000;-1,6978E-5;4,3750E-5;-7,3801E-5;0,0013;-9,9680E-5;0,0000;-1,0573E-4;1,3125E-4;-1,7301E-4;0,0042;-2,1352E-4;5,6875E-4;-2,8782E-5;0,0000;-1,9204E-4;4,8125E-4;-2,3905E-4;1,7500E-4;-3,5850E-5;6,1250E-4;-8,3408E-5;0,0076;-1,2917E-4;9,1875E-4;-1,3550E-4;3,5000E-4;-1,8435E-4;2,1875E-4;-2,4223E-4;8,7500E-5;-1,2807E-4;8,7500E-5;-1,5666E-4;1,3125E-4;-1,9134E-4;2,6250E-4;-2,5490E-4;6,5625E-4;-3,9969E-4;8,7500E-5;-4,4050E-4;9,6250E-4;-3,6692E-4
0,0000;-1,7112E-5;4,3750E-5;-6,9797E-5;0,0019;-9,6421E-5;0,0000;-1,0519E-4;1,7500E-4;-1,7459E-4;0,0051;-2,1319E-4;5,6875E-4;-2,8489E-5;0,0000;-1,9292E-4;7,4375E-4;-2,3933E-4;1,7500E-4;-3,4910E-5;7,4375E-4;-8,2126E-5;0,0085;-1,2995E-4;0,0012;-1,3607E-4;3,5000E-4;-1,8407E-4;3,5000E-4;-2,4170E-4;1,3125E-4;-1,2444E-4;1,3125E-4;-1,5855E-4;2,6250E-4;-1,9403E-4;2,6250E-4;-2,5565E-4;0,0010;-4,0302E-4;8,7500E-5;-4,4009E-4;9,6250E-4;-3,6491E-4
0,0000;-1,9480E-5;8,7500E-5;-7,3521E-5;0,0027;-9,6995E-5;0,0000;-1,0494E-4;2,1875E-4;-1,7188E-4;0,0059;-2,1672E-4;6,1250E-4;-2,9282E-5;0,0000;-1,9371E-4;0,0011;-2,3924E-4;1,7500E-4;-3,6985E-5;0,0010;-8,2163E-5;0,0095;-1,2770E-4;0,0015;-1,3385E-4;4,3750E-4;-1,8368E-4;4,8125E-4;-2,4331E-4;2,1875E-4;-1,2964E-4;1,3125E-4;-1,5581E-4;3,5000E-4;-1,8884E-4;3,0625E-4;-2,5292E-4;0,0016;-4,0365E-4;8,7500E-5;-4,3960E-4;9,6250E-4;-3,6307E-4
