"Time (s)";"Magnetic Field x (µT)";"Magnetic Field y (µT)";"Magnetic Field z (µT)";"Absolute field (µT)"
7.520898000E-1;-1.537199974E0;8.442399979E0;-4.836079788E1;4.911622820E1
7.620898000E-1;-1.512799978E0;8.588799477E0;-4.828759766E1;4.906881013E1
7.720898000E-1;-1.585999966E0;8.527799606E0;-4.831200027E1;4.908449992E1
7.820898000E-1;-1.573799968E0;8.576600075E0;-4.849499893E1;4.927270884E1
7.920898000E-1;-1.549399972E0;8.564399719E0;-4.854380035E1;4.931784804E1
8.020898000E-1;-1.537199974E0;8.503399849E0;-4.866579819E1;4.942702405E1
8.120898000E-1;-1.415199995E0;8.503399849E0;-4.867799759E1;4.943539268E1
8.220898000E-1;-1.329800010E0;8.466799736E0;-4.870240021E1;4.945077200E1
8.320898000E-1;-1.354200006E0;8.442399979E0;-4.860479736E1;4.935113273E1
8.420898000E-1;-1.281000018E0;8.356999397E0;-4.881219864E1;4.953898602E1
8.520898000E-1;-1.220000029E0;8.393599510E0;-4.897079849E1;4.969989958E1
8.620898000E-1;-1.195600033E0;8.369199753E0;-4.892200089E1;4.964710600E1
8.720898000E-1;-1.244400024E0;8.344799995E0;-4.886100006E1;4.958408561E1
8.820898000E-1;-1.329800010E0;8.393599510E0;-4.881219864E1;4.954645917E1
8.920898000E-1;-1.402999997E0;8.405799866E0;-4.879999924E1;4.953852850E1
9.020898000E-1;-1.378600001E0;8.418000221E0;-4.881219864E1;4.955193237E1
9.120898000E-1;-1.256600022E0;8.418000221E0;-4.898299789E1;4.971695741E1
9.220898000E-1;-1.317600012E0;8.479000092E0;-4.893420029E1;4.968083604E1
9.320898000E-1;-1.427399993E0;8.479000092E0;-4.873899841E1;4.949162434E1
9.420898000E-1;-1.463999987E0;8.454599380E0;-4.864139938E1;4.939240104E1
9.520898000E-1;-1.451799989E0;8.539999962E0;-4.877560043E1;4.953885869E1
9.620898000E-1;-1.378600001E0;8.515600204E0;-4.875119781E1;4.950853738E1
9.720898000E-1;-1.342000008E0;8.479000092E0;-4.878779984E1;4.953729726E1
9.820898000E-1;-1.244400024E0;8.381400108E0;-4.893420029E1;4.966238372E1
9.920898000E-1;-1.244400024E0;8.418000221E0;-4.893420029E1;4.966857373E1
1.002089800E0;-1.256600022E0;8.405799866E0;-4.881219864E1;4.954661695E1
1.012089800E0;-1.183400035E0;8.393599510E0;-4.881219864E1;4.954274603E1
1.022089800E0;-1.220000029E0;8.454599380E0;-4.875119781E1;4.949391820E1
1.032089800E0;-1.122399926E0;8.466799736E0;-4.866579819E1;4.940957794E1
1.042089800E0;-1.036999941E0;8.527799606E0;-4.864139938E1;4.939417444E1
1.052089800E0;-1.049199939E0;8.600999832E0;-4.869020081E1;4.945516832E1
1.062089800E0;-1.195600033E0;8.686399460E0;-4.858039856E1;4.936535343E1
1.072089800E0;-1.256600022E0;8.674200058E0;-4.840959930E1;4.919664719E1
1.082089800E0;-1.256600022E0;8.674200058E0;-4.842179871E1;4.920865148E1
1.092089800E0;-1.207800031E0;8.674200058E0;-4.859259796E1;4.937551118E1
1.102089800E0;-1.183400035E0;8.637599945E0;-4.871459961E1;4.948859246E1
1.112089800E0;-1.342000008E0;8.613200188E0;-4.867799759E1;4.945235718E1
1.122089800E0;-1.463999987E0;8.576600075E0;-4.875119781E1;4.952151707E1
1.132089800E0;-1.476199985E0;8.527799606E0;-4.876339722E1;4.952546255E1
1.142089800E0;-1.366400003E0;8.454599380E0;-4.881219864E1;4.955782517E1
1.152089800E0;-1.329800010E0;8.442399979E0;-4.901959991E1;4.975905607E1
1.162089800E0;-1.293200016E0;8.393599510E0;-4.912939835E1;4.985802504E1
1.172089800E0;-1.342000008E0;8.430199623E0;-4.911719894E1;4.985346991E1
1.182089800E0;-1.305400014E0;8.381400108E0;-4.915379715E1;4.988033391E1
1.192089800E0;-1.195600033E0;8.308199883E0;-4.932460022E1;5.003370695E1
1.202089800E0;-1.134599924E0;8.344799995E0;-4.942219925E1;5.013458669E1
1.212089800E0;-1.049199939E0;8.344799995E0;-4.949539948E1;5.020489096E1
1.222089800E0;-1.036999941E0;8.405799866E0;-4.949539948E1;5.021481265E1
1.232089800E0;-1.073599935E0;8.393599510E0;-4.939780045E1;5.011734050E1
1.242089800E0;-1.097999930E0;8.418000221E0;-4.922699738E1;4.995363452E1
1.252089800E0;-1.110199928E0;8.332599640E0;-4.905619812E1;4.977122999E1
1.262089800E0;-1.110199928E0;8.405799866E0;-4.900740051E1;4.973545335E1
1.272089800E0;-1.134599924E0;8.393599510E0;-4.882439804E1;4.955362422E1
1.282089800E0;-1.097999930E0;8.320400238E0;-4.870240021E1;4.942022309E1
1.292089800E0;-1.183400035E0;8.283800125E0;-4.850719833E1;4.922367388E1
1.302089800E0;-1.232200027E0;8.271599770E0;-4.840959930E1;4.912664231E1
1.312089800E0;-1.232200027E0;8.295999527E0;-4.828759766E1;4.901055001E1
1.322089800E0;-1.220000029E0;8.320400238E0;-4.826319885E1;4.899034419E1
1.332089800E0;-1.207800031E0;8.356999397E0;-4.832419968E1;4.905636038E1
1.342089800E0;-1.268800020E0;8.369199753E0;-4.825099945E1;4.898787917E1
1.352089800E0;-1.329800010E0;8.405799866E0;-4.814119720E1;4.888763348E1
1.362089800E0;-1.390799999E0;8.418000221E0;-4.808020020E1;4.883137007E1
1.372089800E0;-1.463999987E0;8.442399979E0;-4.808020020E1;4.883772173E1
1.382089800E0;-1.476199985E0;8.466799736E0;-4.818999863E1;4.895040175E1
1.392089800E0;-1.390799999E0;8.442399979E0;-4.833639908E1;4.908783880E1
1.402089800E0;-1.342000008E0;8.393599510E0;-4.850719833E1;4.924633760E1
1.412089800E0;-1.317600012E0;8.369199753E0;-4.848279953E1;4.921749104E1
1.422089800E0;-1.354200006E0;8.344799995E0;-4.850719833E1;4.923837766E1
1.432089800E0;-1.281000018E0;8.344799995E0;-4.864139938E1;4.936863764E1
1.442089800E0;-1.342000008E0;8.381400108E0;-4.859259796E1;4.932838340E1
1.452089800E0;-1.293200016E0;8.332599640E0;-4.873899841E1;4.946306247E1
1.462089800E0;-1.268800020E0;8.295999527E0;-4.872679901E1;4.944425552E1
1.472089800E0;-1.329800010E0;8.308199883E0;-4.878779984E1;4.950801921E1
1.482089800E0;-1.390799999E0;8.308199883E0;-4.864139938E1;4.936543572E1
1.492089800E0;-1.390799999E0;8.369199753E0;-4.881219864E1;4.954400635E1
1.502089800E0;-1.293200016E0;8.430199623E0;-4.887319946E1;4.961179555E1
1.512089800E0;-1.244400024E0;8.466799736E0;-4.895859909E1;4.970090194E1
1.522089800E0;-1.146799922E0;8.503399849E0;-4.915379715E1;4.989708141E1
1.532089800E0;-1.073599935E0;8.515600204E0;-4.909280014E1;4.983744666E1
1.542089800E0;-1.097999930E0;8.515600204E0;-4.890979767E1;4.965772204E1
1.552089800E0;-1.110199928E0;8.515600204E0;-4.876339722E1;4.951380513E1
1.562089800E0;-1.146799922E0;8.539999962E0;-4.870240021E1;4.945877612E1
1.572089800E0;-1.146799922E0;8.527799606E0;-4.858039856E1;4.933653454E1
1.582089800E0;-1.244400024E0;8.466799736E0;-4.844619751E1;4.919623240E1
1.592089800E0;-1.293200016E0;8.454599380E0;-4.849499893E1;4.924345173E1
1.602089800E0;-1.305400014E0;8.369199753E0;-4.842179871E1;4.915707643E1
1.612089800E0;-1.244400024E0;8.393599510E0;-4.850719833E1;4.924377457E1
1.622089800E0;-1.146799922E0;8.454599380E0;-4.871459961E1;4.945611808E1
1.632089800E0;-1.073599935E0;8.479000092E0;-4.882439804E1;4.956680243E1
1.642089800E0;-1.061399937E0;8.454599380E0;-4.895859909E1;4.969457964E1
1.652089800E0;-1.061399937E0;8.393599510E0;-4.893420029E1;4.966019573E1
1.662089800E0;-1.024799943E0;8.381400108E0;-4.893420029E1;4.965736643E1
1.672089800E0;-9.393999577E-1;8.344799995E0;-4.888539886E1;4.960141511E1
1.682089800E0;-8.417999744E-1;8.418000221E0;-4.889759827E1;4.962405134E1
1.692089800E0;-8.539999723E-1;8.430199623E0;-4.904399872E1;4.977058762E1
1.702089800E0;-9.393999577E-1;8.418000221E0;-4.915379715E1;4.987826154E1
1.712089800E0;-8.783999681E-1;8.405799866E0;-4.916600037E1;4.988711908E1
1.722089800E0;-7.319999933E-1;8.466799736E0;-4.920259857E1;4.993113486E1
1.732089800E0;-5.978000164E-1;8.552199364E0;-4.936119843E1;5.010015358E1
1.742089800E0;-5.733999610E-1;8.576600075E0;-4.947100067E1;5.021221728E1
1.752089800E0;-6.832000017E-1;8.613200188E0;-4.939780045E1;5.014774839E1
1.762089800E0;-8.539999723E-1;8.625399590E0;-4.932460022E1;5.008036562E1
1.772089800E0;-9.637999535E-1;8.637599945E0;-4.906839752E1;4.983216510E1
1.782089800E0;-1.012599945E0;8.600999832E0;-4.883659744E1;4.959854642E1
1.792089800E0;-1.171200037E0;8.613200188E0;-4.889759827E1;4.966421290E1
1.802089800E0;-1.342000008E0;8.600999832E0;-4.884880066E1;4.961837853E1
1.812089800E0;-1.500599980E0;8.564399719E0;-4.883659744E1;4.960457633E1
1.822089800E0;-1.451799989E0;8.564399719E0;-4.884880066E1;4.961513873E1
1.832089800E0;-1.427399993E0;8.527799606E0;-4.903179932E1;4.978833378E1
1.842089800E0;-1.342000008E0;8.491199493E0;-4.917819977E1;4.992390976E1
1.852089800E0;-1.256600022E0;8.454599380E0;-4.939780045E1;5.013184600E1
1.862089800E0;-1.134599924E0;8.454599380E0;-4.954420090E1;5.027320768E1
1.872089800E0;-1.085799932E0;8.369199753E0;-4.961739731E1;5.032999684E1
1.882089800E0;-1.024799943E0;8.356999397E0;-4.977599716E1;5.048306198E1
1.892089800E0;-9.637999535E-1;8.369199753E0;-4.976379776E1;5.047185337E1
1.902089800E0;-9.882000089E-1;8.430199623E0;-4.976379776E1;5.048247589E1
1.912089800E0;-9.882000089E-1;8.491199493E0;-4.973939896E1;5.046865182E1
1.922089800E0;-1.000399947E0;8.539999962E0;-4.978820038E1;5.052521446E1
1.932089800E0;-1.012599945E0;8.564399719E0;-4.975159836E1;5.049352276E1
1.942089800E0;-1.049199939E0;8.613200188E0;-4.975159836E1;5.050257001E1
1.952089800E0;-1.036999941E0;8.674200058E0;-4.972719955E1;5.048872638E1
1.962089800E0;-1.122399926E0;8.710800171E0;-4.970280075E1;5.047282659E1
1.972089800E0;-1.195600033E0;8.710800171E0;-4.955640030E1;5.033035177E1
1.982089800E0;-1.158999920E0;8.674200058E0;-4.964179993E1;5.040727455E1
1.992089800E0;-1.134599924E0;8.674200058E0;-4.960519791E1;5.037067324E1
2.002089800E0;-1.183400035E0;8.637599945E0;-4.950759888E1;5.026938348E1
2.012089800E0;-1.256600022E0;8.661999702E0;-4.937339783E1;5.014321186E1
2.022089800E0;-1.366400003E0;8.674200058E0;-4.926359940E1;5.004009414E1
2.032089800E0;-1.402999997E0;8.674200058E0;-4.917819977E1;4.995703642E1
2.042089800E0;-1.378600001E0;8.600999832E0;-4.911719894E1;4.988363427E1
2.052089800E0;-1.354200006E0;8.564399719E0;-4.920259857E1;4.996076967E1
2.062089800E0;-1.402999997E0;8.576600075E0;-4.900740051E1;4.977199798E1
2.072089800E0;-1.549399972E0;8.564399719E0;-4.889759827E1;4.966613231E1
2.082089800E0;-1.537199974E0;8.564399719E0;-4.883659744E1;4.960569701E1
2.092089800E0;-1.451799989E0;8.576600075E0;-4.904399872E1;4.980943286E1
2.102089800E0;-1.305400014E0;8.479000092E0;-4.908060074E1;4.982472158E1
2.112089800E0;-1.293200016E0;8.454599380E0;-4.899519730E1;4.973612344E1
2.122089800E0;-1.232200027E0;8.454599380E0;-4.890979767E1;4.965044688E1
2.132089800E0;-1.097999930E0;8.418000221E0;-4.900740051E1;4.973724597E1
2.142089800E0;-1.049199939E0;8.344799995E0;-4.908060074E1;4.979600261E1
2.152089800E0;-1.000399947E0;8.308199883E0;-4.901959991E1;4.972874582E1
2.162089800E0;-9.393999577E-1;8.320400238E0;-4.895859909E1;4.966946705E1
2.172089800E0;-9.149999619E-1;8.283800125E0;-4.888539886E1;4.959073292E1
2.182089800E0;-8.905999660E-1;8.344799995E0;-4.884880066E1;4.956444473E1
2.192089800E0;-8.417999744E-1;8.430199623E0;-4.884880066E1;4.957804170E1
2.202089800E0;-8.661999702E-1;8.479000092E0;-4.878779984E1;4.952669137E1
2.212089800E0;-9.515999556E-1;8.564399719E0;-4.858039856E1;4.933872322E1
2.222089800E0;-9.882000089E-1;8.637599945E0;-4.850719833E1;4.928014775E1
2.232089800E0;-1.024799943E0;8.661999702E0;-4.844619751E1;4.922514100E1
2.242089800E0;-1.097999930E0;8.613200188E0;-4.848279953E1;4.925418431E1
2.252089800E0;-1.244400024E0;8.661999702E0;-4.831200027E1;4.909814804E1
2.262089800E0;-1.293200016E0;8.649800301E0;-4.829980087E1;4.908525416E1
2.272089800E0;-1.329800010E0;8.588799477E0;-4.848279953E1;4.925563617E1
2.282089800E0;-1.342000008E0;8.600999832E0;-4.862919998E1;4.940219887E1
2.292089800E0;-1.342000008E0;8.613200188E0;-4.888539886E1;4.965652428E1
2.302089800E0;-1.366400003E0;8.588799477E0;-4.894639969E1;4.971302212E1
2.312089800E0;-1.293200016E0;8.613200188E0;-4.915379715E1;4.991948876E1
2.322089800E0;-1.268800020E0;8.649800301E0;-4.925139999E1;5.002128847E1
2.332089800E0;-1.207800031E0;8.600999832E0;-4.939780045E1;5.015554474E1
2.342089800E0;-1.244400024E0;8.661999702E0;-4.945879745E1;5.022699887E1
2.352089800E0;-1.354200006E0;8.674200058E0;-4.922699738E1;5.000372861E1
2.362089800E0;-1.354200006E0;8.613200188E0;-4.915379715E1;4.992110625E1
2.372089800E0;-1.317600012E0;8.588799477E0;-4.911719894E1;4.987988350E1
2.382089800E0;-1.329800010E0;8.588799477E0;-4.914159775E1;4.990423302E1
2.392089800E0;-1.354200006E0;8.539999962E0;-4.901959991E1;4.977636621E1
2.402089800E0;-1.378600001E0;8.527799606E0;-4.889759827E1;4.965479856E1
2.412089800E0;-1.281000018E0;8.539999962E0;-4.879999924E1;4.955817275E1
2.422089800E0;-1.195600033E0;8.527799606E0;-4.878779984E1;4.954192405E1
2.432089800E0;-1.049199939E0;8.491199493E0;-4.890979767E1;4.965248833E1
2.442089800E0;-9.149999619E-1;8.491199493E0;-4.897079849E1;4.970992656E1
2.452089800E0;-8.539999723E-1;8.479000092E0;-4.889759827E1;4.963464390E1
2.462089800E0;-7.685999870E-1;8.442399979E0;-4.890979767E1;4.963902871E1
2.472089800E0;-6.588000059E-1;8.430199623E0;-4.893420029E1;4.965942248E1
2.482089800E0;-5.367999673E-1;8.405799866E0;-4.903179932E1;4.975000472E1
2.492089800E0;-5.611999631E-1;8.405799866E0;-4.904399872E1;4.976229724E1
2.502089800E0;-5.856000185E-1;8.332599640E0;-4.899519730E1;4.970215792E1
2.512089800E0;-6.953999996E-1;8.320400238E0;-4.888539886E1;4.959329454E1
2.522089800E0;-7.441999912E-1;8.356999397E0;-4.897079849E1;4.968432728E1
2.532089800E0;-7.685999870E-1;8.356999397E0;-4.906839752E1;4.978089815E1
2.542089800E0;-7.685999870E-1;8.442399979E0;-4.915379715E1;4.987946108E1
2.552089800E0;-8.173999786E-1;8.503399849E0;-4.910499954E1;4.984252132E1
2.562089800E0;-8.783999681E-1;8.600999832E0;-4.898299789E1;4.974015347E1
2.572089800E0;-8.783999681E-1;8.613200188E0;-4.906839752E1;4.982636290E1
2.582089800E0;-9.027999640E-1;8.674200058E0;-4.916600037E1;4.993347961E1
2.592089800E0;-8.417999744E-1;8.759599686E0;-4.921479797E1;4.999535532E1
2.602089800E0;-9.149999619E-1;8.710800171E0;-4.908060074E1;4.985599897E1
2.612089800E0;-1.012599945E0;8.771800041E0;-4.888539886E1;4.967647388E1
2.622089800E0;-1.036999941E0;8.710800171E0;-4.869020081E1;4.947412519E1
2.632089800E0;-1.061399937E0;8.698599815E0;-4.856819916E1;4.935242829E1
2.642089800E0;-1.024799943E0;8.564399719E0;-4.864139938E1;4.940025194E1
2.652089800E0;-1.171200037E0;8.539999962E0;-4.839739990E1;4.915904420E1
2.662089800E0;-1.293200016E0;8.527799606E0;-4.831200027E1;4.907591164E1
2.672089800E0;-1.390799999E0;8.466799736E0;-4.828759766E1;4.904399158E1
2.682089800E0;-1.463999987E0;8.503399849E0;-4.827539825E1;4.904044435E1
2.692089800E0;-1.451799989E0;8.491199493E0;-4.834859848E1;4.911003123E1
2.702089800E0;-1.549399972E0;8.466799736E0;-4.840959930E1;4.916885847E1
2.712089800E0;-1.524999976E0;8.454599380E0;-4.875119781E1;4.950237534E1
2.722089800E0;-1.524999976E0;8.527799606E0;-4.883659744E1;4.959901451E1
2.732089800E0;-1.549399972E0;8.539999962E0;-4.888539886E1;4.964991905E1
2.742089800E0;-1.476199985E0;8.503399849E0;-4.900740051E1;4.976155424E1
2.752089800E0;-1.476199985E0;8.527799606E0;-4.903179932E1;4.978975674E1
2.762089800E0;-1.488399982E0;8.515600204E0;-4.899519730E1;4.975198629E1
2.772089800E0;-1.537199974E0;8.466799736E0;-4.892200089E1;4.967304956E1
2.782089800E0;-1.476199985E0;8.479000092E0;-4.897079849E1;4.972134063E1
2.792089800E0;-1.537199974E0;8.430199623E0;-4.878779984E1;4.953464103E1
2.802089800E0;-1.573799968E0;8.405799866E0;-4.872679901E1;4.947156011E1
2.812089800E0;-1.463999987E0;8.442399979E0;-4.890979767E1;4.965466465E1
2.822089800E0;-1.402999997E0;8.479000092E0;-4.882439804E1;4.957503097E1
2.832089800E0;-1.305400014E0;8.466799736E0;-4.887319946E1;4.961834734E1
2.842089800E0;-1.281000018E0;8.515600204E0;-4.895859909E1;4.971016830E1
2.852089800E0;-1.232200027E0;8.552199364E0;-4.909280014E1;4.984738164E1
2.862089800E0;-1.207800031E0;8.600999832E0;-4.919039917E1;4.995128977E1
2.872089800E0;-1.158999920E0;8.625399590E0;-4.917819977E1;4.994232805E1
2.882089800E0;-1.110199928E0;8.637599945E0;-4.931240082E1;5.007547854E1
2.892089800E0;-1.049199939E0;8.625399590E0;-4.936119843E1;5.012011820E1
2.902089800E0;-1.061399937E0;8.649800301E0;-4.947100067E1;5.023271367E1
2.912089800E0;-1.061399937E0;8.600999832E0;-4.956859970E1;5.032047142E1
2.922089800E0;-1.012599945E0;8.539999962E0;-4.971500015E1;5.045332693E1
2.932089800E0;-1.024799943E0;8.515600204E0;-4.984919739E1;5.058169770E1
2.942089800E0;-9.759999514E-1;8.479000092E0;-4.981259918E1;5.053851062E1
2.952089800E0;-9.515999556E-1;8.515600204E0;-4.995899963E1;5.068848620E1
2.962089800E0;-1.000399947E0;8.552199364E0;-4.999559784E1;5.073165400E1
2.972089800E0;-1.049199939E0;8.503399849E0;-4.988579941E1;5.061621886E1
2.982089800E0;-1.036999941E0;8.442399979E0;-4.983699799E1;5.055764882E1
2.992089800E0;-1.024799943E0;8.491199493E0;-4.982479858E1;5.055354822E1
3.002089800E0;-1.000399947E0;8.552199364E0;-4.973939896E1;5.047919099E1
3.012089800E0;-9.393999577E-1;8.600999832E0;-4.969059753E1;5.043823107E1
3.022089800E0;-9.393999577E-1;8.588799477E0;-4.965399933E1;5.040009522E1
3.032089800E0;-1.000399947E0;8.564399719E0;-4.954420090E1;5.028894098E1
3.042089800E0;-1.049199939E0;8.515600204E0;-4.932460022E1;5.006528192E1
3.052089800E0;-1.061399937E0;8.588799477E0;-4.932460022E1;5.007804143E1
3.062089800E0;-1.097999930E0;8.613200188E0;-4.923920059E1;4.999891695E1
3.072089800E0;-1.183400035E0;8.625399590E0;-4.905619812E1;4.982277118E1
3.082089800E0;-1.110199928E0;8.600999832E0;-4.903179932E1;4.979284172E1
3.092089800E0;-1.220000029E0;8.564399719E0;-4.889759827E1;4.965694774E1
3.102089800E0;-1.220000029E0;8.613200188E0;-4.888539886E1;4.965337692E1
3.112089800E0;-1.220000029E0;8.613200188E0;-4.883659744E1;4.960533104E1
3.122089800E0;-1.207800031E0;8.613200188E0;-4.883659744E1;4.960503249E1
3.132089800E0;-1.256600022E0;8.564399719E0;-4.869020081E1;4.945365144E1
3.142089800E0;-1.342000008E0;8.552199364E0;-4.860479736E1;4.936970128E1
3.152089800E0;-1.378600001E0;8.515600204E0;-4.861700058E1;4.937639851E1
3.162089800E0;-1.439599991E0;8.454599380E0;-4.861700058E1;4.936765585E1
3.172089800E0;-1.390799999E0;8.442399979E0;-4.860479736E1;4.935215060E1
3.182089800E0;-1.512799978E0;8.405799866E0;-4.853160095E1;4.927740178E1
3.192089800E0;-1.476199985E0;8.356999397E0;-4.861700058E1;4.935211597E1
3.202089800E0;-1.415199995E0;8.381400108E0;-4.883659744E1;4.957079693E1
3.212089800E0;-1.317600012E0;8.320400238E0;-4.910499954E1;4.982234549E1
3.222089800E0;-1.232200027E0;8.320400238E0;-4.932460022E1;5.003662223E1
3.232089800E0;-1.085799932E0;8.295999527E0;-4.950759888E1;5.020960980E1
3.242089800E0;-1.110199928E0;8.320400238E0;-4.958079910E1;5.028635246E1
3.252089800E0;-1.122399926E0;8.344799995E0;-4.959299850E1;5.030269346E1
3.262089800E0;-1.061399937E0;8.381400108E0;-4.953199768E1;5.024732064E1
3.272089800E0;-1.012599945E0;8.405799866E0;-4.965399933E1;5.037065097E1
3.282089800E0;-9.882000089E-1;8.405799866E0;-4.964179993E1;5.035814046E1
